,original,synonyms
1,chomp,gnaw
0,chortle,cackle
1,chortle,chuckle
0,churchy,churchlike
1,churchy,ecclesiastic
0,circumambages,diffuseness
1,circumambages,discursiveness
0,citizenry,federation
1,citizenry,society
0,clap,applause
1,clap,bang
0,clench,clamp
1,clench,clasp
0,comes,appear
1,comes,arrive
0,compatriot,national
1,compatriot,fellow citizen
0,contrariety,antithesis
1,contrariety,contradiction
0,controller,authority
1,controller,bureaucrat
0,crises,catastrophe
1,crises,change
0,crossways,across
1,crossways,diagonally
0,crucify,torment
1,crucify,excruciate
0,culottes,dress
1,culottes,kilt
0,curtness,conciseness
1,curtness,concision
0,cyclopes,Gargantua
1,cyclopes,Hercules
0,cyclotron,accelerator
1,cyclotron,atomic accelerator
0,dactyl,appendage
1,dactyl,digit
0,daedal,complicated
1,daedal,convoluted
0,daffy,clownish
1,daffy,crackers
0,daredevil,adventurer
1,daredevil,stuntman
0,dash,sprint
1,dash,birr
0,daytimes,daylight
1,daytimes,light
0,decagon,decade
1,decagon,decapod
0,deserve,earn
1,deserve,gain
0,diaphragm,abstinence
1,diaphragm,condom
0,dickens,impish
1,dickens,malicious
0,dilemma,difficulty
1,dilemma,embarrassment
0,dishonor,disgrace
1,dishonor,opprobrium
0,disobey,contravene
1,disobey,defy
0,distill,condense
1,distill,extract
0,dithyrambic,boisterous
1,dithyrambic,elevated
0,dodo,crank
1,dodo,eccentric
0,does,accomplish
1,does,achieve
0,draff,deposits
1,draff,dirt
0,drafty,breezy
1,drafty,uncluttered
0,drastic,dire
1,drastic,forceful
0,drummer,bagman
1,drummer,knight of the road
0,drunken,intoxicated
1,drunken,inebriated
0,dubs,designate
1,dubs,nickname
0,duet,duo
1,duet,pair
0,eaves,rim
1,eaves,soffit
0,ectoderm,fur
1,ectoderm,leather
0,eddy,whirlpool
1,eddy,swirl
0,effluvia,exhalation
1,effluvia,exhaust
0,eke,augment
1,eke,economize
0,elbow,joint
1,elbow,angle
0,elixir,cure-all
1,elixir,panacea
0,ellipses,path
1,ellipses,pattern
0,elves,dwarfs
1,elves,elfenfolk
0,emphases,attention
1,emphases,insistence
0,enigma,conundrum
1,enigma,puzzle
0,enkindle,burn
1,enkindle,fire
0,enlarge,add to
1,enlarge,augment
0,entresol,balcony
1,entresol,
0,ephemerae,caller
1,ephemerae,client
0,ephemerides,calendar
1,ephemerides,journal
0,er,emergency
1,er,ICU
0,escapee,defector
1,escapee,deserter
0,essentia,character
1,essentia,entity
0,ethanol,booze
1,ethanol,drink
0,evanesce,disappear
1,evanesce,evaporate
0,excelsin,comprehend
1,excelsin,grasp
0,excretes,secrete
1,excretes,defecate
0,exegeses,analysis
1,exegeses,explanation
0,fenestra,aperture
1,fenestra,casement
0,forfeits,cost
1,forfeits,damages
0,fouler,fetid
1,fouler,filthy
0,gallows,gibbet
1,gallows,hanging
0,gill,chop
1,gill,choppers
0,god,Allah
1,god,Father
0,goes,activity
1,goes,animation
0,Graves,dignified
1,Graves,dull
0,halteres,bola
1,halteres,halter
0,halves,fraction
1,halves,bisection
0,hatchet,machete
1,hatchet,bill
0,headfirst,carelessly
1,headfirst,hastily
0,heavens,atmosphere
1,heavens,breeze
0,herald,adviser
1,herald,bearer
0,hermaphrodite,bisexual
1,hermaphrodite,cross-sexual
0,herpes,AIDS
1,herpes,acquired immune deficiency syndrome
0,hidden,buried
1,hidden,clandestine
0,hives,epidemic
1,hives,eruption
0,hora,commune
1,hora,collective
0,housewares,plumbing
1,housewares,accouterments
0,huh,ahem
1,huh,alas
0,hypnoses,opiate
1,hypnoses,analgesic
0,impasse,deadlock
1,impasse,dilemma
0,impetuosity,defiance
1,impetuosity,madness
0,incongruity,inconsistency
1,incongruity,difference
0,intersperse,infuse
1,intersperse,pepper
0,is,abide
1,is,act
0,jeans,chaps
1,jeans,denims
0,josh,banter
1,josh,jest
0,kipe,take over
1,kipe,annex
0,labia,rim
1,labia,border
0,lachryma,blubbering
1,lachryma,crying
0,lapel,accessory
1,lapel,adjunct
0,larva,butterfly
1,larva,canker
0,larynges,esophagus
1,larynges,fauces
0,leaves,frond
1,leaves,needle
0,lee,border
1,lee,bottom
0,lees,dregs
1,lees,residue
0,lens,glass
1,lens,contact
0,lethargy,apathy
1,lethargy,disinterest
0,letup,lull
1,letup,respite
0,lewd,bawdy
1,lewd,coarse
0,libra,Aquarius
1,libra,Aries
0,lilac,lavender
1,lilac,plum
0,limes,adhesive
1,limes,cement
0,lisle,cord
1,lisle,cotton
0,litotes,adumbration
1,litotes,allegory
0,lofty,soaring
1,lofty,towering
0,loin,ham
1,loin,hand
0,loll,laze
1,loll,loiter
0,longs,deep
1,longs,great
0,lop,shear
1,lop,chop
0,lotto,poker
1,lotto,roulette
0,lugsail,square rig
1,lugsail,
0,lumpy,bumpy
1,lumpy,chunky
0,lunes,bow
1,lunes,curve
0,meiosis,amitosis
1,meiosis,cellular division
0,melodic,melodious
1,melodic,ariose
0,mesdames,madame
1,mesdames,Frau
0,messieurs,Esquire
1,messieurs,man
0,mew,blockade
1,mew,bound
0,misshapen,contorted
1,misshapen,twisted
0,mizzle,dribble
1,mizzle,spray
0,mollycoddle,baby
1,mollycoddle,caress
0,molten,fused
1,molten,glowing
0,morn,aurora
1,morn,cockcrow
0,nares,beak
1,nares,snout
0,needs,demands
1,needs,exigencies
0,o,behind closed doors
1,o,behind someone's back
0,oodles,lots
1,oodles,tons
0,orc,mammal
1,orc,porpoise
0,orchestra,band
1,orchestra,ensemble
0,outfront,celebratory
1,outfront,elated
0,panhandle,bum
1,panhandle,cadge
0,paralyses,bankruptcy
1,paralyses,bust
0,parentheses,apostrophe
1,parentheses,aside
0,periphrases,diffuseness
1,periphrases,discursiveness
0,pharynges,esophagus
1,pharynges,larynx
0,phonograph,stereo
1,phonograph,gramophone
0,phrase,expression
1,phrase,idiom
0,pinna,fringe
1,pinna,plume
0,plethora,deluge
1,plethora,excess
0,propitiatory,conciliatory
1,propitiatory,contrite
0,psychosis,craziness
1,psychosis,derangement
0,pursue,go after
1,pursue,seek
0,rachides,backbone
1,rachides,myel
0,ralph,eject
1,ralph,emit
0,rampart,barricade
1,rampart,barrier
0,randy,disorderly
1,randy,lascivious
0,rang,circle
1,rang,enclose
0,raptorial,greedy
1,raptorial,marauding
0,ratty,worn
1,ratty,decayed
0,receivables,arrears
1,receivables,balance due
0,rectangle,square
1,rectangle,figure
0,redeemer,deliverer
1,redeemer,rescuer
0,reins,command
1,reins,control
0,remains,debris
1,remains,remnant
0,riata,lasso
1,riata,noose
0,rich,affluent
1,rich,easy
0,riches,abundance
1,riches,richness
0,riffle,change
1,riffle,confuse
0,ropes,force
1,ropes,government
0,royal,aristocratic
1,royal,dignified
0,rue,apologize
1,rue,deplore
0,sandy,arenaceous
1,sandy,acervulus
0,sauerkraut,broccoli
1,sauerkraut,coleslaw
0,shears,clippers
1,shears,nippers
0,shrunk,decreased
1,shrunk,diminished
0,shuffle,drag
1,shuffle,limp
0,shyly,nervously
1,shyly,timidly
0,sideburns,beard
1,sideburns,bristles
0,sizes,amount
1,sizes,breadth
0,slantingways,cater-corner
1,slantingways,cater-cornered
0,slob,lout
1,slob,boor
0,slows,easy
1,slows,gradual
0,smithereens,bit
1,smithereens,chunk
0,snuffles,bark
1,snuffles,growl
0,soapsuds,froth
1,soapsuds,cream
0,soles,basement
1,soles,bed
0,somewheres,around
1,somewheres,elsewhere
0,sportsmanship,fairness
1,sportsmanship,honesty
0,spry,agile
1,spry,brisk
0,stab,jab
1,stab,twinge
0,stoa,gallery
1,stoa,mall
0,stoic,aloof
1,stoic,apathetic
0,sullen,churlish
1,sullen,dour
0,swab,daub
1,swab,mop
0,swipes,slap
1,swipes,bash
0,synopses,recap
1,synopses,rundown
0,syphilis,AIDS
1,syphilis,acquired immune deficiency syndrome
0,testes,family jewels
1,testes,testicles
0,theirs,hers
1,theirs,his
0,thereabouts,broadly
1,thereabouts,commonly
0,toe,appendage
1,toe,dactyl
0,ton,bulk
1,ton,chunk
0,topnotch,excellent
1,topnotch,finest
0,tops,elite
1,tops,
0,train,caravan
1,train,convoy
0,trey,triumvirate
1,trey,ternion
0,turns,angle
1,turns,change
0,twelfth,duodecimal
1,twelfth,duodenary
0,vein,attitude
1,vein,bent
0,vortices,spiral
1,vortices,whirlpool
0,whereabouts,place
1,whereabouts,site
0,whitecap,billow
1,whitecap,breaker
0,whites,regalia
1,whites,court dress
0,wipe,clean
1,wipe,dry
0,wirepull,finagle
1,wirepull,lobby
0,wiz,genius
1,wiz,shark
0,works,entirety
1,works,all
