,original,synonyms
1,cantaloupe,rock melon
0,carouse,booze
1,carouse,drink
0,carry,bear
1,carry,bring
0,cartography,earth science
1,cartography,geology
0,carve,chisel
1,carve,divide
0,caryopsides,kernel
1,caryopsides,achene
0,casuistry,chicanery
1,casuistry,deception
0,catachresis,atrocity
1,catachresis,barbarity
0,catamenia,menorrhea
1,catamenia,menses
0,cave,cavern
1,cave,grotto
0,cellulose,glucose
1,cellulose,lactose
0,center,inside
1,center,interior
0,certainty,confidence
1,certainty,inevitability
0,certitude,assurance
1,certitude,assuredness
0,cetacean,beluga
1,cetacean,dolphin
0,chao,anarchy
1,chao,disarray
0,checkmate,baffle
1,checkmate,conquer
0,cheep,chip
1,cheep,chirp
0,chew,bite
1,chew,chomp
0,chiefest,leading
1,chiefest,main
0,chivalric,brave
1,chivalric,chivalrous
0,choose,accept
1,choose,adopt
0,chorography,earth science
1,chorography,geology
0,cilia,grain
1,cilia,thread
0,cinematize,capture
1,cinematize,illustrate
0,cinereal,drab
1,cinereal,dusty
0,clad,arrayed
1,clad,attired
0,clambake,accumulation
1,clambake,aggregation
0,clandestine,covert
1,clandestine,fraudulent
0,clangor,blare
1,clangor,noise
0,clave,hew
1,clave,sunder
0,cleanup,completion
1,cleanup,culmination
0,cleave,hew
1,cleave,sunder
0,cloudy,dark
1,cloudy,dense
0,coaster,plate
1,coaster,board
0,coaxer,allurer
1,coaxer,charmer
0,codicil,addendum
1,codicil,addition
0,cogitate,brainstorm
1,cogitate,cerebrate
0,cogitation,cerebration
1,cogitation,consideration
0,collect,amass
1,collect,assemble
0,collinear,consecutive
1,collinear,nonstop
0,come,appear
1,come,arrive
0,commend,applaud
1,commend,approve
0,commiseration,compassion
1,commiseration,condolence
0,commissionaire,courier
1,commissionaire,emissary
0,commutative,capricious
1,commutative,fickle
0,comparative,provisional
1,comparative,approaching
0,compare,analyze
1,compare,contrast
0,complain,accuse
1,complain,criticize
0,compositor,publisher
1,compositor,typographer
0,compulsive,enthusiastic
1,compulsive,irresistible
0,concave,biconcave
1,concave,cupped
0,conclave,confab
1,conclave,assembly
0,concordat,covenant
1,concordat,pact
0,concretize,demonstrate
1,concretize,epitomize
0,condescend,accommodate
1,condescend,accord
0,conferee,delivery
1,conferee,passenger
0,confusion,bewilderment
1,confusion,disorientation
0,connotative,hinting
1,connotative,implying
0,consanguinean,biological relationship
1,consanguinean,blood
0,consensus,accord
1,consensus,consent
0,consider,acknowledge
1,consider,contemplate
0,consuetude,familiarity
1,consuetude,habit
0,contemplation,meditation
1,contemplation,reflection
0,continue,advance
1,continue,carry on
0,convene,assemble
1,convene,gather
0,converge,assemble
1,converge,concentrate
0,cornerwise,sideways
1,cornerwise,aslant
0,corporeity,element
1,corporeity,material
0,correct,accurate
1,correct,appropriate
0,correctitude,civility
1,correctitude,decency
0,corroborative,collateral
1,corroborative,supporting
0,cortex,bark
1,cortex,layer
0,coterie,cadre
1,coterie,circle
0,counterplay,attack
1,counterplay,reprisal
0,cove,anchorage
1,cove,arm
0,crap,junk
1,crap,garbage
0,crapshooter,bettor
1,crapshooter,bookie
0,crate,box
1,crate,cage
0,crave,covet
1,crave,cry out for
0,crumby,rough
1,crumby,base
0,crunchy,chewy
1,crunchy,crackling
0,culm,anthracite
1,culm,ash
0,curiology,cuneal writing
1,curiology,cuneiform
0,curlicue,braid
1,curlicue,tendril
0,curmudgeon,bellyacher
1,curmudgeon,complainer
0,cursive,comfortable
1,cursive,effortless
0,dapifer,administrator
1,dapifer,attendant
0,daresay,allow
1,daresay,assume
0,deathwatch,rites
1,deathwatch,vigil
0,deed,accomplishment
1,deed,act
0,deem,allow
1,deem,assume
0,deify,idealize
1,deify,adore
0,delete,annul
1,delete,black out
0,denunciative,accusatory
1,denunciative,comminative
0,deprave,bastardize
1,deprave,bestialize
0,descend,cascade
1,descend,collapse
0,despoil,denude
1,despoil,depopulate
0,diagnosis,analysis
1,diagnosis,conclusion
0,dibs,entitlement
1,dibs,privilege
0,dichotomize,cut across
1,dichotomize,bifurcate
0,dinghy,life raft
1,dinghy,lifeboat
0,disbelieve,repudiate
1,disbelieve,discount
0,discommend,depreciate
1,discommend,derogate
0,discursive,deviating
1,discursive,digressive
0,dismiss,decline
1,dismiss,disband
0,dispose,adapt
1,dispose,incline
0,disrespect,contempt
1,disrespect,boldness
0,dissymmetry,imbalance
1,dissymmetry,inequality
0,diverse,differing
1,diverse,disparate
0,do,accomplish
1,do,achieve
0,dolesome,afflicted
1,dolesome,afflictive
0,domain,realm
1,domain,sphere
0,dome,arcade
1,dome,arch
0,domesticize,break
1,domesticize,bridle
0,dominate,command
1,dominate,control
0,doxologize,intone
1,doxologize,recite
0,drear,dark
1,drear,dismal
0,dreg,deposits
1,dreg,dirt
0,dude,buddy
1,dude,chap
0,duodena,belly
1,duodena,innards
0,earthwork,barricade
1,earthwork,citadel
0,eave,band
1,eave,crown
0,echo,imitation
1,echo,parallel
0,edge,boundary
1,edge,brink
0,educe,conclude
1,educe,deduce
0,effeminate,epicene
1,effeminate,feminine
0,effusive,demonstrative
1,effusive,ebullient
0,egad,ahem
1,egad,alas
0,electorate,constituency
1,electorate,voter
0,electrolier,candelabrum
1,electrolier,corona
0,electroplate,anodize
1,electroplate,bronze
0,elegant,chic
1,elegant,classic
0,elenchi,rebuttal
1,elenchi,argument
0,elusive,ambiguous
1,elusive,fleeting
0,emend,alter
1,emend,amend
0,emit,beam
1,emit,belch
0,empathize,sympathize
1,empathize,comprehend
0,emulative,apish
1,emulative,copied
0,enamel,coating
1,enamel,glaze
0,enclave,ascendancy
1,enclave,authorization
0,encroach,horn in
1,encroach,impinge
0,endwise,antipodal
1,endwise,closing
0,engrave,chisel
1,engrave,embed
0,enhearten,buoy
1,enhearten,energize
0,enrich,augment
1,enrich,cultivate
0,enslave,coerce
1,enslave,deprive
0,entertain,beguile
1,entertain,captivate
0,entrain,catch
1,entrain,climb on
0,entrepreneur,administrator
1,entrepreneur,contractor
0,environmentalist,ecologist
1,environmentalist,naturalist
0,envisage,confront
1,envisage,consider
0,epicarp,bark
1,epicarp,cover
0,episcopate,diocese
1,episcopate,episcopacy
0,epochal,fitful
1,epochal,infrequent
0,equerry,hostler
1,equerry,stable person
0,erect,cocked
1,erect,elevated
0,erose,incised
1,erose,serrate
0,eroticism,arousal
1,eroticism,libido
0,ersatz,counterfeit
1,ersatz,fake
0,erudite,knowledgeable
1,erudite,literate
0,escalate,expand
1,escalate,grow
0,escritoire,davenport
1,escritoire,secretary
0,esotericism,newness
1,esotericism,weirdness
0,esoterism,newness
1,esoterism,weirdness
0,essay,article
1,essay,discussion
0,esteem,hold dear
1,esteem,revere
0,eu,EEC
1,eu,European Economic Community
0,euphemism,circumlocution
1,euphemism,delicacy
0,euphemize,back and fill
1,euphemize,beat around the bush
0,eventualize,arise
1,eventualize,befall
0,everywhither,haphazardly
1,everywhither,randomly
0,evocative,expressive
1,evocative,reminiscent
0,exactitude,carefulness
1,exactitude,correctness
0,excretion,defecation
1,excretion,discharge
0,executrix,administrator
1,executrix,agent
0,exhibitor,counselor
1,exhibitor,mentor
0,exhortative,academic
1,exhortative,advisory
0,exist,continue
1,exist,endure
0,exorbitant,enormous
1,exorbitant,inordinate
0,expatiate,develop
1,expatiate,dilate
0,expect,await
1,expect,forecast
0,expectant,alert
1,expectant,anticipative
0,expend,ante up
1,expend,consume
0,expire,cease
1,expire,close
0,explanative,annotative
1,explanative,clarifying
0,explicative,annotative
1,explicative,clarifying
0,expose,bare
1,expose,bring to light
0,exquisite,admirable
1,exquisite,charming
0,extensive,broad
1,extensive,comprehensive
0,extort,coerce
1,extort,elicit
0,extricate,bail out
1,extricate,detach
0,exuberant,animated
1,exuberant,brash
0,exultant,delighted
1,exultant,ecstatic
0,facile,effortless
1,facile,glib
0,faint,delicate
1,faint,dim
0,fake,bogus
1,fake,counterfeit
0,falchion,blade
1,falchion,dagger
0,farewell,adieu
1,farewell,bon voyage
0,fatty,greasy
1,fatty,oily
0,faucet,nozzle
1,faucet,valve
0,fawn,yearling
1,fawn,baby buck
0,feed,barley
1,feed,corn
0,fey,clairvoyant
1,fey,dead
0,filter,clean
1,filter,drain
0,finalize,agree
1,finalize,conclude
0,find,treasure trove
1,find,acquisition
0,fink,canary
1,fink,narc
0,fireflower,bursts
1,fireflower,illuminations
0,fisheye,glaring
1,fisheye,gun
0,flagrant,atrocious
1,flagrant,bold
0,fleer,grimace
1,fleer,grin
0,fleetness,celerity
1,fleetness,expedition
0,flex,lean
1,flex,tighten
0,flippant,cheeky
1,flippant,cocky
0,floss,embellishment
1,floss,ornament
0,flyback,bound
1,flyback,bump
0,follow,pursue
1,follow,chase
0,font,fount
1,font,fountain
0,foozle,bungler
1,foozle,clod
0,forepart,nose
1,forepart,beak
0,foresee,discern
1,foresee,envisage
0,foretell,anticipate
1,foretell,augur
0,fortitude,boldness
1,fortitude,bravery
0,fortunate,affluent
1,fortunate,encouraging
0,fragrant,aromatic
1,fragrant,delicious
0,frolicsome,antic
1,frolicsome,coltish
0,fructify,fecundate
1,fructify,impregnate
0,fur,coat
1,fur,jacket
0,gain,achievement
1,gain,advance
0,gainsay,combat
1,gainsay,contravene
0,galumph,clatter
1,galumph,clomp
0,galvanism,heat
1,galvanism,service
0,gantry,booth
1,gantry,platform
0,garter,badge
1,garter,ribbon
0,gateway,arch
1,gateway,entrance
0,germfree,hygienic
1,germfree,sterile
0,gesticulative,stylistic
1,gesticulative,bombastic
0,get,bring
1,get,draw
0,ghetto,public squalor
1,ghetto,rundown section of a city
0,gibbon,chimpanzee
1,gibbon,gorilla
0,gingerbread,added
1,gingerbread,additional
0,give,accord
1,give,allow
0,glaive,blade
1,glaive,dagger
0,glamorize,adorn
1,glamorize,bedeck
0,glisten,flicker
1,glisten,gleam
0,globate,celestial
1,globate,circular
0,glume,chaff
1,glume,pod
0,gluten,cereal
1,gluten,grass
0,gluttonize,Hoover
1,gluttonize,binge
0,gnash,clamp
1,gnash,crush
0,go,activity
1,go,animation
0,grandiose,ambitious
1,grandiose,bombastic
0,grantee,heir
1,grantee,recipient
0,grave,dignified
1,grave,dull
0,graveyard,burial ground
1,graveyard,cemetery
0,grieve,ache
1,grieve,cry
0,grist,cereal
1,grist,corn
0,grope,cast about
1,grope,flounder
0,grubstake,CD
1,grubstake,IRA
0,gruesome,appalling
1,gruesome,frightful
0,gulfweed,algae
1,gulfweed,rockweed
0,gulp,draught
1,gulp,mouthful
0,gunpowder,ammo
1,gunpowder,armament
0,habitude,addiction
1,habitude,characteristic
0,halve,bisect
1,halve,divide equally
0,handout,aid
1,handout,alms
0,harasser,bulldozer
1,harasser,intimidator
0,have,accept
1,have,acquire
0,haversack,knapsack
1,haversack,pack
0,hearsay,gossip
1,hearsay,clothesline
0,heave,fling
1,heave,haul
0,hebetude,apathy
1,hebetude,coma
0,hedonism,debauchery
1,hedonism,enjoyment
0,heterodoxy,discord
1,heterodoxy,dissension
0,heyday,acme
1,heyday,culmination
0,highbinder,accomplice
1,highbinder,collaborator
0,hold,dominance
1,hold,grip
0,holiday,anniversary
1,holiday,break
0,homilize,preachify
1,homilize,proclaim
0,honorarium,compensation
1,honorarium,gratuity
0,hunky,attractive
1,hunky,handsome
0,hygrometry,Nilometer
1,hygrometry,pluviometer
0,hypnotism,fascination
1,hypnotism,hypnosis
0,hypothesis,assumption
1,hypothesis,axiom
0,i,he
1,i,it
0,ignite,burn
1,ignite,flare up
0,immediacy,adjacency
1,immediacy,approach
0,immense,boundless
1,immense,colossal
0,immix,admix
1,immix,amalgamate
0,importation,access
1,importation,accession
0,imprest,affect
1,imprest,awe
0,impugn,assail
1,impugn,contravene
0,incur,acquire
1,incur,arouse
0,indicate,announce
1,indicate,argue
0,indicia,clue
1,indicia,confirmation
0,inexplicit,clear as dishwater
1,inexplicit,cloudy
0,inexpressive,devoid
1,inexpressive,dull
0,infantine,childlike
1,infantine,foolish
0,ingenerate,constitutional
1,ingenerate,essential
0,inguen,genitals
1,inguen,privates
0,inherit,acquire
1,inherit,derive
0,inner,close
1,inner,constitutional
0,inquest,inquisition
1,inquest,examination
0,insomniac,alive
1,insomniac,astir
0,intelligentsia,circle
1,intelligentsia,club
0,intend,aim
1,intend,contemplate
0,interdepend,affect
1,interdepend,apply
0,interurban,burghal
1,interurban,citified
0,intervolve,convolute
1,intervolve,convolve
0,interweave,fuse
1,interweave,intertwine
0,intricate,baroque
1,intricate,complex
0,inveigh,admonish
1,inveigh,berate
0,inveterate,addicted
1,inveterate,habitual
0,involve,affect
1,involve,associate
0,irksome,aggravating
1,irksome,bothersome
0,ischemia,chlorosis
1,ischemia,emptiness
0,itch,crawling
1,itch,creeping
0,jerry,bedpan
1,jerry,chamber
0,jittery,anxious
1,jittery,apprehensive
0,judiciary,assizes
1,judiciary,bar
0,keynote,basis
1,keynote,center
0,kitchenware,housewares
1,kitchenware,plumbing
0,knead,massage
1,knead,rub
0,knickknack,bauble
1,knickknack,bric-a-brac
0,know,appreciate
1,know,experience
0,lachrymose,sad
1,lachrymose,tearful
0,lake,basin
1,lake,lagoon
0,lanate,furry
1,lanate,fuzzy
0,lave,bath
1,lave,bathe
0,leave,allowance
1,leave,authorization
0,leer,eye
1,leer,eyeball
0,leg,lap
1,leg,limb
0,legerdemain,artfulness
1,legerdemain,chicanery
0,legislator,administrator
1,legislator,council member
0,lend,add
1,lend,afford
0,lengthwise,along
1,lengthwise,alongside
0,levy,burden
1,levy,duty
0,lichen,bog
1,lichen,morass
0,likewise,besides
1,likewise,too
0,lithograph,etching
1,lithograph,illustration
0,locomote,bend
1,locomote,change
0,logography,orthographic study
1,logography,
0,longitude,breadth
1,longitude,diameter
0,longwise,lengthwise
1,longwise,
0,loud,big
1,loud,boisterous
0,lumber,plod
1,lumber,shuffle
0,luxuriant,lush
1,luxuriant,opulent
0,macaronicism,Fescennine verse
1,macaronicism,Hudibrastic verse
0,mackintosh,overcoat
1,mackintosh,slicker
0,macrocosm,cosmos
1,macrocosm,nature
0,macroseism,shock
1,macroseism,temblor
0,make,cause
1,make,compose
0,manor,mansion
1,manor,castle
0,manus,fingernail
1,manus,paw
0,marc,whiskey
1,marc,cognac
0,marginalize,criticize
1,marginalize,demean
0,mastermind,organize
1,mastermind,author
0,meaty,interesting
1,meaty,weighty
0,mechanism,instrument
1,mechanism,structure
0,meek,deferential
1,meek,docile
0,meeter,accommodated
1,meeter,appropriate
0,merry,amusing
1,merry,cheerful
0,mesmerism,attractiveness
1,mesmerism,aura
0,microwave,bake
1,microwave,zap
0,mimetism,pastiche
1,mimetism,apery
0,minim,atom
1,minim,butt
0,mink,cloak
1,mink,frock
0,minutiae,trivia
1,minutiae,incidental
0,misbehave,act up
1,misbehave,fool around
0,misbelieve,disbelieve
1,misbelieve,discredit
0,miss,absence
1,miss,blunder
0,mist,cloud
1,mist,dew
0,moderate,balanced
1,moderate,bearable
0,modicum,iota
1,modicum,ounce
0,monition,admonition
1,monition,caution
0,muckrake,barnstorm
1,muckrake,lobby
0,multitude,horde
1,multitude,legion
0,murk,dimness
1,murk,dusk
0,myopia,narrow-mindedness
1,myopia,blind spot
0,natant,floating
1,natant,natatorial
0,necropolis,catacomb
1,necropolis,charnel
0,neurosis,inhibition
1,neurosis,aberration
0,neuroticism,anger
1,neuroticism,stage fright
0,neverland,Cloudcuckooland
1,neverland,Cockaigne
0,newsstand,booth
1,newsstand,stall
0,notarize,authenticate
1,notarize,attest
0,nude,naked
1,nude,dishabille
0,oasis,fountain
1,oasis,well
0,obdurate,adamant
1,obdurate,bullhead
0,obsecrate,ask
1,obsecrate,beseech
0,obsession,compulsion
1,obsession,delusion
0,occlude,choke
1,occlude,clog
0,ochroid,aureate
1,ochroid,auric
0,octave,eight
1,octave,interval
0,offend,aggrieve
1,offend,anger
0,offprint,album
1,offprint,booklet
0,ogle,eyeball
1,ogle,gawk
0,olid,contaminated
1,olid,disagreeable
0,omit,bypass
1,omit,delete
0,onomatopoeia,imitation
1,onomatopoeia,parallel
0,onset,commencement
1,onset,dawning
0,ontologism,cabala
1,ontologism,cabalism
0,operose,arduous
1,operose,diligent
0,ophthalmic,eye
1,ophthalmic,optic
0,oppose,argue
1,oppose,assail
0,oppositeness,antithesis
1,oppositeness,contradiction
0,opprobriate,belittle
1,opprobriate,condemn
0,oratorio,chant
1,oratorio,ditty
0,originative,gifted
1,originative,ingenious
0,ornamentalize,adorn
1,ornamentalize,beautify
0,ornate,baroque
1,ornate,beautiful
0,orphan,foundling
1,orphan,ragamuffin
0,osculate,buss
1,osculate,contact
0,otiose,idle
1,otiose,indolent
0,oust,depose
1,oust,dethrone
0,outthrust,lump
1,outthrust,nodule
0,outvote,alter
1,outvote,annul
0,overcloud,becloud
1,overcloud,befog
0,overdelicate,choosy
1,overdelicate,discriminating
0,overdo,exaggerate
1,overdo,overestimate
0,overelaborate,baroque
1,overelaborate,beautiful
0,overextend,cripple
1,overextend,disable
0,overprize,exaggerate
1,overprize,magnify
0,oversee,command
1,oversee,manage
0,oversensitiveness,inflammation
1,oversensitiveness,irritability
0,overset,alter
1,overset,annul
0,owe,incur
1,owe,lost
0,pacifier,friend
1,pacifier,sympathizer
0,pacify,allay
1,pacify,ameliorate
0,paladin,champion
1,paladin,hero
0,palliative,curative
1,palliative,disciplinary
0,palmist,augur
1,palmist,clairvoyant
0,pan,bucket
1,pan,frying pan
0,pandect,aerial perspective
1,pandect,aerial view
0,pantile,brick
1,pantile,plate
0,papistry,Catholicism
1,papistry,Catholicity
0,paradisal,adorable
1,paradisal,alluring
0,passive,apathetic
1,passive,indifferent
0,pathos,emotion
1,pathos,passion
0,patriotism,loyalty
1,patriotism,nationalism
0,pave,brick
1,pave,cobblestone
0,peculiarize,define
1,peculiarize,describe
0,pedigree,thoroughbred
1,pedigree,full-blooded
0,pee,micturate
1,pee,tinkle
0,peeve,annoyance
1,peeve,bother
0,pejorate,atrophy
1,pejorate,corrode
0,pend,await
1,pend,hang
0,penna,body feather
1,penna,down feather
0,pericarp,carapace
1,pericarp,carcass
0,persona,character
1,persona,identity
0,perversive,contaminating
1,perversive,contaminative
0,phantasmagoria,aberration
1,phantasmagoria,apparition
0,pharisee,bigot
1,pharisee,charlatan
0,pharmacopoeia,fund
1,pharmacopoeia,goods
0,phenomenology,intentionality
1,phenomenology,life-world
0,phizog,appearance
1,phizog,demeanor
0,phoneme,ABCs
1,phoneme,characters
0,phosphorus,Phosphor
1,phosphorus,Venus
0,physiography,earth science
1,physiography,geology
0,physiotherapist,occupational therapist
1,physiotherapist,speech therapist
0,phytogeography,anatomy
1,phytogeography,cytology
0,pianola,grand piano
1,pianola,instrument
0,pickle,bind
1,pickle,box
0,pilose,bearded
1,pilose,bewhiskered
0,pink,blush
1,pink,coral
0,pint,British imperial liquid measure
1,pint,US liquid measure
0,pitchy,atramentous
1,pitchy,brunet
0,pitiless,austere
1,pitiless,barbarous
0,placid,easygoing
1,placid,even-tempered
0,plain,transparent
1,plain,audible
0,plainer,transparent
1,plainer,audible
0,planate,alike
1,planate,balanced
0,plasterboard,Sheetrock
1,plasterboard,drywall
0,platitude,banality
1,platitude,bromide
0,plodder,factotum
1,plodder,grind
0,plumbean,galena
1,plumbean,lead
0,plumbic,galena
1,plumbic,lead
0,plumose,featherlike
1,plumose,feathery
0,podium,dais
1,podium,platform
0,polis,capital
1,polis,center
0,polychrome,checkered
1,polychrome,dappled
0,pose,mannerism
1,pose,mien
0,possessive,selfish
1,possessive,craving
0,potentate,despot
1,potentate,autocrat
0,pothead,burnout
1,pothead,dopehead
0,pour,cascade
1,pour,discharge
0,pragmatism,advantage
1,pragmatism,advantageousness
0,preclusive,defending
1,preclusive,defensive
0,predominate,hold sway
1,predominate,command
0,prefer,adopt
1,prefer,choose
0,prehend,apprehend
1,prehend,arrest
0,preknow,discern
1,preknow,envisage
0,prelim,battle
1,prelim,mill
0,prelusive,inaugural
1,prelusive,preparatory
0,premeditation,aim
1,premeditation,design
0,preponderate,boss
1,preponderate,command
0,presume,assume
1,presume,count on
0,prevision,apprehension
1,prevision,awareness
0,primordia,commencement
1,primordia,birth
0,prodigalize,blow
1,prodigalize,expend
0,produce,crop
1,produce,goods
0,profuse,abounding
1,profuse,alive with
0,progeny,breed
1,progeny,children
0,prolapse,plunge
1,prolapse,slide
0,prologue,foreword
1,prologue,prelude
0,promptitude,cleverness
1,promptitude,dexterity
0,proofer,airtight
1,proofer,fast
0,propagandize,brainwash
1,propagandize,convince
0,prophylaxis,prevention
1,prophylaxis,sanitation
0,propulsive,active
1,propulsive,compelling
0,prose,composition
1,prose,essay
0,proselytism,culture
1,proselytism,discipline
0,prosopopoeia,apotheosis
1,prosopopoeia,archetype
0,proverb,adage
1,proverb,aphorism
0,proximate,direct
1,proximate,forthcoming
0,publicize,advertise
1,publicize,announce
0,pulchritude,adorableness
1,pulchritude,allure
0,purgative,aperient
1,purgative,emetic
0,purl,babble
1,purl,bubble
0,question,inquiry
1,question,investigation
0,quintain,center
1,quintain,dead center
0,quoin,angle
1,quoin,cornerstone
0,quondam,bygone
1,quondam,erstwhile
0,radiant,beaming
1,radiant,brilliant
0,raffle,betting
1,raffle,game of chance
0,ramify,bifurcate
1,ramify,develop
0,rampage,binge
1,rampage,destruction
0,raspberry,catcall
1,raspberry,hiss
0,rationalist,naturalist
1,rationalist,
0,rave,babble
1,rave,freak out
0,ravel,disentangle
1,ravel,free
0,ravisher,Lothario
1,ravisher,cad
0,reactive,active
1,reactive,aware
0,realest,absolute
1,realest,actual
0,receipts,earnings
1,receipts,gain
0,receptionist,agent
1,receptionist,auditor
0,recommend,advocate
1,recommend,back
0,recorder,historian
1,recorder,annalist
0,recreant,apostate
1,recreant,base
0,rectitude,decency
1,rectitude,honesty
0,recurve,bend
1,recurve,loop
0,redistribute,readjust
1,redistribute,reconstruct
0,redundant,superfluous
1,redundant,unnecessary
0,reeve,administrator
1,reeve,attendant
0,reflect,echo
1,reflect,follow
0,reflective,contemplative
1,reflective,deliberate
0,regenerative,artistic
1,regenerative,developmental
0,regressive,Tory
1,regressive,counterrevolutionary
0,reintroduce,reestablish
1,reintroduce,renew
0,relevant,admissible
1,relevant,applicable
0,remiss,any old way
1,remiss,any which way
0,remonstrate,animadvert
1,remonstrate,blame
0,remote,distant
1,remote,far-flung
