,word,type,v1
131,amurca,VBZ,Not verb
132,amy,VBZ,Not verb
133,amyelencephalia,VBZ,Not verb
134,amygdalectomy,VBZ,Not verb
135,amyrin,VBZ,Not verb
136,anabo,VBZ,Not verb
137,anadem,VBZ,Not verb
138,anaerobies,VBZ,Not verb
139,anaerophyte,VBZ,Not verb
140,anallantoidean,VBZ,Not verb
141,analphabet,VBZ,Not verb
142,anam,VBZ,Not verb
143,anama,VBZ,Not verb
144,ananaples,VBZ,Not verb
145,anaphia,VBZ,Not verb
146,anapterygote,VBZ,Not verb
147,anastigmat,VBZ,Not verb
148,anatifa,VBZ,Not verb
149,anchitherioid,VBZ,Not verb
150,andirin,VBZ,Not verb
151,andrenid,VBZ,Not verb
152,anencephalia,VBZ,Not verb
153,angelica,VBZ,Not verb
154,anger,VBZ,  화나게 하다  
155,anhinga,VBZ,Not verb
156,anisil,VBZ,Not verb
157,anisomelia,VBZ,Not verb
158,ann,VBZ,Not verb
159,annates,VBZ,Not verb
160,anneloid,VBZ,Not verb
161,annidalin,VBZ,Not verb
162,anomaly,VBZ,Not verb
163,anoterite,VBZ,Not verb
164,antes,VBZ,Not verb
165,anthela,VBZ,Not verb
166,anthomedusan,VBZ,Not verb
167,anthypophora,VBZ,Not verb
168,antiarin,VBZ,Not verb
169,anticrochet,VBZ,Not verb
170,antiformin,VBZ,Not verb
171,antigod,VBZ,Not verb
172,antigonorrheic,VBZ,Not verb
173,antiheterolysin,VBZ,Not verb
174,antiodont,VBZ,Not verb
175,antiquarianize,VBZ,Not verb
176,antislickens,VBZ,Not verb
177,antistes,VBZ,Not verb
178,antonomasia,VBZ,Not verb
179,antrotome,VBZ,Not verb
180,anyways,VBZ,Not verb
181,aogiri,VBZ,Not verb
182,aoudad,VBZ,Not verb
183,apa,VBZ,Not verb
184,apathy,VBZ,Not verb
185,aphides,VBZ,Not verb
186,aphlebia,VBZ,Not verb
187,aphrasia,VBZ,Not verb
188,apices,VBZ,Not verb
189,apieces,VBZ,Not verb
190,apiphobia,VBZ,Not verb
191,aplomb,VBZ,Not verb
192,apocalypt,VBZ,Not verb
193,apocha,VBZ,Not verb
194,apodal,VBZ,"  [동물] 발이 없는, 배지느러미가 없는  "
195,apotelesm,VBZ,Not verb
196,apozem,VBZ,Not verb
197,appendices,VBZ,Not verb
198,apsides,VBZ,Not verb
199,araba,VBZ,Not verb
200,arachnidan,VBZ,Not verb
201,aralie,VBZ,Not verb
202,aramina,VBZ,Not verb
203,aranzada,VBZ,Not verb
204,arboresque,VBZ,Not verb
205,arcana,VBZ,Not verb
206,archangel,VBZ,Not verb
207,arches,VBZ,  (몸을[이]) 동그랗게 구부리다[구부러지다]      4.    
208,archheresy,VBZ,Not verb
209,archibenthal,VBZ,Not verb
210,archimagus,VBZ,Not verb
211,archineuron,VBZ,Not verb
212,architectonics,VBZ,Not verb
213,archleveler,VBZ,Not verb
214,archy,VBZ,Not verb
215,ardeb,VBZ,Not verb
216,arenicole,VBZ,Not verb
217,argol,VBZ,Not verb
218,arhar,VBZ,Not verb
219,arioso,VBZ,Not verb
220,aristomonarchy,VBZ,Not verb
221,arles,VBZ,Not verb
222,armadillo,VBZ,Not verb
223,arnee,VBZ,Not verb
224,arsenotungstates,VBZ,Not verb
225,arses,VBZ,Not verb
226,arteriagra,VBZ,Not verb
227,arthropodal,VBZ,Not verb
228,arthrosyrinx,VBZ,Not verb
229,artiad,VBZ,Not verb
230,arumin,VBZ,Not verb
231,arupa,VBZ,Not verb
232,asaphid,VBZ,Not verb
233,ascham,VBZ,Not verb
234,ascites,VBZ,Not verb
235,asclepiad,VBZ,Not verb
236,asclepidin,VBZ,Not verb
237,ashpan,VBZ,Not verb
238,ashur,VBZ,Not verb
239,askew,VBZ,Not verb
240,asporogenic,VBZ,Not verb
241,astasia,VBZ,Not verb
242,asteroid,VBZ,Not verb
243,Asterophyllites,VBZ,Not verb
244,astrophil,VBZ,Not verb
245,astrotheology,VBZ,Not verb
246,ataman,VBZ,Not verb
247,atebrin,VBZ,Not verb
248,atelo,VBZ,Not verb
249,ates,VBZ,Not verb
250,athlothetes,VBZ,Not verb
251,athyroid,VBZ,Not verb
252,atlantes,VBZ,Not verb
253,atonia,VBZ,Not verb
254,atophan,VBZ,Not verb
255,atrienses,VBZ,Not verb
256,attorn,VBZ,Not verb
257,aubrietia,VBZ,Not verb
258,auca,VBZ,Not verb
259,auk,VBZ,Not verb
260,aulostomid,VBZ,Not verb
261,aurelia,VBZ,Not verb
262,aureola,VBZ,Not verb
263,auriculares,VBZ,Not verb
264,auryl,VBZ,Not verb
265,auslaut,VBZ,Not verb
266,autobiographal,VBZ,Not verb
267,autocrat,VBZ,Not verb
268,autoschediasm,VBZ,Not verb
269,auxocardia,VBZ,Not verb
270,avijja,VBZ,Not verb
271,aviso,VBZ,Not verb
272,ay,VBZ,Not verb
273,ayu,VBZ,Not verb
274,azadrachta,VBZ,Not verb
275,bacchantes,VBZ,Not verb
276,baetyl,VBZ,Not verb
277,bagleaves,VBZ,Not verb
278,balanorrhagia,VBZ,Not verb
279,baluchitheria,VBZ,Not verb
280,barajillo,VBZ,Not verb
281,barbaralalia,VBZ,Not verb
282,barny,VBZ,Not verb
283,bats,VBZ,"[영·속어]  정신 이상의, 미친  "
284,beaverkin,VBZ,Not verb
285,bees,VBZ,Not verb
286,beglerbeg,VBZ,Not verb
287,beglerbey,VBZ,Not verb
288,bellows,VBZ,Not verb
289,beluga,VBZ,Not verb
290,benjamin,VBZ,Not verb
291,benzil,VBZ,Not verb
292,bespin,VBZ,Not verb
293,beth,VBZ,Not verb
294,bettergates,VBZ,Not verb
295,bhara,VBZ,Not verb
296,bilabe,VBZ,Not verb
297,blacklegs,VBZ,Not verb
298,blaze,VBZ,  활활 타다      2.    
299,bleachworks,VBZ,Not verb
300,blennioid,VBZ,Not verb
301,blesbok,VBZ,Not verb
302,blewits,VBZ,Not verb
303,borak,VBZ,Not verb
304,bowls,VBZ,  (볼링 경기에서) 공을 굴리다 (=bowling)      4.    
305,brachistocephali,VBZ,Not verb
306,brachysm,VBZ,Not verb
307,braggartry,VBZ,Not verb
308,branchiopodan,VBZ,Not verb
309,brandy,VBZ,Not verb
310,brassworks,VBZ,Not verb
311,bridgetree,VBZ,Not verb
312,britchka,VBZ,Not verb
313,bromothymol,VBZ,Not verb
314,bromvogel,VBZ,Not verb
315,bulb,VBZ,Not verb
316,bundle,VBZ,  ~을 마구 싸 보내다[밀어 넣다]      4.    
317,bunoselenodont,VBZ,Not verb
318,bureaucrat,VBZ,Not verb
319,buri,VBZ,Not verb
320,burliness,VBZ,Not verb
321,butylene,VBZ,Not verb
322,buzzer,VBZ,Not verb
323,cahincic,VBZ,Not verb
324,caky,VBZ,"  케이크 같은, 뭉쳐진  "
325,calendal,VBZ,Not verb
326,calendulin,VBZ,Not verb
327,cambaye,VBZ,Not verb
328,camisado,VBZ,Not verb
329,camper,VBZ,Not verb
330,campulitropal,VBZ,Not verb
331,cantina,VBZ,Not verb
332,canton,VBZ,Not verb
333,captainry,VBZ,Not verb
334,carabidan,VBZ,Not verb
335,carabus,VBZ,Not verb
336,carbanil,VBZ,Not verb
337,cardigan,VBZ,Not verb
338,carmele,VBZ,Not verb
339,casemaker,VBZ,Not verb
340,cashmerette,VBZ,Not verb
341,cassina,VBZ,Not verb
342,castoreum,VBZ,Not verb
343,catalyses,VBZ,[화학]  촉매 작용을 하다  
344,cathedra,VBZ,Not verb
345,catskin,VBZ,Not verb
346,cattimandoo,VBZ,Not verb
347,causey,VBZ,Not verb
348,cephalopagus,VBZ,Not verb
349,cereal,VBZ,Not verb
350,ceriops,VBZ,Not verb
351,cervicodynia,VBZ,Not verb
352,chaetognathan,VBZ,Not verb
353,chaetopodan,VBZ,Not verb
354,chalcites,VBZ,Not verb
355,chambul,VBZ,Not verb
356,charisma,VBZ,Not verb
357,chemurgic,VBZ,  농예 화학의.  
358,chiasmus,VBZ,Not verb
359,chichi,VBZ,  (장식이) 지나치게 복잡한[멋 부린]  
360,chilopodan,VBZ,Not verb
361,chiragra,VBZ,Not verb
362,chiropompholyx,VBZ,Not verb
363,chitchatty,VBZ,  잡담 같은.  
364,chkalik,VBZ,Not verb
365,chloropalladates,VBZ,Not verb
366,chomp,VBZ,  (음식을) 쩝쩝 먹다 (=munch)  
367,chorizontes,VBZ,Not verb
368,chortle,VBZ,  (기쁘거나 재미있어서) 깔깔거리다  
369,chromatophilia,VBZ,Not verb
370,chrysopid,VBZ,Not verb
371,chuckrum,VBZ,Not verb
372,chunga,VBZ,Not verb
373,churchy,VBZ,"[못마땅함]  종교에 미친, 편협한  "
374,circumambages,VBZ,Not verb
375,citizenry,VBZ,Not verb
376,citronelle,VBZ,Not verb
377,citropten,VBZ,Not verb
378,clap,VBZ,  박수를 치다      2.    
379,claypan,VBZ,Not verb
380,clench,VBZ,"  (주먹을[이]) 꽉 쥐다[쥐어지다], (이를[가]) 악물다[앙다물어지다]      2.    "
381,clinoaxis,VBZ,Not verb
382,clites,VBZ,Not verb
383,coccagee,VBZ,Not verb
384,coccidia,VBZ,Not verb
385,coeruleolactite,VBZ,Not verb
386,coherer,VBZ,Not verb
387,colauxe,VBZ,Not verb
388,colibri,VBZ,Not verb
389,collembole,VBZ,Not verb
390,collin,VBZ,Not verb
391,colometry,VBZ,Not verb
392,colorado,VBZ,  <여송연이> 빛깔과 맛이 중간 정도의      2.    [명사]  콜로라도 시가  
393,colostomy,VBZ,Not verb
394,columbiad,VBZ,Not verb
395,comes,VBZ,Not verb
396,compages,VBZ,Not verb
397,compatriot,VBZ,Not verb
398,complicacy,VBZ,Not verb
399,confervoid,VBZ,  사상조류 모양의  
400,congruism,VBZ,Not verb
401,conjunctur,VBZ,Not verb
402,consolatoriness,VBZ,Not verb
403,constantness,VBZ,Not verb
404,contrariety,VBZ,Not verb
405,controller,VBZ,Not verb
406,convallamarin,VBZ,Not verb
407,copepodan,VBZ,Not verb
408,coprophiliac,VBZ,Not verb
409,coquille,VBZ,Not verb
410,cordelle,VBZ,Not verb
411,cosmocrat,VBZ,Not verb
412,couma,VBZ,Not verb
413,countertaste,VBZ,Not verb
414,cousinry,VBZ,Not verb
415,craniotabes,VBZ,Not verb
416,cresphontes,VBZ,Not verb
417,crises,VBZ,Not verb
418,croppa,VBZ,Not verb
419,crossways,VBZ,Not verb
420,crucify,VBZ,  십자가에 매달아 죽이다      2.    
421,cryptococcus,VBZ,Not verb
422,cuboides,VBZ,Not verb
423,culottes,VBZ,Not verb
424,cummin,VBZ,Not verb
425,curtness,VBZ,Not verb
426,cushaw,VBZ,Not verb
427,custodes,VBZ,Not verb
428,cyan,VBZ,Not verb
429,cyclopes,VBZ,Not verb
430,cyclotron,VBZ,Not verb
431,cynopithecoid,VBZ,Not verb
432,cyphonautes,VBZ,Not verb
433,cypres,VBZ,Not verb
434,cypselomorphic,VBZ,Not verb
435,cyriologic,VBZ,Not verb
436,cystosyrinx,VBZ,Not verb
437,cytoryctes,VBZ,Not verb
438,dacryocystosyringotomy,VBZ,Not verb
439,dacryops,VBZ,Not verb
440,dactyl,VBZ,Not verb
441,dacyorrhea,VBZ,Not verb
442,daedal,VBZ,Not verb
443,daffy,VBZ,"[비격식]  바보 같은, 멍청한  "
444,daftlike,VBZ,Not verb
445,dags,VBZ,Not verb
446,daidle,VBZ,Not verb
447,dainteth,VBZ,Not verb
448,daleth,VBZ,Not verb
449,damiana,VBZ,Not verb
450,damme,VBZ,Not verb
451,damonico,VBZ,Not verb
452,danalite,VBZ,Not verb
453,dao,VBZ,Not verb
454,daredevil,VBZ,Not verb
455,darkmans,VBZ,Not verb
456,darkskin,VBZ,Not verb
457,dartars,VBZ,Not verb
458,dash,VBZ,  (급히) 서둘러 가다 (=rush)      4.    
459,dasypaedes,VBZ,Not verb
460,daut,VBZ,"[스코틀랜드]  귀여워하다, 애무하다(caress). (또는 dawt)  "
461,daytimes,VBZ,Not verb
462,deathtrap,VBZ,Not verb
463,decad,VBZ,Not verb
464,decagon,VBZ,Not verb
465,decagramme,VBZ,Not verb
466,decapodal,VBZ,Not verb
467,decinormal,VBZ,[화학]  10분의 1 규정의.  
468,decumana,VBZ,Not verb
469,definiens,VBZ,Not verb
470,deinos,VBZ,Not verb
471,delicioso,VBZ,Not verb
472,demicanon,VBZ,Not verb
473,demijambe,VBZ,Not verb
474,demonograph,VBZ,Not verb
475,Dendrites,VBZ,Not verb
476,dendrocoele,VBZ,Not verb
477,dendroid,VBZ,  수목상(樹木狀)의  
478,dentiscalp,VBZ,Not verb
479,dentoid,VBZ,"  이 같은, 이 모양의  "
480,derby,VBZ,Not verb
481,dermatocele,VBZ,Not verb
482,dermatomyoma,VBZ,Not verb
483,dermatophobia,VBZ,Not verb
484,dermatotherapy,VBZ,Not verb
485,dermestid,VBZ,Not verb
486,deserve,VBZ,"  …을 받을 만하다[누릴 자격이 있다], …을 (당)해야 마땅하다  "
487,desmopathy,VBZ,Not verb
488,desmotomy,VBZ,Not verb
489,deuteroconid,VBZ,Not verb
490,dextrorse,VBZ,"  [식물] 오른쪽으로 감아 올라가는 ((뿌리에서 보아)), [동물] <고둥이> 오른쪽으로 감긴(dextral)  "
491,diabetes,VBZ,Not verb
492,diabolepsy,VBZ,Not verb
493,diaereses,VBZ,Not verb
494,dialuric,VBZ,Not verb
495,diaphragm,VBZ,Not verb
496,diarrheic,VBZ,Not verb
497,dichas,VBZ,Not verb
498,dickens,VBZ,Not verb
499,didelphoid,VBZ,Not verb
500,didie,VBZ,Not verb
501,didymoid,VBZ,Not verb
502,diipenates,VBZ,Not verb
503,dilemma,VBZ,Not verb
504,dimerlie,VBZ,Not verb
505,dioecy,VBZ,Not verb
506,diplanar,VBZ,Not verb
507,dipleura,VBZ,Not verb
508,diploe,VBZ,Not verb
509,diplopodic,VBZ,Not verb
510,dipnoid,VBZ,Not verb
511,dipsas,VBZ,Not verb
512,dirgler,VBZ,Not verb
513,discoglossoid,VBZ,Not verb
514,discomedusan,VBZ,Not verb
515,dishonor,VBZ,Not verb
516,disobey,VBZ,  (사람·법·명령 등에) 불복종하다[거역하다/반항하다] (↔obey)  
517,disorb,VBZ,Not verb
518,dissimilars,VBZ,"  같지 않은, 다른 (↔similar)  "
519,distill,VBZ,"  증류하다, …을 증류하여 …으로 만들다 ((into))(cf. BREW)      2.    "
520,dithyrambic,VBZ,"  주신(酒神) 찬가의, 열광적인      2.    [명사]  (=DITHYRAMB)  "
521,dividuity,VBZ,Not verb
522,dodecagon,VBZ,Not verb
523,dodecylene,VBZ,Not verb
524,dodo,VBZ,Not verb
525,dodrans,VBZ,Not verb
526,does,VBZ,Not verb
527,dogmata,VBZ,Not verb
528,dokhma,VBZ,Not verb
529,dolia,VBZ,Not verb
530,dolichocephali,VBZ,Not verb
531,dolichopellic,VBZ,Not verb
532,dolina,VBZ,Not verb
533,donna,VBZ,Not verb
534,dorp,VBZ,Not verb
535,dorts,VBZ,Not verb
536,dossel,VBZ,Not verb
537,dowiness,VBZ,Not verb
538,downfallen,VBZ,"  [주로 미] 몰락[실각]한; <집 등이> 무너진, 황폐한  "
539,draconites,VBZ,Not verb
540,dracontites,VBZ,Not verb
541,draff,VBZ,Not verb
542,drafty,VBZ,Not verb
543,drastic,VBZ,"  과감한, 극단적인; 급격한  "
544,drazel,VBZ,Not verb
545,driftpiece,VBZ,Not verb
546,drummer,VBZ,Not verb
547,drunken,VBZ,Not verb
548,dubs,VBZ,  별명을 붙이다      2.    
549,duet,VBZ,Not verb
550,dulosis,VBZ,Not verb
551,dultie,VBZ,Not verb
552,durain,VBZ,Not verb
553,durukuli,VBZ,Not verb
554,dysbulia,VBZ,Not verb
555,dysplasia,VBZ,Not verb
556,dysraphia,VBZ,Not verb
557,dystocia,VBZ,Not verb
558,dzeren,VBZ,Not verb
559,eatberry,VBZ,Not verb
560,eaves,VBZ,Not verb
561,eboe,VBZ,Not verb
562,echidna,VBZ,Not verb
563,echiurid,VBZ,Not verb
564,eclampsia,VBZ,Not verb
565,ecphonesis,VBZ,Not verb
566,ecthlipsis,VBZ,Not verb
567,ectoderm,VBZ,Not verb
568,ectoplacenta,VBZ,Not verb
569,ectoproctan,VBZ,Not verb
570,eddy,VBZ,"  회오리를 일으키다, 소용돌이치다 (=swirl)  "
571,edgeshot,VBZ,Not verb
572,eelbob,VBZ,Not verb
573,effluvia,VBZ,Not verb
574,eh,VBZ,Not verb
575,ehuawa,VBZ,Not verb
576,ekaha,VBZ,Not verb
577,eke,VBZ,Not verb
578,elapid,VBZ,Not verb
579,elasmosaur,VBZ,Not verb
580,elbow,VBZ,  (팔꿈치로) 밀치다  
581,electrotaxis,VBZ,Not verb
582,eleutheromania,VBZ,Not verb
583,elixir,VBZ,Not verb
584,elle,VBZ,Not verb
585,ellipses,VBZ,Not verb
586,elops,VBZ,Not verb
587,elsewheres,VBZ,Not verb
588,elvan,VBZ,Not verb
589,elves,VBZ,Not verb
590,embiotocoid,VBZ,Not verb
591,embolemia,VBZ,Not verb
592,emphases,VBZ,Not verb
593,emptins,VBZ,"  솔깃한, 구미가 당기는  "
594,encaustes,VBZ,Not verb
595,encephalasthenia,VBZ,Not verb
596,encrisp,VBZ,Not verb
597,endogastritis,VBZ,Not verb
598,endosalpingitis,VBZ,Not verb
599,endosteitis,VBZ,Not verb
600,endostoma,VBZ,Not verb
601,endothelia,VBZ,Not verb
602,endothys,VBZ,Not verb
603,eneclann,VBZ,Not verb
604,enigma,VBZ,Not verb
605,enkindle,VBZ,Not verb
606,enlarge,VBZ,"  확대[확장]하다, 확대[확장]되다      2.    "
607,ens,VBZ,Not verb
608,enterocoele,VBZ,Not verb
609,enterokinesia,VBZ,Not verb
610,enterosyphilis,VBZ,Not verb
611,entomophagan,VBZ,Not verb
612,entresol,VBZ,Not verb
613,eophyte,VBZ,Not verb
614,eosinophilia,VBZ,Not verb
615,eozoon,VBZ,Not verb
616,ependytes,VBZ,Not verb
617,ephemerae,VBZ,Not verb
618,ephemerides,VBZ,Not verb
619,ephydriad,VBZ,Not verb
620,epiboly,VBZ,Not verb
621,epicele,VBZ,Not verb
622,epidemy,VBZ,Not verb
623,epiderm,VBZ,Not verb
624,epidiascopic,VBZ,Not verb
625,epididymis,VBZ,Not verb
626,epihyal,VBZ,Not verb
627,epimacus,VBZ,Not verb
628,epimer,VBZ,Not verb
629,episclera,VBZ,Not verb
630,epistemophiliac,VBZ,Not verb
631,epitoxoid,VBZ,Not verb
632,epityphlon,VBZ,Not verb
633,epoptes,VBZ,Not verb
634,epsilon,VBZ,Not verb
635,er,VBZ,Not verb
636,erbia,VBZ,Not verb
637,ermelin,VBZ,Not verb
638,erminites,VBZ,Not verb
639,eruca,VBZ,Not verb
640,eryngo,VBZ,Not verb
641,erythema,VBZ,Not verb
642,erythrochroic,VBZ,Not verb
643,escapee,VBZ,Not verb
644,esociform,VBZ,Not verb
645,essentia,VBZ,Not verb
646,eta,VBZ,Not verb
647,ethanol,VBZ,Not verb
648,ethel,VBZ,Not verb
649,etheostomoid,VBZ,Not verb
650,ethiops,VBZ,Not verb
651,ethnoflora,VBZ,Not verb
652,eucosmid,VBZ,Not verb
653,eulalia,VBZ,Not verb
654,eulogia,VBZ,Not verb
655,eumenid,VBZ,Not verb
656,eunomy,VBZ,Not verb
657,euphausiid,VBZ,  크릴새우류(類)(Euphausiacea)의.  
658,euripus,VBZ,Not verb
659,euryon,VBZ,Not verb
660,evanesce,VBZ,Not verb
661,evechurr,VBZ,Not verb
662,ewe,VBZ,Not verb
663,exanthema,VBZ,Not verb
664,excamb,VBZ,Not verb
665,excelsin,VBZ,Not verb
666,excretes,VBZ,[전문 용어]  배설[분비]하다  
667,exegeses,VBZ,Not verb
668,exequatur,VBZ,Not verb
669,exocoele,VBZ,Not verb
670,exogastritis,VBZ,Not verb
671,exopod,VBZ,Not verb
672,expulser,VBZ,Not verb
673,fackins,VBZ,Not verb
674,farad,VBZ,Not verb
675,fenestra,VBZ,Not verb
676,fiar,VBZ,Not verb
677,ficoides,VBZ,Not verb
678,fishhooks,VBZ,Not verb
679,fishworks,VBZ,Not verb
680,fivepins,VBZ,Not verb
681,flamingo,VBZ,Not verb
682,flores,VBZ,Not verb
683,fomites,VBZ,Not verb
684,forbearer,VBZ,[격식]  (하고 싶은 말행동을) 참다[삼가다]      2.    [명사][격식]  (=forebear)  
685,forfars,VBZ,Not verb
686,forfeits,VBZ,"  몰수[박탈]당하다      2.    [명사]  벌금, 몰수품  "
687,forfouchten,VBZ,Not verb
688,fouler,VBZ,Not verb
689,francolin,VBZ,Not verb
690,fruitgrower,VBZ,Not verb
691,fuirdays,VBZ,Not verb
692,fulmar,VBZ,Not verb
693,fundungi,VBZ,Not verb
694,gallows,VBZ,Not verb
695,garsil,VBZ,Not verb
696,gastrotympanites,VBZ,Not verb
697,gasworks,VBZ,Not verb
698,gerontes,VBZ,Not verb
699,gerontocrat,VBZ,Not verb
700,giantry,VBZ,Not verb
701,gill,VBZ,Not verb
702,gillyflower,VBZ,Not verb
703,glans,VBZ,Not verb
704,god,VBZ,Not verb
705,goes,VBZ,GO의 3인칭 단수 현재형      2.    [명사]GO의 복수형  
706,gomer,VBZ,Not verb
707,gonomery,VBZ,Not verb
708,gorsedd,VBZ,Not verb
709,goshenite,VBZ,Not verb
710,grainways,VBZ,Not verb
711,gramoches,VBZ,Not verb
712,graphologic,VBZ, graphologic
713,Graves,VBZ,Not verb
714,grissens,VBZ,Not verb
715,gristmill,VBZ,Not verb
716,guariba,VBZ,Not verb
717,gufa,VBZ,Not verb
718,guige,VBZ,Not verb
719,gurges,VBZ,Not verb
720,gypsophila,VBZ,Not verb
721,habeas,VBZ,Not verb
722,haem,VBZ,Not verb
723,haematothermal,VBZ,Not verb
724,hafiz,VBZ,Not verb
725,hagiographal,VBZ,Not verb
726,hagiophobia,VBZ,Not verb
727,halesome,VBZ,Not verb
728,haliotoid,VBZ,Not verb
729,halteres,VBZ,Not verb
730,halves,VBZ,Not verb
731,hansa,VBZ,Not verb
732,haplomid,VBZ,[생물]  반수체[일배체]의 (→diploid)  
733,hapteron,VBZ,Not verb
734,hatchet,VBZ,Not verb
735,headfirst,VBZ,Not verb
736,heavens,VBZ,Not verb
737,heck,VBZ,Not verb
738,Heliolites,VBZ,Not verb
739,heliotypography,VBZ,Not verb
740,helluo,VBZ,Not verb
741,hemapod,VBZ,Not verb
742,hemihedron,VBZ,Not verb
743,hemimetabole,VBZ,Not verb
744,hemiolia,VBZ,Not verb
745,hemispasm,VBZ,Not verb
746,hemocoele,VBZ,Not verb
747,hephthemimer,VBZ,Not verb
748,heptyl,VBZ,Not verb
749,herald,VBZ,  (앞으로 있을 일을[의]) 예고하다[도래를 알리다]      2.    
750,hereadays,VBZ,Not verb
751,hereaways,VBZ,Not verb
752,hermaphrodite,VBZ,Not verb
753,hermeneut,VBZ,Not verb
754,herpes,VBZ,Not verb
755,hesperornithoid,VBZ,Not verb
756,heterogynal,VBZ,Not verb
757,heteropodal,VBZ,Not verb
758,heterotaxy,VBZ,Not verb
759,hidden,VBZ,"  숨겨진, 숨은, 비밀의; 신비한; 희미한, 멍한; 불명료한  "
760,hierophantes,VBZ,Not verb
