,word,type,v1
61,aged,VBD,Not verb
62,agglomerated,VBD,"  뭉치다, 한 덩어리가 되다; 합치다      2.    [명사]  뭉치, 덩어리  "
63,agminated,VBD,Not verb
64,agnamed,VBD,Not verb
65,agon,VBD,Not verb
66,agora,VBD,Not verb
67,agre,VBD,동의하다 (↔disagree)      2.
68,agreed,VBD,Not verb
69,ahu,VBD,Not verb
70,ahungered,VBD,Not verb
71,aiguilletted,VBD,Not verb
72,ailweed,VBD,Not verb
73,airbrained,VBD,"  머리에 바람이 든, 바보의  "
74,aircrew,VBD,Not verb
75,airfield,VBD,Not verb
76,airfreight,VBD,Not verb
77,airscrew,VBD,Not verb
78,airtight,VBD,밀폐된
79,alarmed,VBD,Not verb
80,alated,VBD,날개가 있는
81,alchitran,VBD,Not verb
82,aleyrodid,VBD,Not verb
83,alimonied,VBD,Not verb
84,aliped,VBD,[동물]  (박쥐처럼) 익수(翼手)가 있는      2.    [명사][동물]  익수류 동물
85,alit,VBD,Not verb
86,allene,VBD,Not verb
87,alleyed,VBD,"  골목이 있는, 골목 모양의  "
88,allied,VBD,Not verb
89,alose,VBD,Not verb
90,altared,VBD,Not verb
91,amazed,VBD,(대단히) 놀란
92,ambassade,VBD,Not verb
93,ambuscade,VBD,Not verb
94,ameed,VBD,Not verb
95,amiced,VBD,Not verb
96,amoke,VBD,(담배를) 피우다      4.
97,amphidiscophoran,VBD,Not verb
98,amphitheatered,VBD,Not verb
99,ampullated,VBD,Not verb
100,amused,VBD,재미있어[즐거워] 하는
101,amyxorrhoea,VBD,Not verb
102,anaktoron,VBD,Not verb
103,anchored,VBD,"  닻을 내린, [당구] (표적 공이) (쉽게 캐롬(carom)할 수 있을 만큼) 가까이 있는.  "
104,anchorhold,VBD,Not verb
105,anconagra,VBD,Not verb
106,anergy,VBD,Not verb
107,angaria,VBD,Not verb
108,angled,VBD,"  모난, 각이 있는; 치우친  "
109,anglesmith,VBD,Not verb
110,anguiped,VBD,Not verb
111,angulated,VBD,"  모가 있는, 각을 이룬  "
112,animated,VBD,Not verb
113,annelid,VBD,Not verb
114,annodated,VBD,an annotated edition      주석(이 달린) 판
115,annulated,VBD,"  고리의, 고리가 달린; 고리 모양의 무늬가 있는  "
116,annulosan,VBD,Not verb
117,anomaliped,VBD,Not verb
118,anserated,VBD,Not verb
119,anteflected,VBD,Not verb
120,anthood,VBD,Not verb
121,anticomet,VBD,Not verb
122,antimasquerade,VBD,Not verb
123,antimoniated,VBD,Not verb
124,antimoniureted,VBD,Not verb
125,antiquated,VBD,[보통 못마땅함]  구식인 (=outdated)
126,antitank,VBD,[군사]  대(對)전차용의
127,antitrade,VBD,"  반대 무역풍의      2.    [명사]  [pl.] 역항풍(逆恒風), 반대 무역풍  "
128,antitwilight,VBD,Not verb
129,antiweed,VBD,Not verb
130,antlered,VBD,"  가지진 뿔이 있는, 사슴뿔로 꾸민  "
131,anuran,VBD,Not verb
132,apertured,VBD,Not verb
133,aplacophoran,VBD,Not verb
134,apostrophied,VBD,Not verb
135,appearanced,VBD,Not verb
136,appendaged,VBD,Not verb
137,appendiculated,VBD,Not verb
138,appressed,VBD,"  바싹 밀어붙여진, 착 들러붙은  "
139,apriori,VBD,Not verb
140,aquilawood,VBD,Not verb
141,araca,VBD,Not verb
142,aralkylated,VBD,Not verb
143,arbored,VBD,"  정자가 있는, 나무 그늘이 진; 나무가 늘어선, 가로수의  "
144,arcade,VBD,Not verb
145,archcozener,VBD,Not verb
146,arched,VBD,아치 모양의
147,archwag,VBD,Not verb
148,arcked,VBD,arc의 과거·과거분사.
149,arcuated,VBD,Not verb
150,ared,VBD,Not verb
151,argot,VBD,Not verb
152,aright,VBD,Not verb
153,ariled,VBD,Not verb
154,arillated,VBD,Not verb
155,armchaired,VBD,Not verb
156,armet,VBD,Not verb
157,armied,VBD,Not verb
158,armillated,VBD,Not verb
159,armored,VBD,Not verb
160,armoried,VBD,Not verb
161,arpeggioed,VBD,Not verb
162,arrased,VBD,Not verb
163,arrowheaded,VBD,화살촉 모양의
164,arseneted,VBD,Not verb
165,arseniureted,VBD,[화학]  비소와 화합한.
166,arteriosympathectomy,VBD,Not verb
167,articled,VBD,[英]  (변호사·건축사·회계사) 수습 직원으로 채용된
168,articulated,VBD,"[英]  (두 부분 이상이) 연결된, 연접식인 (→tractor-trailer)  "
169,ashamed,VBD,Not verb
170,ashlared,VBD,Not verb
171,asphyxied,VBD,Not verb
172,assessed,VBD,(특성·자질 등을) 재다[가늠하다]      2.
173,assigned,VBD,할당된
174,assistanted,VBD,Not verb
175,assonanced,VBD,Not verb
176,assorted,VBD,"  여러 가지의, 갖은  "
177,assured,VBD,Not verb
178,asteriated,VBD,"[광물]  성채의, 성채빛을 발하는  "
179,astonied,VBD,"[고어]  어리둥절한, 어안이 벙벙한, 놀라 어리둥절한(bewildered)  "
180,aswooned,VBD,Not verb
181,atilt,VBD,Not verb
182,atlatl,VBD,Not verb
183,atoke,VBD,[격식]  속죄하다 (=make amends)
184,atrophiated,VBD,Not verb
185,attached,VBD,Not verb
186,attired,VBD,[격식 또는 문예체]  (특정한) 복장의[복장을 한]
187,attrited,VBD,마모[마멸]된
188,aurated,VBD,Not verb
189,auricled,VBD,"  귀가 있는, 귀 모양의 부분이 있는  "
190,auriculated,VBD,Not verb
191,authorhood,VBD,Not verb
192,autocade,VBD,Not verb
193,autoinhibited,VBD,Not verb
194,autosensitized,VBD,Not verb
195,autosled,VBD,Not verb
196,auxospore,VBD,Not verb
197,avichi,VBD,Not verb
198,avowed,VBD,"[격식]  공언한, 자인한  "
199,awearied,VBD,Not verb
200,awheft,VBD,Not verb
201,awned,VBD,까끄라기가 있는
202,axed,VBD,(인원지원금 등을) 대폭 삭감[축소]하다      4.
203,axised,VBD,Not verb
204,axled,VBD,Not verb
205,axon,VBD,Not verb
206,axweed,VBD,Not verb
207,azoted,VBD,Not verb
208,azured,VBD,하늘색의
209,babied,VBD,"  어린, 작은(채소 이름 앞에 쓰여 아주 작은 품종 혹은 어릴 때 수확해서 먹는 것을 가리킴)  "
210,babished,VBD,"  (처벌로써 특히 국외로) 추방하다, 유형[유배]을 보내다 (=exile)      2.    "
211,babyfied,VBD,Not verb
212,baccated,VBD,Not verb
213,bachelorhood,VBD,Not verb
214,backboned,VBD,"  등뼈 있는, 기골이 있는  "
215,backed,VBD,Not verb
216,backhanded,VBD,"  에두른, 돌려서 말하는  "
217,backsaw,VBD,Not verb
218,backsight,VBD,Not verb
219,backstroke,VBD,Not verb
220,backveld,VBD,Not verb
221,backwatered,VBD,Not verb
222,bade,VBD,Not verb
223,bagged,VBD,Not verb
224,bagwigged,VBD,Not verb
225,baken,VBD,Not verb
226,balaenid,VBD,Not verb
227,balanced,VBD,"[호감]  균형 잡힌, 안정된  "
228,baldachined,VBD,Not verb
229,baldmoney,VBD,Not verb
230,baldricked,VBD,Not verb
231,balistid,VBD,Not verb
232,ballade,VBD,Not verb
233,balled,VBD,"  동그랗게 만들다, 동그랗게 되다      4.    "
234,ballweed,VBD,Not verb
235,balsamweed,VBD,Not verb
236,balustered,VBD,Not verb
237,balustraded,VBD,난간이 있는
238,bambocciade,VBD,Not verb
239,banded,VBD,단결된
240,banditti,VBD,Not verb
241,bandoleered,VBD,Not verb
242,bangled,VBD,장식 고리[팔찌]를 낀
243,banked,VBD,"  통장에 돈을 넣다, 예금하다      4.    "
244,bankweed,VBD,Not verb
245,bannered,VBD,"  기를 갖춘, 기를 단  "
246,bantamweight,VBD,Not verb
247,barbated,VBD,Not verb
248,barbed,VBD,Not verb
249,bardiglio,VBD,Not verb
250,barebacked,VBD,Not verb
251,bareboned,VBD,"  말라빠진; 골자[요점]만의, 내용이 빈약한  "
252,barefaced,VBD,"[못마땅함]  뻔뻔스러운 (=bald-faced, blatant)  "
253,barefooted,VBD,Not verb
254,bareheaded,VBD,Not verb
255,barelegged,VBD,Not verb
256,barmybrained,VBD,Not verb
257,baronethood,VBD,Not verb
258,barraclade,VBD,Not verb
259,barred,VBD,Not verb
260,barreled,VBD,Not verb
261,barricade,VBD,바리케이드[방어벽]를 치다
262,bartizaned,VBD,Not verb
263,baru,VBD,Not verb
264,baruria,VBD,Not verb
265,basebred,VBD,"  천하게 자란, 막돼먹은.  "
266,basifixed,VBD,"[식물]  기부(基部)에 부착한[에 가까운], 저착(底着)의.  "
267,basilinna,VBD,Not verb
268,basilweed,VBD,Not verb
269,basined,VBD,"  대야[물대접, 세면대]를 갖춘.  "
270,basqued,VBD,Not verb
271,basset,VBD,Not verb
272,bastinade,VBD,Not verb
273,bastioned,VBD,능보를 갖춘
274,bated,VBD,Not verb
275,bathroomed,VBD,Not verb
276,battered,VBD,Not verb
277,batteried,VBD,Not verb
278,battik,VBD,Not verb
279,battled,VBD,"  흉벽(胸壁)이 있는, 총안(銃眼)이 있는(embattled)  "
280,battlemented,VBD,"  총안의 흉벽을 갖춘, 꼭대기에 톱니꼴 벽이 있는.  "
281,bawd,VBD,Not verb
282,bayed,VBD,(특히 사냥 중에) 으르렁거리다 (=howl)      4.
283,bayoneted,VBD,총검으로 찌르다
284,beaded,VBD,Not verb
285,beaked,VBD,부리가 …한
286,bealtared,VBD,Not verb
287,beamed,VBD,(나무) 기둥이 있는
288,beanfield,VBD,Not verb
289,beanweed,VBD,Not verb
290,beaproned,VBD,Not verb
291,bearded,VBD,a bearded face/man      수염을 기른 얼굴/남자
292,beast,VBD,Not verb
293,beastie,VBD,Not verb
294,beavered,VBD,Not verb
295,beballed,VBD,Not verb
296,bebannered,VBD,Not verb
297,bebed,VBD,Not verb
298,bebelted,VBD,Not verb
299,bebled,VBD,Not verb
300,bebuttoned,VBD,Not verb
301,becassocked,VBD,Not verb
302,bechained,VBD,Not verb
303,bechignoned,VBD,Not verb
304,becircled,VBD,Not verb
305,becoiffed,VBD,Not verb
306,becombed,VBD,Not verb
307,becousined,VBD,Not verb
308,becrinolined,VBD,Not verb
309,becuffed,VBD,Not verb
310,becurtained,VBD,Not verb
311,bedaggered,VBD,Not verb
312,bedangled,VBD,Not verb
313,bedfast,VBD,몸져누운
314,bediademed,VBD,Not verb
315,bedright,VBD,Not verb
316,bedscrew,VBD,Not verb
317,beduck,VBD,Not verb
318,beefheaded,VBD,"[구어]  어리석은, 우둔한.  "
319,beeheaded,VBD,Not verb
320,beetled,VBD,[英 비격식]  휑하니 가다 (=scurry)
321,beetleheaded,VBD,"  미련한, 멍청한  "
322,beetleweed,VBD,Not verb
323,beeweed,VBD,Not verb
324,befamilied,VBD,Not verb
325,befanned,VBD,Not verb
326,beferned,VBD,Not verb
327,befezzed,VBD,Not verb
328,befilleted,VBD,Not verb
329,beforested,VBD,Not verb
330,befountained,VBD,Not verb
331,befrocked,VBD,Not verb
332,befurbelowed,VBD,Not verb
333,begabled,VBD,Not verb
334,begarlanded,VBD,Not verb
335,beggarhood,VBD,Not verb
336,beglobed,VBD,Not verb
337,begoggled,VBD,Not verb
338,begotten,VBD,Not verb
339,begowned,VBD,Not verb
340,behaviored,VBD,Not verb
341,beheadlined,VBD,Not verb
342,behindsight,VBD,Not verb
343,behold,VBD,[옛글투 또는 문예체]  (바라)보다
344,behooped,VBD,Not verb
345,beinked,VBD,Not verb
346,bejade,VBD,Not verb
347,bekilted,VBD,Not verb
348,beknived,VBD,Not verb
349,belaced,VBD,뒤늦은
350,belam,VBD,Not verb
351,belated,VBD,뒤늦은
352,belatticed,VBD,Not verb
353,belavendered,VBD,Not verb
354,beld,VBD,Not verb
355,belfried,VBD,종루가 있는
356,belimousined,VBD,Not verb
357,belled,VBD,"  동그랗게 만들다, 동그랗게 되다      4.    "
358,bellied,VBD,Not verb
359,bellmouthed,VBD,<그릇 등이> 종 모양의 아가리를 가진
360,belozenged,VBD,Not verb
361,belt,VBD,"[비격식]  세게 치다, 강타하다      4.    "
362,belted,VBD,띠[벨트]를 두른
363,bemazed,VBD,"[고어]  당황한, 혼란스러운  "
364,bemedaled,VBD,훈장[메달]을 단[받은]
365,bemitered,VBD,Not verb
366,bemuck,VBD,Not verb
367,bemused,VBD,어리벙벙한 (=bewildered)
368,bemuslined,VBD,Not verb
369,bended,VBD,bend의 과거·과거분사.
370,beneaped,VBD,Not verb
371,beneficed,VBD,성직록을 지급받는
372,beneighbored,VBD,Not verb
373,benempted,VBD,BENAME의 과거 분사.
374,benighted,VBD,Not verb
375,bennetweed,VBD,Not verb
376,benumbed,VBD,감각을 잃은
377,benzoated,VBD,Not verb
378,benzoinated,VBD,Not verb
379,benzothiopyran,VBD,Not verb
380,bepaid,VBD,Not verb
381,bepastured,VBD,Not verb
382,bepelt,VBD,Not verb
383,beperiwigged,VBD,Not verb
384,bepillared,VBD,Not verb
385,bepistoled,VBD,Not verb
386,beplaided,VBD,Not verb
387,beprose,VBD,Not verb
388,beribanded,VBD,Not verb
389,beringed,VBD,Not verb
390,berobed,VBD,Not verb
391,berouged,VBD,Not verb
392,berried,VBD,Not verb
393,berthed,VBD,"  (배를) 정박시키다, (배가) 정박지로 들어가다  "
394,beruffled,VBD,Not verb
395,beshawled,VBD,숄을 두른
396,beshield,VBD,Not verb
397,beshrew,VBD,Not verb
398,beslushed,VBD,Not verb
399,besmoke,VBD,Not verb
400,besotted,VBD,(…이 좋아/…에 빠져) 정신을 못 차리는
401,bespecked,VBD,Not verb
402,bespectacled,VBD,[격식]  안경을 쓴
403,besped,VBD,Not verb
404,bespelled,VBD,Not verb
405,bespoke,VBD,Not verb
406,bespurred,VBD,Not verb
407,bestatued,VBD,Not verb
408,bestrapped,VBD,Not verb
409,bestrew,VBD,Not verb
410,bestubbled,VBD,Not verb
411,besweatered,VBD,Not verb
412,betattered,VBD,"  be tattered, be ragged  "
413,bethought,VBD,bethink의 과거·과거분사.
414,betowered,VBD,Not verb
415,betrothed,VBD,Not verb
416,betted,VBD,Not verb
417,betuckered,VBD,Not verb
418,beturbaned,VBD,Not verb
419,betutored,VBD,Not verb
420,betweenmaid,VBD,Not verb
421,beuniformed,VBD,Not verb
422,beveled,VBD,Not verb
423,bevelled,VBD,"  (면이) 비스듬한, 사면인  "
424,bevesseled,VBD,Not verb
425,bevined,VBD,Not verb
426,bewaitered,VBD,Not verb
427,bewhiskered,VBD,Not verb
428,bewigged,VBD,[격식]  가발을 쓴
429,bewildered,VBD,"  He turned around, with a bewildered look on his face.      그는 얼굴에 어리둥절한 표정을 지으며 돌아보았다.  "
430,bewinged,VBD,Not verb
431,bewrathed,VBD,Not verb
432,bhava,VBD,Not verb
433,biangulated,VBD,Not verb
434,biarcuated,VBD,Not verb
435,biarticulated,VBD,Not verb
436,bibliognost,VBD,Not verb
437,bicarbureted,VBD,Not verb
438,biciliated,VBD,Not verb
439,bicirrose,VBD,Not verb
440,bicolored,VBD,Not verb
441,bicorned,VBD,Not verb
442,biddy,VBD,Not verb
443,bidented,VBD,Not verb
444,bield,VBD,Not verb
445,bifanged,VBD,Not verb
446,biflected,VBD,Not verb
447,biforked,VBD,두 갈래 진
448,bifronted,VBD,Not verb
449,bifurcated,VBD,(=BIFURCATE)
450,bigeminated,VBD,Not verb
451,bighearted,VBD,"  아주 친절한, 너그러운  "
452,bigmouthed,VBD,Not verb
453,bigoted,VBD,편견이 아주 심한
454,bigwigged,VBD,Not verb
455,biharmonic,VBD,Not verb
456,bilamellated,VBD,Not verb
457,bilaminated,VBD,Not verb
458,billed,VBD,[보통 복합어를 이루어] (어떤) 부리를 가진
459,billyboy,VBD,Not verb
460,bilobated,VBD,Not verb
461,bilsted,VBD,Not verb
462,bimaculated,VBD,Not verb
463,bineweed,VBD,Not verb
464,binucleated,VBD,Not verb
465,biparted,VBD,Not verb
466,bipectinated,VBD,Not verb
467,biped,VBD,Not verb
468,bipennated,VBD,Not verb
469,bipinnated,VBD,Not verb
470,bipinnatisected,VBD,Not verb
471,biradiated,VBD,Not verb
472,birdmouthed,VBD,Not verb
473,birdseed,VBD,Not verb
474,birdy,VBD,Not verb
475,birostrated,VBD,Not verb
476,birthbed,VBD,Not verb
477,birthnight,VBD,Not verb
478,biscayen,VBD,Not verb
479,bishopweed,VBD,Not verb
480,bistered,VBD,암갈색을 띤.
481,bistipuled,VBD,Not verb
482,bitted,VBD,Not verb
483,bitterhearted,VBD,Not verb
484,bitthead,VBD,Not verb
485,bituberculated,VBD,Not verb
486,bitumed,VBD,Not verb
487,bivalved,VBD,"  양판(兩瓣)의, 2패류의, 쌍각류의  "
488,bivaulted,VBD,Not verb
489,biz,VBD,Not verb
490,blackhearted,VBD,"  속이 검은, 음흉한; 사악한(evil), 악의의  "
491,bladderseed,VBD,Not verb
492,blade,VBD,Not verb
493,bladed,VBD,"  [보통 복합어를 이루어] (…의) 잎이 있는, (…의) 날이 있는  "
494,blakeberyed,VBD,Not verb
495,blamed,VBD,"[미·속어]  [DAMNED의 완곡어] 지긋지긋한, 빌어먹을, 고약한      2.    [부사][구어]  몹시, 엄청나게  "
496,blanked,VBD,"[美]  왕따 당한, 따돌림 받는.  "
497,blanketed,VBD,전반[전면]적
498,blanketweed,VBD,Not verb
499,blasted,VBD,[비격식]  빌어먹을
500,bleached,VBD,표백한
501,bleared,VBD,Not verb
502,bleed,VBD,"  피를 흘리다, 출혈하다, 피가 나다      2.    "
503,blended,VBD,Not verb
504,blessed,VBD,Not verb
505,blight,VBD,"  망치다, 엉망으로 만들다      2.    [명사]  (곡식의) 병충해      3.    [명사]  어두운 그림자(를 드리우는 것)  "
506,blinded,VBD,Not verb
507,blindfolded,VBD,눈가리개를 한
508,blinkered,VBD,"[못마땅함]  시야가 좁은, 편협한 (=narrow-minded)  "
509,blistered,VBD,cracked and blistered skin      갈라지고 물집이 잡힌 피부
510,blithemeat,VBD,Not verb
511,bloated,VBD,Not verb
512,blobbed,VBD,단발인
513,blockade,VBD,(특히 항구를) 봉쇄하다
514,blocked,VBD,Not verb
515,blockheaded,VBD,"  멍청이 같은, 바보 같은.  "
516,bloke,VBD,Not verb
517,blooded,VBD,Not verb
518,bloodied,VBD,피투성이의
519,bloodshed,VBD,Not verb
520,bloodstained,VBD,a bloodstained shirt      피가 묻은 셔츠
521,bloodstroke,VBD,Not verb
522,blotched,VBD,얼룩진
523,bloused,VBD,Not verb
524,blowzed,VBD,(=BLOWZY)
525,bludgeoned,VBD,(몽둥이 같은 것으로) 패다      2.
526,bluebelled,VBD,Not verb
527,blunderheaded,VBD,Not verb
528,blunthearted,VBD,Not verb
529,blurred,VBD,Not verb
530,blurt,VBD,불쑥 내뱉다[말하다]
531,boatwright,VBD,Not verb
532,bobbed,VBD,단발인
533,bobsled,VBD,Not verb
534,bobtailed,VBD,꼬리를 자른
535,bodiced,VBD,Not verb
536,bogwood,VBD,Not verb
537,boiled,VBD,Not verb
538,boke,VBD,Not verb
539,bold,VBD,Not verb
540,boldhearted,VBD,"  대담한, 두려움을 모르는.  "
541,bolectioned,VBD,Not verb
542,boleweed,VBD,Not verb
543,bolled,VBD,Not verb
544,bombed,VBD,[비격식]  고주망태가 된
545,bombsight,VBD,Not verb
546,bonaght,VBD,Not verb
547,bonded,VBD,Not verb
548,boned,VBD,Not verb
549,boneheaded,VBD,"  멍청한, 얼간이 같은; 완고한.  "
550,bonneted,VBD,Not verb
551,boobook,VBD,Not verb
552,booked,VBD,Not verb
553,bookwright,VBD,Not verb
554,boose,VBD,Not verb
555,booted,VBD,"  부츠[장화]를 신은, [속어] 해고당한, [조류] 정강이뼈에 깃털이 난  "
556,bootied,VBD,"  부츠[장화]를 신은, [속어] 해고당한, [조류] 정강이뼈에 깃털이 난  "
557,boozed,VBD,[비격식]  술을 진탕 마시다
558,bordered,VBD,(국경경계를) 접하다      4.
559,bordured,VBD,Not verb
560,bortsch,VBD,Not verb
561,boschveld,VBD,Not verb
562,bosomed,VBD,Not verb
563,bossed,VBD,"  양각 장식한, 돋을새김 (장식)이 붙은; 돌기물이 붙은  "
564,botched,VBD,Not verb
565,botherheaded,VBD,Not verb
566,bothsided,VBD,"  양면이 있는, 양쪽에 듣는  "
567,botryose,VBD,Not verb
568,bottled,VBD,bottled beer/water/pickles      병맥주/병에 든 생수/병조림한 피클
569,bottomed,VBD,맨 아래[안/끝]쪽에 (→rock-bottom)
570,bought,VBD,Not verb
571,bounded,VBD,Not verb
572,bowed,VBD,"  굽은, 머리를 숙인  "
573,boweled,VBD,Not verb
574,bowlegged,VBD,"  내반슬의, 오각의  "
575,braced,VBD,"  (스스로) 대비를 하다, 대비시키다      4.    "
576,brackened,VBD,"  검게 만들다, 검어지다      2.    "
577,bracted,VBD,Not verb
578,brahmachari,VBD,Not verb
579,braided,VBD,"  짠, 꼰; 몰로 장식한; (머리를) 땋은  "
580,brambled,VBD,Not verb
581,branched,VBD,가지가 있는
582,branded,VBD,유명 상표의
583,brandied,VBD,"  브랜디에 담근, 브랜디로 맛을 낸  "
584,brangled,VBD,유명 상표의
585,bravade,VBD,Not verb
586,brawned,VBD,Not verb
587,brazenfaced,VBD,"  뻔뻔스러운, 염치없는  "
588,brazilwood,VBD,Not verb
589,breasted,VBD,"  [보통 복합어를 이루어] 가슴이 있는, 가슴 부분을 댄 ((갑옷 등))  "
590,breastweed,VBD,Not verb
591,breathed,VBD,Not verb
592,bret,VBD,Not verb
593,breviped,VBD,Not verb
594,brew,VBD,(맥주를) 양조하다      2.
595,bricken,VBD,Not verb
596,bridebed,VBD,Not verb
597,bridehead,VBD,Not verb
598,bridesmaid,VBD,Not verb
599,bridled,VBD,(말에게) 굴레를 씌우다      3.
600,bright,VBD,Not verb
601,brimmed,VBD,Not verb
602,bristled,VBD,"  센털이 있는[많은], <털이> 곤두선, 화가 난  "
603,britska,VBD,Not verb
604,britten,VBD,Not verb
605,broadhearted,VBD,Not verb
606,brocaded,VBD,양단으로 만든[장식한]
607,brocked,VBD,Not verb
608,brog,VBD,Not verb
609,broke,VBD,"[비격식]  무일푼의, 빈털터리의 (→break)  "
610,bromcresol,VBD,Not verb
611,bronzed,VBD,(햇볕에 보기 좋게 탄) 구릿빛 피부의 (=tanned)
612,brooked,VBD,[격식]  용납하지 않다
613,brookweed,VBD,Not verb
614,broozled,VBD,Not verb
615,brotan,VBD,Not verb
616,brought,VBD,Not verb
617,browed,VBD,이마가 …한.
618,brownness,VBD,Not verb
619,bruckled,VBD,"  작동을 안 하는, 무용지물이 된  "
620,brushed,VBD,"  잔털이 있는, 잔털 끝손질의  "
621,bryogenin,VBD,Not verb
622,bu,VBD,Not verb
623,bucked,VBD,"[구어]  용기를 얻은, 기뻐하는  "
624,buckled,VBD,죔쇠가 달린
625,buckskinned,VBD,Not verb
626,buddhi,VBD,Not verb
627,buffed,VBD,Not verb
628,bugled,VBD,"  관옥 장식이 달린, 관옥 같은  "
629,bugseed,VBD,Not verb
630,bulbed,VBD,"  구근을 이룬 , 구근 모양으로 부푼.  "
631,bulbose,VBD,(=bulbous)
632,bulked,VBD,Not verb
633,bulkheaded,VBD,"  격벽을 한, 칸막이를 한.  "
634,bulldogged,VBD,Not verb
635,bulletheaded,VBD,머리가 둥근
636,bullheaded,VBD,"[美]  황소고집인 (=obstinate, stubborn)  "
637,bullnose,VBD,Not verb
638,bullweed,VBD,Not verb
639,bummed,VBD,"  낙담[실망]한, 상심한  "
640,bundlerooted,VBD,Not verb
641,bundweed,VBD,Not verb
642,bungee,VBD,Not verb
643,bunted,VBD,"  (뿔· 머리로) 받은 , [야구] 번트한.  "
644,burbot,VBD,Not verb
645,buried,VBD,파묻힌
646,burled,VBD,Not verb
647,burned,VBD,Not verb
648,burnoosed,VBD,(아라비아인들이 입는) 두건 달린 겉옷[망토]을 입은.
649,burred,VBD,Not verb
650,burroweed,VBD,Not verb
651,burseed,VBD,Not verb
652,burweed,VBD,Not verb
653,buscarle,VBD,Not verb
654,bushed,VBD,[비격식]  몹시 지친 (=exhausted)
655,busied,VBD,Not verb
656,busked,VBD,"  준비된 , 예쁘게 장식한.  "
657,buskined,VBD,"  편상 반장화를 신은; 비극의, 비극적인(tragic); <말투 등이> 고상한  "
658,busted,VBD,[美  비격식]  (못된 짓을 하다가) 걸린
659,bustled,VBD,허리받이를 댄
660,butein,VBD,Not verb
661,buttered,VBD,버터를 바른
662,butterfingered,VBD,"  [구어] 물건을 잘 떨어뜨리는, 서투른, 공을 잘 놓치는  "
663,butterweed,VBD,Not verb
664,butterwright,VBD,Not verb
665,buttocked,VBD,[레슬링]  허리치기로 던진.
666,buttoned,VBD,단추를 잠그다      4.
667,cabbagehead,VBD,Not verb
668,cabled,VBD,[구식]  전보를 보내다
669,caboshed,VBD,Not verb
670,cacorhythmic,VBD,Not verb
671,caddiced,VBD,Not verb
672,caddised,VBD,"  소모사의 , 소모사로 만든.  "
673,cade,VBD,<동물의 새끼가> 어미에게 버려져서 사람이 키운
674,cadenced,VBD,Not verb
675,cadweed,VBD,Not verb
676,caftaned,VBD,Not verb
677,caged,VBD,새장에 갇힌
678,cairned,VBD,케른으로 표시된.
679,caissoned,VBD,케이슨이 부설된.
680,cajeput,VBD,Not verb
681,calced,VBD,Not verb
682,calcified,VBD,[전문 용어]  석회화하다
683,calcined,VBD,Not verb
