,word,type,v1
127,camber,VB,Not verb
128,canalize,VB,[전문 용어]  (강을) 운하로 만들다      2.    
129,cannibalize,VB,  (다른 기계·차량에서) 부품을 재사용하기 위해 떼어내다      2.    
130,Cannstatt,VB,Not verb
131,canonize,VB,  (…를) 성인으로 공표하다[시성하다] (→beatify)  
132,cantharidize,VB,Not verb
133,capitalize,VB,"  대문자로 쓰다[인쇄하다], (단어를) 대문자로 시작하다      2.    "
134,caponize,VB,Not verb
135,capripede,VB,Not verb
136,carbonize,VB,  탄화되다[시키다]      2.    
137,carburize,VB,[전문 용어]  탄소를 혼합하다  
138,cardiectomize,VB,Not verb
139,catechize,VB,Not verb
140,categorize,VB,  분류하다 (=classify)  
141,catheterize,VB,Not verb
142,causticize,VB,Not verb
143,caustify,VB, to caustify sth. 
144,cauterize,VB,[의학]  (출혈이나 감염을 막기 위해 상처를) 지지다[소작하다]  
145,celestialize,VB,Not verb
146,centralize,VB,  중앙집권화하다  
147,centrifugalize,VB,  (=centrifuge)  
148,ceratotheca,VB,Not verb
149,cerebralize,VB,Not verb
150,ceremonialize,VB,Not verb
151,ceylonite,VB,Not verb
152,chaptalize,VB,Not verb
153,characterize,VB,  (…의) 특징이 되다      2.    
154,chattelize,VB,Not verb
155,check,VB,  (무엇이 제대로 되어 있는지안전한지 등을) 살피다[점검하다]      2.    
156,cheesecake,VB,Not verb
157,chemicalize,VB,Not verb
158,chibinite,VB,Not verb
159,chloralize,VB,Not verb
160,chlorodize,VB,Not verb
161,chloroformize,VB,Not verb
162,choffer,VB,Not verb
163,choriambize,VB,Not verb
164,chrismatize,VB,Not verb
165,churchwardenize,VB,Not verb
166,cicatrize,VB,Not verb
167,cicatrose,VB,Not verb
168,cinchonize,VB,Not verb
169,circularize,VB,Not verb
170,civilize,VB,"  개화[교화]하다, (태도를) 세련되게 하다  "
171,clabber,VB,Not verb
172,clarify,VB,"[격식]  명확하게 하다, 분명히 말하다      2.    "
173,clavelize,VB,Not verb
174,climatize,VB,Not verb
175,clitch,VB,Not verb
176,clobber,VB,  (사람을) 두들겨 패다      2.    
177,clove,VB,Not verb
178,clysterize,VB,Not verb
179,coagonize,VB,Not verb
180,coalify,VB,Not verb
181,coalize,VB,Not verb
182,cocainize,VB,Not verb
183,cockbill,VB,Not verb
184,codfish,VB,Not verb
185,codify,VB,[전문 용어]  (법률 등을) 성문화하다  
186,coeducationalize,VB,Not verb
187,coequalize,VB,Not verb
188,collodionize,VB,Not verb
189,colloidize,VB,Not verb
190,colonialize,VB,Not verb
191,colonize,VB,  식민지로 만들다      2.    
192,commensurate,VB,[격식]  (크기·중요도·자질 등에) 어울리는[상응하는] (↔incommensurate)  
193,commercialize,VB,  (특히 지나칠 정도로) 상업화하다  
194,communalize,VB,Not verb
195,communize,VB,Not verb
196,comparascope,VB,Not verb
197,compartmentalize,VB,  (특히 서로 영향을 주지 않도록) 구분하다  
198,complexify,VB,Not verb
199,conceptualize,VB,[격식]  개념화하다  
200,confuse,VB,  (사람을) 혼란시키다      2.    
201,congenialize,VB,Not verb
202,congregationalize,VB,Not verb
203,connaturalize,VB,Not verb
204,consonantize,VB,Not verb
205,constitutionalize,VB,Not verb
206,controversialize,VB,Not verb
207,conundrumize,VB,Not verb
208,conventionalize,VB,Not verb
209,conversationize,VB,Not verb
210,copolymerize,VB,[화학]  공중합(共重合)하다: 2종 이상의 단량체(單量體)가 중합하다.  
211,copperize,VB,  구리로 도금하다.  
212,cordialize,VB,Not verb
213,coronize,VB,  식민지로 만들다      2.    
214,corporealize,VB,Not verb
215,costume,VB,Not verb
216,couldron,VB,Not verb
217,countermove,VB,Not verb
218,counterpropagandize,VB,Not verb
219,counterrevolutionize,VB,Not verb
220,crabsidle,VB,Not verb
221,cradle,VB,  부드럽게 잡다[안다]  
222,creaturize,VB,Not verb
223,creepmouse,VB,"  겁 많은, 소심한  "
224,creolize,VB,[언어]  (다른 지역의 언어와 혼합되어) 혼성어가 되다  
225,cretinize,VB,Not verb
226,crofterize,VB,Not verb
227,crosstrack,VB,Not verb
228,crowstick,VB,Not verb
229,crystallize,VB,  확고해지다[확고히 하다]      2.    
230,cucumber,VB,Not verb
231,culturize,VB,Not verb
232,cuticularize,VB,Not verb
233,cutinize,VB,Not verb
234,cyclize,VB,[화학]  환화(環化)하다.  
235,daintify,VB,Not verb
236,damnify,VB,Not verb
237,dand,VB,Not verb
238,dandify,VB,Not verb
239,dandiprat,VB,Not verb
240,dandyize,VB,Not verb
241,dauber,VB,Not verb
242,dayabhaga,VB,Not verb
243,deacidify,VB,Not verb
244,deaconize,VB,Not verb
245,dealbuminize,VB,Not verb
246,dealcoholize,VB,Not verb
247,deamidize,VB,Not verb
248,deaminize,VB,Not verb
249,deanimalize,VB,Not verb
250,deanthropomorphize,VB,Not verb
251,dearomatize,VB,  화합물로부터 향기를 제거하다  
252,dearsenicize,VB,Not verb
253,debarbarize,VB,Not verb
254,debituminize,VB,Not verb
255,decaesarize,VB,Not verb
256,decalcify,VB,"  석회질을 제거하다, <뼈에서> 칼슘을 제거하다      2.    [자동사]  석회질이 빠지다  "
257,decapitalize,VB,Not verb
258,decarbonize,VB,"  탄소를 제거하다, (화석 연료에서) 친환경 연료로 대체하다  "
259,decarboxylize,VB,Not verb
260,decarburize,VB,Not verb
261,decasualize,VB,Not verb
262,decatize,VB,  원단에 광을 내고 보풀을 부드럽게 하여 줄어들지 않도록 가공하다  
263,decentralize,VB,  (중앙 정부의 권력을) 분권화하다 (↔centralize)  
264,decerebrize,VB,Not verb
265,dechemicalize,VB,Not verb
266,dechoralize,VB,Not verb
267,dechristianize,VB,Not verb
268,decimalize,VB,  (통화·도량형을) 십진제로 하다      2.    
269,decitizenize,VB,Not verb
270,declassicize,VB,Not verb
271,decocainize,VB,Not verb
272,decolorize,VB,Not verb
273,deconventionalize,VB,Not verb
274,decopperize,VB,Not verb
275,decrassify,VB,  (국가 정보를) 기밀 리스트에서 제외시키다 (↔classify)  
276,dedoggerelize,VB,Not verb
277,defeminize,VB,Not verb
278,deferrize,VB,Not verb
279,defibrinize,VB,Not verb
280,definitize,VB,Not verb
281,deflectionize,VB,Not verb
282,defunctionalize,VB,Not verb
283,degasify,VB,Not verb
284,degelatinize,VB,Not verb
285,degeneralize,VB,  덜 일반화하다  
286,degentilize,VB,Not verb
287,dehematize,VB,Not verb
288,dehistoricize,VB,Not verb
289,dehumanize,VB,"  인간성을 말살시키다, 비인간적으로 만들다  "
290,dehumidify,VB,Not verb
291,dehydrogenize,VB,  =DEHYDROGENATE  
292,deidealize,VB,Not verb
293,deindividualize,VB,Not verb
294,deinsularize,VB,Not verb
295,deintellectualize,VB,Not verb
296,delatinize,VB,Not verb
297,delegalize,VB,Not verb
298,demagnetize,VB,Not verb
299,demanganize,VB,Not verb
300,dematerialize,VB,Not verb
301,dementholize,VB,Not verb
302,demephitize,VB,Not verb
303,demesmerize,VB,Not verb
304,demilitarize,VB,  (어떤 지역을) 비무장 지대로 만들다 (↔militarize)  
305,demineralize,VB,"  (물에서) 염분을 제거하다, 탈염(脫鹽)하다  "
306,demobilize,VB,  (특히 전쟁이 끝나서) 제대시키다 (→mobilize)  
307,democratize,VB,[격식]  민주화하다  
308,demonetize,VB,Not verb
309,demonize,VB,  악마로 만들다[묘사하다]  
310,demulsify,VB,Not verb
311,denarcotize,VB,Not verb
312,denationalize,VB,"  (국영으로 운영되던 기업·산업을) 비국영화[민영화]하다 (=privatize), (↔nationalize)  "
313,denaturize,VB,  (=denature)  
314,denazify,VB,Not verb
315,denitrify,VB,"[화학]  (특히 토양·대기·물에서) 질소[질산]를 제거하다, 탈질소[질산]화하다  "
316,denizenize,VB,Not verb
317,denominationalize,VB,Not verb
318,densify,VB,Not verb
319,dentalize,VB,Not verb
320,dentex,VB,Not verb
321,deoccidentalize,VB,Not verb
322,deodorize,VB,Not verb
323,deorganize,VB,Not verb
324,deossify,VB,Not verb
325,deoxidize,VB,Not verb
326,deozonize,VB,Not verb
327,depaganize,VB,Not verb
328,depancreatize,VB,Not verb
329,departisanize,VB,Not verb
330,departmentalize,VB,Not verb
331,departmentize,VB,Not verb
332,depauperize,VB,Not verb
333,depersonalize,VB,  몰개성화[비인격화]하다  
334,dephilosophize,VB,Not verb
335,dephlegmatize,VB,Not verb
336,dephosphorize,VB,Not verb
337,dephysicalize,VB,Not verb
338,depiedmontize,VB,Not verb
339,depigmentize,VB,Not verb
340,depoetize,VB,Not verb
341,depolarize,VB,Not verb
342,depolymerize,VB,Not verb
343,depopularize,VB,Not verb
344,depose,VB,  (특히 통치자를 권좌에서) 물러나게 하다[퇴위/폐위시키다]  
345,deprovincialize,VB,Not verb
346,deputationize,VB,Not verb
347,deputize,VB,  (보통 상급자의 직무를) 대행하다  
348,derationalize,VB,Not verb
349,deregulationize,VB,Not verb
350,dereligionize,VB,Not verb
351,deruralize,VB,Not verb
352,desacralize,VB,Not verb
353,deseasonalize,VB,Not verb
354,desectionalize,VB,Not verb
355,desensitize,VB,  (특히 문제 등에) 둔감하게 만들다      2.    
356,desexualize,VB,Not verb
357,desilicify,VB,Not verb
358,desiliconize,VB,Not verb
359,desilverize,VB,Not verb
360,desocialize,VB,Not verb
361,despecialize,VB,Not verb
362,despotize,VB,Not verb
363,destandardize,VB,Not verb
364,desterilize,VB,Not verb
365,destructuralize,VB,Not verb
366,desugarize,VB,Not verb
367,desulphurize,VB,Not verb
368,desynonymize,VB,Not verb
369,detoxify,VB,"  해독하다, 독성을 없애다      2.    "
370,detribalize,VB,Not verb
371,deurbanize,VB,  (도시)에서 도시적인 특징을 없애다[빼앗다].  
372,devalorize,VB,Not verb
373,develop,VB,  성장[발달]하다[시키다]      2.    
374,devilize,VB,Not verb
375,devitalize,VB,Not verb
376,devitrify,VB,[화학]  <유리를> 불투명하게 하다      2.    [자동사][암석]  결정화되다  
377,devocalize,VB,Not verb
378,devolatilize,VB,Not verb
379,devulcanize,VB,Not verb
380,dezincify,VB,Not verb
381,diabolify,VB,  악마화하다  
382,diabolize,VB,Not verb
383,diagonalize,VB,Not verb
384,diagonalwise,VB,Not verb
385,dialecticize,VB,Not verb
386,dialogize,VB,Not verb
387,diazotize,VB,Not verb
388,dieselize,VB,Not verb
389,digitalize,VB,  (=digitize)  
390,dignify,VB,  위엄[품위] 있어 보이게 하다      2.    
391,diminutivize,VB,Not verb
392,diphthongize,VB,[음성]  이중모음화하다  
393,dipolarize,VB,Not verb
394,discapacitate,VB,Not verb
395,disclose,VB,  (특히 비밀이던 것을) 밝히다[폭로하다] (=reveal)      2.    
396,disdiplomatize,VB,Not verb
397,disedify,VB,Not verb
398,diselectrify,VB,Not verb
399,disglorify,VB,Not verb
400,disgospel,VB,Not verb
401,disharmonize,VB,Not verb
402,dishellenize,VB,Not verb
403,dishumanize,VB,Not verb
404,disillusionize,VB,Not verb
405,disimprove,VB,  악화시키다  
406,disindividualize,VB,Not verb
407,dismalize,VB,Not verb
408,disnaturalize,VB,Not verb
409,disorganize,VB,Not verb
410,disozonize,VB,Not verb
411,disparate,VB,Not verb
412,dispersonalize,VB,Not verb
413,dispersonify,VB,Not verb
414,disprobabilize,VB,Not verb
415,disprove,VB,  틀렸음을 입증하다 (↔prove)  
416,disqualify,VB,"  자격을 박탈하다, 실격시키다 (=bar)  "
417,disrealize,VB,Not verb
418,dissensualize,VB,Not verb
419,dissyllabify,VB,Not verb
420,dissyllabize,VB,Not verb
421,dissympathize,VB,Not verb
422,disunify,VB,Not verb
423,disutilize,VB,Not verb
424,divinize,VB,Not verb
425,doab,VB,Not verb
426,doctorize,VB,Not verb
427,doctrinize,VB,Not verb
428,documentize,VB,Not verb
429,doeskin,VB,  암사슴 가죽(제)의  
430,doesnt,VB,Not verb
431,doggerelize,VB,Not verb
432,dogmatize,VB,Not verb
433,dolomitize,VB,Not verb
434,dolomize,VB,  식민지로 만들다      2.    
435,dove,VB,Not verb
436,downfeed,VB,Not verb
437,dragonize,VB,Not verb
438,dramatize,VB,  각색하다      2.    
439,draughthouse,VB,Not verb
440,driddle,VB,Not verb
441,driftland,VB,Not verb
442,drill,VB,  (드릴로) 구멍을 뚫다      4.    
443,dualize,VB,Not verb
444,duckblind,VB,Not verb
445,ductilize,VB,Not verb
446,duplify,VB,Not verb
447,dynamize,VB,Not verb
448,earthdrake,VB,Not verb
449,ecize,VB,Not verb
450,economize,VB,"  절약하다, 아끼다  "
451,ecphorize,VB,Not verb
452,ecstasize,VB,Not verb
453,edify,VB,[격식]  (의식을) 고양시키다[교화시키다]  
454,editorialize,VB,  (사실을 보도하지 않고) 사견을 표하다[개입시키다]      2.    
455,eelcake,VB,Not verb
456,effeminatize,VB,Not verb
457,effeminize,VB,Not verb
458,electrize,VB,Not verb
459,eliquate,VB,"  액화시키다, 제련하다  "
460,elleck,VB,Not verb
461,elocutionize,VB,Not verb
462,emblematize,VB,Not verb
463,emblemize,VB,Not verb
464,embolize,VB,  (혈관)에 색전을 일으키다.  
465,emotionalize,VB,Not verb
466,emotionize,VB,Not verb
467,emphasize,VB,  (중요성을) 강조하다 (=stress)      2.    
468,emulsify,VB,[전문 용어]  유화(乳化)되다[시키다]  
469,emulsionize,VB,Not verb
470,enanguish,VB,Not verb
471,encourage,VB,"  격려[고무]하다, 용기를 북돋우다      2.    "
472,energize,VB,  열기[열정]를 돋우다      2.    
473,enigmatize,VB,Not verb
474,enigmatography,VB,Not verb
475,enolize,VB,Not verb
476,ensure,VB,"  반드시 …하게[이게] 하다, 보장하다  "
477,entify,VB,Not verb
478,entomologize,VB,Not verb
479,entropionize,VB,Not verb
480,eosinate,VB,Not verb
481,epipolize,VB,Not verb
482,epistolize,VB,Not verb
483,epitaphize,VB,Not verb
484,epithalamize,VB,Not verb
485,epithelize,VB,Not verb
486,epithetize,VB,Not verb
487,epitomize,VB,"  완벽한 보기이다, 전형적으로 보여주다  "
488,equalize,VB,  동등[평등/대등]하게 하다      2.    
489,equestrianize,VB,Not verb
490,equilibrize,VB,Not verb
491,ergotize,VB,Not verb
492,eroticize,VB,Not verb
493,esoterize,VB,"[격식]  소수만 이해하는[즐기는], 비전(秘傳)의  "
494,establish,VB,  설립[설정]하다 (=set up)      2.    
495,esterify,VB,Not verb
496,eternalize,VB,Not verb
497,eternize,VB,Not verb
498,etherealize,VB,Not verb
499,etherify,VB,Not verb
500,etherize,VB,Not verb
501,ethicize,VB,Not verb
502,ethnize,VB,Not verb
503,etiolize,VB,Not verb
504,etymologize,VB,Not verb
505,eucharistize,VB,Not verb
506,eulogize,VB,[격식]  칭송하다  
507,eunuchize,VB,Not verb
508,euphonize,VB,Not verb
509,evangelize,VB,  전도하다  
510,evolutionize,VB,Not verb
511,ewelease,VB,Not verb
512,excamber,VB,Not verb
513,excursionize,VB,Not verb
514,exemplify,VB,  전형적인 예가 되다      2.    
515,exordize,VB,Not verb
516,exostracize,VB,Not verb
517,experimentalize,VB,Not verb
518,experimentize,VB,Not verb
519,expertize,VB,Not verb
520,expurgate,VB,[격식]  (책이나 기록에서 부적당한 부분을) 삭제하다  
521,extemporize,VB,[격식]  (연설·연주 등을) 즉흥적으로 하다 (=improvise)  
522,exteriorize,VB,Not verb
523,externalize,VB,[격식]  (생각·감정을) 표면화하다 (→internalize)  
524,externize,VB,[격식]  (생각·감정을) 표면화하다 (→internalize)  
525,exundate,VB,Not verb
526,factorize,VB,[수학]  인수분해하다  
527,facultize,VB,Not verb
528,familiarize,VB,  익숙하게 하다 (=acquaint)  
529,fanaticize,VB,Not verb
530,faradize,VB,Not verb
531,fascistize,VB,Not verb
532,federalize,VB,Not verb
533,feminize,VB,  여성스럽게 만들다      2.    
534,feudalize,VB,Not verb
535,fiberize,VB,"  풀어서 섬유화하다, 섬유로 분해하다.      2.    [명사]  …에 섬유를 섞다.  "
536,filthify,VB,  더럽히다  
537,finance,VB,  자금[재원]을 대다 (=fund)  
538,finestiller,VB,Not verb
539,fiscalize,VB,Not verb
540,fittywise,VB,Not verb
541,flamboyantize,VB,Not verb
542,floralize,VB,Not verb
543,fluidize,VB,Not verb
544,fluoridize,VB,Not verb
545,focalize,VB,[격식]  (…에 …의) 초점을 맞추다  
546,folletage,VB,Not verb
547,foreignize,VB,"  이국적으로 하다, 이질적으로 만들다  "
548,foreseize,VB,Not verb
549,foresignify,VB,Not verb
550,formalize,VB,  공식화하다      2.    
551,formularize,VB,Not verb
552,formulize,VB,Not verb
553,fortify,VB,  (특히 높은 성벽을 쌓아) 요새화하다      2.    
554,fossilify,VB,Not verb
555,fractionalize,VB,Not verb
556,fractionize,VB,Not verb
557,fraternize,VB,  (특히 그래선 안 될 사람에게) 친하게 대하다  
558,friedcake,VB,Not verb
559,frize,VB,Not verb
560,frondose,VB,"[식물]  엽상체가 있는, 엽상체 비슷한. (또는 frondous)  "
561,frontstall,VB,Not verb
562,fulfiller,VB,  성취감을 느끼는 (↔unfulfilled)  
563,functionize,VB,Not verb
564,furify,VB,  정화하다      2.    
565,fustianize,VB,Not verb
566,galvanize,VB,  충격 요법을 쓰다      2.    
567,gantline,VB,Not verb
568,gelatinize,VB,Not verb
569,genealogize,VB,Not verb
570,generalize,VB,  일반화하다      2.    
571,genialize,VB,Not verb
572,genteelize,VB,Not verb
573,gentilize,VB,  유대인이 아닌 것처럼 만들다 (=gentilise)  
574,gercrow,VB,Not verb
575,ghastliness,VB,Not verb
576,ghostlify,VB,Not verb
577,gigantize,VB,"  거대한 (=enormous, huge)  "
578,glacialize,VB,Not verb
579,glorify,VB,[흔히 못마땅함]  미화하다      2.    
580,glowworm,VB,Not verb
581,glycerinize,VB,Not verb
582,goblinize,VB,Not verb
583,gormandize,VB,Not verb
584,governmentalize,VB,  정부의  
585,gowpen,VB," lift, clear      2.      (무장·장비 등을)      3.      (직위 등을)  "
586,grader,VB,Not verb
587,grammaticize,VB,Not verb
588,grangerize,VB,Not verb
589,granulitize,VB,Not verb
590,grossify,VB,Not verb
591,grow,VB,  (크기·수·강도·특질이) 커지다[늘어나다/증가하다]      2.    
592,gruntle,VB,Not verb
593,guaconize,VB,Not verb
594,guaiacolize,VB,Not verb
595,gutturalize,VB,Not verb
596,habitualize,VB,Not verb
597,hamletize,VB,  햄릿처럼 행동하다  
598,handblow,VB,Not verb
599,happen,VB,  (특히 계획하지 않은 일이) 있다[발생하다/벌어지다]      2.    
600,harlequinize,VB,Not verb
601,harmonize,VB,"  조화를 이루다, 어울리다      2.    "
602,heathenize,VB,Not verb
603,hecatompedon,VB,Not verb
604,helotize,VB,Not verb
605,helpable,VB,  도울 수 있는  
606,helvite,VB,Not verb
607,heparinize,VB,"[생화학]  (응고를 막기 위해, 혈액 또는 혈장(血漿)을) 헤파린 처리하다.  "
608,hepatize,VB,Not verb
609,heppen,VB,Not verb
610,herbalize,VB,Not verb
611,herborize,VB,Not verb
612,hereticize,VB,Not verb
613,hermitize,VB,"  혼자서 살다, 은둔 생활을 하다.  "
614,heroinize,VB,Not verb
615,hexametrize,VB,Not verb
616,historicize,VB,Not verb
617,historize,VB,Not verb
618,holyokeite,VB,Not verb
619,homogenize,VB,Not verb
620,homologize,VB,Not verb
621,hoodlumize,VB,Not verb
622,hoove,VB,Not verb
623,horizontalize,VB,  …을 수평으로 배열하다.  
624,hotelize,VB,Not verb
625,hucksterize,VB,Not verb
626,humanize,VB,"  인간답게 만들다, 인도적이 되게 하다  "
627,humidify,VB,Not verb
628,hyalinize,VB,Not verb
629,hybridize,VB,"[전문 용어]  잡종이 되다, 잡종을 만들다  "
630,hydrogenize,VB,Not verb
631,hydrolize,VB,Not verb
632,hydroxylize,VB,Not verb
633,hygienize,VB,  위생적인 (↔unhygienic)  
634,hyperbolize,VB,Not verb
635,hyperdeify,VB,Not verb
636,hyperinsulinize,VB,Not verb
637,hyperoxygenize,VB,Not verb
638,hyperparasitize,VB,Not verb
639,hypersensitize,VB,Not verb
640,hyperthyroidize,VB,Not verb
641,hypervitalize,VB,Not verb
642,hyphenize,VB,Not verb
643,hypnoidize,VB,Not verb
644,hypnotize,VB,  최면을 걸다      2.    
645,hypophysectomize,VB,[의학]  뇌하수체(腦下垂體) 절제를 하다.  
646,hyposensitize,VB,Not verb
647,hypostasize,VB,Not verb
648,hypostatize,VB,Not verb
649,hypothetize,VB,[격식]  가설을 세우다[제기하다]  
650,iambize,VB,Not verb
651,idealize,VB,  이상화하다  
652,identify,VB,  (신원 등을) 확인하다[알아보다]      2.    
653,ideologize,VB,Not verb
654,idiotize,VB,Not verb
655,idolify,VB,Not verb
656,idolize,VB,  숭배하다 (=worship)  
657,idylize,VB,  목가[전원시]풍으로 하다.  
658,illegalize,VB,Not verb
659,illegitimatize,VB,Not verb
660,immaterialize,VB,Not verb
661,immethodize,VB,Not verb
662,immobilize,VB,"  (정상적으로) 움직이지[걷지] 못하게 하다, 고정시키다  "
663,immoralize,VB,Not verb
664,immortalize,VB,  (특히 문학작품·영화·그림 등을 통해) 불멸하게 하다[영원성을 부여하다]  
665,immunize,VB,"  (특히 백신 주사로) 면역력을 갖게 하다 (→inoculate, vaccinate)  "
666,impactionize,VB,Not verb
667,imperialize,VB,Not verb
668,impersonalize,VB,Not verb
669,impersonify,VB,Not verb
670,impersonize,VB,Not verb
671,improve,VB,"  개선되다, 나아지다; 개선하다, 향상시키다  "
672,incommensurate,VB,[격식]  (규모·중요도·품질 등이) (~와) 어울리지 않는 (↔commensurate)  
673,incompassionate,VB,Not verb
674,inconcinnate,VB,Not verb
675,inconsiderate,VB,"[못마땅함]  사려깊지 못한 (=thoughtless), (↔considerate)  "
676,inconsolate,VB,  슬픔을 가눌 수 없는  
677,incorporealize,VB,Not verb
678,increate,VB,"  [고어·시어] 창조되지 않은, (신(神)처럼) 창조되지 않고 본래부터 존재하는  "
679,indefinite,VB,Not verb
680,indemnify,VB,  배상[보상]을 약속하다      2.    
681,indianize,VB,Not verb
682,individualize,VB,"  개인[개개]의 요구에 맞추다, 개별화하다  "
683,indoctrinize,VB,Not verb
684,induce,VB,"[격식]  설득하다, 유도하다      2.    "
685,industrialize,VB,  산업[공업]화하다[되다]  
686,infamize,VB,Not verb
687,infidelize,VB,Not verb
688,informalize,VB,Not verb
689,initialize,VB,[컴퓨터]  초기 내용을 설정하다  
690,inkhornize,VB,Not verb
691,insensibilize,VB,Not verb
692,inseparate,VB,  (…로부터) 나뉘어져 있지 않은.  
693,institutionalize,VB,  (독립적으로 생활할 수 없는 사람을) 보호 시설로 보내다      2.    
694,institutionize,VB,  (독립적으로 생활할 수 없는 사람을) 보호 시설로 보내다      2.    
695,instrumentalize,VB,Not verb
696,insulize,VB,Not verb
697,insurrectionize,VB,Not verb
698,integralize,VB,Not verb
699,intellectualize,VB,Not verb
700,intelligize,VB,  더 똑똑해지다  
701,intensify,VB,"  (정도·강도가) 심해지다[격렬해지다]; 심화시키다, 강화하다 (=heighten)  "
702,intercrystallize,VB,Not verb
703,interdetermine,VB,Not verb
704,internalize,VB,[전문 용어]  (사상·태도 등을) 내면화하다 (→externalize)  
705,internationalize,VB,"  국제적인 관리[보호]하에 두다, 국제화하다  "
