,word,type,v1
315,falsehearted,VBN,"  성실하지 않은, 신의가 없는  "
316,fancied,VBN,Not verb
317,fangled,VBN,Not verb
318,farcied,VBN,Not verb
319,farset,VBN,Not verb
320,fated,VBN,Not verb
321,faunated,VBN,Not verb
322,feared,VBN,"[방언]  무서워하는, 두려워하는.  "
323,feathered,VBN,"  깃털이 있는, 깃털로 덮인  "
324,featheredged,VBN,가장자리를 얇게 깎은
325,featured,VBN,"  [미] 특색으로 한, 주요 프로로 하는; 주연의; [복합어를 이루어] …한 용모를 가진  "
326,fed,VBN,Not verb
327,feeblebrained,VBN,Not verb
328,feeblehearted,VBN,Not verb
329,fellen,VBN,Not verb
330,fenestrated,VBN,Not verb
331,fibrillated,VBN,소섬유가 있는
332,fiddlefaced,VBN,Not verb
333,filled,VBN,"  (내용물이) 가득 찬, 가득 든.  "
334,fimbriated,VBN,Not verb
335,fingerparted,VBN,Not verb
336,finished,VBN,Not verb
337,fired,VBN,Not verb
338,fitweed,VBN,Not verb
339,fixed,VBN,Not verb
340,flammulated,VBN,Not verb
341,flanched,VBN,Not verb
342,flashlight,VBN,Not verb
343,flavored,VBN,"  [보통 복합어를 이루어] (…의) 맛[향기]이 나는, 풍미가 …한  "
344,flaxweed,VBN,Not verb
345,flecken,VBN,Not verb
346,flewed,VBN,Not verb
347,flown,VBN,Not verb
348,fluellen,VBN,Not verb
349,fluted,VBN,세로로 홈이 새겨진
350,foghorn,VBN,Not verb
351,foliated,VBN,Not verb
352,foraminated,VBN,(작은) 구멍이 있는
353,forced,VBN,Not verb
354,forcipated,VBN,핀셋 모양의
355,forecited,VBN,"  앞서 인용한, 전기(前記)의  "
356,foredevised,VBN,Not verb
357,foreimpressed,VBN,Not verb
358,forementioned,VBN,"  앞에서 말한, 전술(前述)한.  "
359,forepassed,VBN,"  과거의, 옛날의  "
360,forepromised,VBN,Not verb
361,forerehearsed,VBN,Not verb
362,foresettled,VBN,Not verb
363,forethoughted,VBN,Not verb
364,foretimed,VBN,Not verb
365,foretypified,VBN,Not verb
366,forficated,VBN,Not verb
367,forged,VBN,(쇠를) 단조[주조]한
368,fornicated,VBN,[격식 못마땅함]  간통하다
369,forsaken,VBN,"  버림받은, 고독한  "
370,forthright,VBN,솔직 담백한 (=frank)
371,foulmouthed,VBN,"  입버릇이 상스러운, 상스러운 말을 많이 하는  "
372,foveated,VBN,[해부]  와(窩)(foveae)가 있는.
373,freehearted,VBN,"  쾌활한, 자발적인, 솔직한  "
374,frightened,VBN,"  겁먹은, 무서워하는  "
375,fronted,VBN,Not verb
376,frost,VBN,"  성에로 뒤덮다, 성에가 끼다      4.    "
377,frowzled,VBN,Not verb
378,frozenhearted,VBN,Not verb
379,fungused,VBN,Not verb
380,funneled,VBN,Not verb
381,furnished,VBN,가구가 비치된
382,gartered,VBN,Not verb
383,gaslighted,VBN,"  가스등의, 가스 불빛의.  "
384,gated,VBN,문이 있는(운전자가 여닫게 되어 있음)
385,gauntleted,VBN,긴 장갑을 낀
386,gimbaljawed,VBN,Not verb
387,gimberjawed,VBN,Not verb
388,given,VBN,Not verb
389,glaived,VBN,Not verb
390,glandered,VBN,[수의학]  마비저(馬鼻疽)에 걸린
391,glassen,VBN,Not verb
392,globated,VBN,[고어]  공 모양이 된.
393,glued,VBN,(접착제로) 붙이다 (=stick)
394,gob,VBN,[英 속어]  침을 찍 뱉다 (=spit)
395,gobmouthed,VBN,Not verb
396,gobonated,VBN,Not verb
397,gone,VBN,Not verb
398,goosewinged,VBN,Not verb
399,gorgeted,VBN,(갑옷의) 목가리개를 한.
400,grafted,VBN,(피부뼈 등을) 이식하다      4.
401,grassed,VBN,잔디가 덮인
402,graveclod,VBN,Not verb
403,greaved,VBN,정강이받이를 댄
404,greed,VBN,Not verb
405,greenhearted,VBN,Not verb
406,grieved,VBN,"  슬퍼하는, 슬픈  "
407,grossen,VBN,Not verb
408,grufted,VBN,"  지저분한, 흙투성이의  "
409,gypsyweed,VBN,Not verb
410,hackneyed,VBN,진부한 (=clichéd)
411,hagged,VBN,(사람을) 껴안다[포옹하다] (=embrace)      2.
412,halfhearted,VBN,"  마음이 내키지 않는, 냉담한  "
413,halved,VBN,Not verb
414,hansom,VBN,Not verb
415,harehearted,VBN,"  소심한, 겁 많은  "
416,haven,VBN,Not verb
417,heartbroken,VBN,비통해 하는 (=broken-hearted)
418,heartfelt,VBN,진심 어린 (=sincere)
419,heartnut,VBN,Not verb
420,heaven,VBN,Not verb
421,hederated,VBN,[구식]  (존경을 받아) 담쟁이덩굴 왕관을 쓴
422,hellweed,VBN,Not verb
423,helmeted,VBN,헬멧을 쓴
424,hemisphered,VBN,Not verb
425,henhearted,VBN,"  겁많은, 소심한  "
426,herniated,VBN,Not verb
427,hexenbesen,VBN,Not verb
428,hidated,VBN,Not verb
429,historied,VBN,"  역사적으로 유명한, 유서 깊은, 역사 깊은  "
430,hit,VBN,(손이나 손에 들고 있는 물건으로) 때리다[치다]      2.
431,hoedown,VBN,Not verb
432,honeydewed,VBN,"  단물의, 감로의.  "
433,housemaid,VBN,Not verb
434,hued,VBN,[보통 복합어를 이루어] …색조의
435,huggle,VBN,Not verb
436,hurted,VBN,다쳤다((온라인상에서 hurt의 과거형처럼 쓰임))
437,hydrosulphureted,VBN,Not verb
438,hypertrophied,VBN,Not verb
439,hyphenated,VBN,Not verb
440,ichneumonized,VBN,Not verb
441,ichthyized,VBN,Not verb
442,impacted,VBN,(다른 치아에 덮여 자라지 못하고) 이틀에 박혀 있는
443,imparalleled,VBN,Not verb
444,imperfected,VBN,Not verb
445,impolished,VBN,Not verb
446,inaccentuated,VBN,Not verb
447,incavated,VBN,Not verb
448,incompensated,VBN,Not verb
449,incontracted,VBN,Not verb
450,incoronated,VBN,Not verb
451,incorporated,VBN,[상업]  (Abbr.) Inc.. (법인 인가를 받은) 주식회사
452,incorrupted,VBN,(=INCORRUPT)
453,incrassated,VBN,Not verb
454,indevoted,VBN,Not verb
455,indirected,VBN,Not verb
456,indisciplined,VBN,훈련되지 않은.
457,infarcted,VBN,[병리]  경색(증)(硬塞(症))의.
458,informed,VBN,"  (특정 주제·상황에 대해) 잘[많이] 아는, 정보통인 (→ill-informed, well informed), (↔uninformed)  "
459,infumated,VBN,Not verb
460,injured,VBN,Not verb
461,inken,VBN,Not verb
462,inorganized,VBN,Not verb
463,inrigged,VBN,Not verb
464,insatiated,VBN,(=INSATIABLE)
465,instructed,VBN,"  교육을 받은, 교양이 있는; 지시[훈령]를 받은. ~·ness  "
466,interfretted,VBN,(의미를) 설명[해석]하다      2.
467,interrupted,VBN,Not verb
468,interwed,VBN,Not verb
469,inutilized,VBN,Not verb
470,invaried,VBN,Not verb
471,invecked,VBN,Not verb
472,invised,VBN,"  수정필의, 개정필의, 교정필의, 변경한  "
473,involucellated,VBN,Not verb
474,involved,VBN,Not verb
475,inwedged,VBN,Not verb
476,irisated,VBN,Not verb
477,ironhanded,VBN,"  압제적인, 가혹한  "
478,ironhearted,VBN,"  무정한, 냉혹한  "
479,ironweed,VBN,Not verb
480,irradiated,VBN,조사된
481,irregulated,VBN,Not verb
482,irrelated,VBN,Not verb
483,jawed,VBN,"  [종종 복합어를 이루어] 턱이 있는, 턱이 …한  "
484,ked,VBN,Not verb
485,kinkhost,VBN,Not verb
486,kinkled,VBN,Not verb
487,kirktown,VBN,Not verb
488,kittenhearted,VBN,Not verb
489,klepht,VBN,Not verb
490,knickknacked,VBN,Not verb
491,knightship,VBN,Not verb
492,knockdown,VBN,Not verb
493,known,VBN,(특히 많은 사람들에게) 알려진 (→know v.)
494,knuckled,VBN,Not verb
495,kraken,VBN,Not verb
496,laciniated,VBN,Not verb
497,lagged,VBN,"  뒤에 처지다, 뒤떨어지다 (=trail)      2.    "
498,laid,VBN,Not verb
499,laminated,VBN,Not verb
500,lanated,VBN,"  양모 모양의, 양모[부드러운 털]로 덮인  "
501,landright,VBN,Not verb
502,laveer,VBN,Not verb
503,leadenhearted,VBN,Not verb
504,learned,VBN,Not verb
505,leaved,VBN,Not verb
506,lenticulated,VBN,Not verb
507,lichened,VBN,지의가 난[낀]
508,lilyhanded,VBN,Not verb
509,limited,VBN,Not verb
510,lineated,VBN,(평행한) 줄무늬가 있는
511,listed,VBN,"  표[명단]에 실린, 전화 번호부에 실려 있는, [증권] 상장(上場)된  "
512,lobellated,VBN,Not verb
513,lobulated,VBN,Not verb
514,loculated,VBN,Not verb
515,lodged,VBN,[문장]  (사슴 따위가) 잠복 자세의.
516,lowborn,VBN,"  태생이 천한, 천하게 태어난  "
517,maculated,VBN,MACULATE.
518,magpied,VBN,Not verb
519,maladjusted,VBN,"  적응하지 못하는, 부적응아의 (→well adjusted)  "
520,malcreated,VBN,Not verb
521,malformed,VBN,"[전문 용어]  기형인, 흉하게 일그러진  "
522,malposed,VBN,"  위치가 나쁜, 위치 이상의.  "
523,mammillated,VBN,"  유두가 있는, 유두 모양의 돌기[기관]가 있는  "
524,manganeisen,VBN,Not verb
525,marbled,VBN,대리석 색깔[무늬]의
526,marblehearted,VBN,"  무정한, 냉혹한  "
527,marginated,VBN,"  가장자리가 있는, [곤충] 특수한 색[모양]의 가장자리가 있는      2.    [타동사]  …에 가장자리를 달다, [상업] 마진[이윤]을 붙이다  "
528,marmorated,VBN,Not verb
529,maximed,VBN,Not verb
530,measured,VBN,"  신중한, 침착한  "
531,medullated,VBN,"  [해부] 골수[연수]가 있는, 수초(髓鞘)가 있는, [식물] 고갱이가 있는  "
532,meeken,VBN,Not verb
533,meethelp,VBN,Not verb
534,merited,VBN,"  가치 있는, 당연한, 상응한  "
535,metalined,VBN,Not verb
536,microweber,VBN,Not verb
537,milken,VBN,Not verb
538,millioersted,VBN,Not verb
539,mingelen,VBN,Not verb
540,misaffected,VBN,Not verb
541,misborn,VBN,Not verb
542,misdeformed,VBN,Not verb
543,misdevoted,VBN,Not verb
544,misenite,VBN,Not verb
545,miserected,VBN,Not verb
546,misground,VBN,Not verb
547,misled,VBN,Not verb
548,mistaken,VBN,Not verb
549,mistempered,VBN,Not verb
550,miswed,VBN,Not verb
551,mold,VBN,Not verb
552,mollycosset,VBN,Not verb
553,monobrominated,VBN,Not verb
554,monobromized,VBN,Not verb
555,monociliated,VBN,Not verb
556,mononucleated,VBN,[生]  단핵의 (mononuclear)
557,monosubstituted,VBN,[화학]  1치환기(置換基)의.
558,moondown,VBN,Not verb
559,moonlitten,VBN,Not verb
560,moonset,VBN,Not verb
561,morcellated,VBN,Not verb
562,mown,VBN,"  벤, 베어진, 베어 들인  "
563,muchfold,VBN,Not verb
564,multifaced,VBN,Not verb
565,multifaceted,VBN,[격식]  다면적인
566,multihued,VBN,(=multicolored)
567,multilighted,VBN,Not verb
568,multilobulated,VBN,Not verb
569,multiperforated,VBN,Not verb
570,multipointed,VBN,Not verb
571,multiseated,VBN,Not verb
572,multispired,VBN,Not verb
573,multistratified,VBN,Not verb
574,mustached,VBN,Not verb
575,myelinated,VBN,[해부]  골수(骨髓)가 있는(medullated).
576,nearsighted,VBN,"[특히 美]  (=short-sighted), (↔far-sighted)  "
577,nectared,VBN,넥타를 가득 채운[섞은]
578,nectaried,VBN,[식물]  (꿀물을 분비하는) 밀선(蜜腺)이 있는.
579,newlywed,VBN,신혼의
580,newspaperized,VBN,Not verb
581,nicotined,VBN,Not verb
582,nighted,VBN,"  캄캄해진, 길 가다 날이 저문 <나그네>  "
583,nitered,VBN,Not verb
584,noblehearted,VBN,Not verb
585,nodated,VBN,Not verb
586,nodulated,VBN,작은 마디 [혹]가 있는.
587,nominated,VBN,(중요한 역할·수상자·지위 등의 후보자로) 지명[추천]하다 (=propose)      2.
588,nonaccredited,VBN,Not verb
589,nonadmitted,VBN,Not verb
590,nonaffiliated,VBN,"  소속되어 있지 않은, 비소속의  "
591,nonanalyzed,VBN,Not verb
592,nonanesthetized,VBN,Not verb
593,nonarticulated,VBN,Not verb
594,nonblended,VBN,Not verb
595,noncensored,VBN,Not verb
596,noncommissioned,VBN,"  위임장이 없는, (장교로) 임관되지 않은  "
597,nonconditioned,VBN,Not verb
598,nondeported,VBN,Not verb
599,nondesulphurized,VBN,Not verb
600,nonextracted,VBN,Not verb
601,nonfeatured,VBN,Not verb
602,nonfederated,VBN,Not verb
603,nonfenestrated,VBN,Not verb
604,nonfrosted,VBN,Not verb
605,nongalvanized,VBN,Not verb
606,nongraduated,VBN,Not verb
607,nonimmunized,VBN,Not verb
608,nonimpregnated,VBN,Not verb
609,nonindurated,VBN,Not verb
610,noninverted,VBN,Not verb
611,noniodized,VBN,Not verb
612,nonionized,VBN,Not verb
613,nonirrigated,VBN,Not verb
614,nonlaminated,VBN,Not verb
615,nonmulched,VBN,Not verb
616,nonnitrogenized,VBN,Not verb
617,nonpatented,VBN,Not verb
618,nonpenalized,VBN,Not verb
619,nonphosphorized,VBN,Not verb
620,nonpigmented,VBN,Not verb
621,nonprofessed,VBN,Not verb
622,nonrecognized,VBN,Not verb
623,nonregimented,VBN,Not verb
624,nonrelapsed,VBN,Not verb
625,nonrestricted,VBN,Not verb
626,nonsaturated,VBN,Not verb
627,nonschematized,VBN,Not verb
628,nonsegmented,VBN,Not verb
629,nonselected,VBN,Not verb
630,nonsensitized,VBN,Not verb
631,nonsilicated,VBN,Not verb
632,nonspored,VBN,Not verb
633,nonstandardized,VBN,Not verb
634,nonstriated,VBN,Not verb
635,nonsynthesized,VBN,Not verb
636,nontimbered,VBN,Not verb
637,nontolerated,VBN,Not verb
638,nontrunked,VBN,Not verb
639,nontuned,VBN,Not verb
640,nonupholstered,VBN,Not verb
641,nonutilized,VBN,Not verb
642,nonvitrified,VBN,Not verb
643,nonvolatilized,VBN,Not verb
644,nonwetted,VBN,Not verb
645,nonwinged,VBN,Not verb
646,notified,VBN,(공식적으로) 알리다[통고/통지하다] (=inform)
647,nunnated,VBN,Not verb
648,nutmegged,VBN,Not verb
649,obtected,VBN,[곤충]  <번데기가> 각질(角質)의 껍데기가 있는
650,obvoluted,VBN,Not verb
651,ocellated,VBN,"  홑눈[안점]이 있는, 눈알무늬가 있는  "
652,octofoiled,VBN,Not verb
653,odalborn,VBN,Not verb
654,offset,VBN,오프셋 인쇄의
655,ogived,VBN,Not verb
656,oncost,VBN,Not verb
657,onionized,VBN,Not verb
658,openmouthed,VBN,Not verb
659,organized,VBN,Not verb
660,origanized,VBN,Not verb
661,osiered,VBN,Not verb
662,outblacken,VBN,Not verb
663,outborn,VBN,Not verb
664,outbowed,VBN,Not verb
665,outeyed,VBN,Not verb
666,outknee,VBN,Not verb
667,outlaid,VBN,Not verb
