,original,antonyms
0,Bantam,big
1,Bantam,huge
0,Barbarian,calm
1,Barbarian,mild
0,Bare,clothed
1,Bare,covered
0,Barmecidal,genuine
1,Barmecidal,honest
0,Baroque,plain
1,Baroque,unadorned
0,Barrio,
1,Barrio,
0,Basilica,
1,Basilica,
0,Bastard,genuine
1,Bastard,real
0,Bat,compliment
1,Bat,flattery
0,Bath,
1,Bath,
0,Beagle,
1,Beagle,
0,Beck,
1,Beck,
0,Bee,
1,Bee,
0,Beelzebub,angel
1,Beelzebub,god
0,Beguin,hate
1,Beguin,dislike
0,Ben,daughter
1,Ben,
0,Benedict,bride
1,Benedict,
0,Benedictus,condemnation
1,Benedictus,criticism
0,Benny,
1,Benny,
0,Benton,
1,Benton,
0,Bertha,
1,Bertha,
0,Beta,
1,Beta,
0,Bethlehem,
1,Bethlehem,
0,bibber,abstainer
1,bibber,ascetic
0,Bible,
1,Bible,
0,Biblical,
1,Biblical,
0,Bice,
1,Bice,
0,Biddy,
1,Biddy,
0,Bill,coin
1,Bill,
0,Billy,
1,Billy,
0,Blanch,face
1,Blanch,meet
0,Bob,face
1,Bob,meet
0,Bobby,
1,Bobby,
0,Bohemian,
1,Bohemian,
0,Bohemianism,acceptance
1,Bohemianism,agreement
0,Bolo,
1,Bolo,
0,Bologna,
1,Bologna,
0,Bolshevik,capitalist
1,Bolshevik,conservative
0,Bolsheviki,capitalist
1,Bolsheviki,conservative
0,Bolshevism,capitalism
1,Bolshevism,democracy
0,Bolshevist,capitalist
1,Bolshevist,conservative
0,bomber,
1,bomber,
0,Bonny,
1,Bonny,
0,Bookman,ignoramus
1,Bookman,
0,Boston,
1,Boston,
0,Bourbon,
1,Bourbon,
0,Bowery,
1,Bowery,
0,Boxer,
1,Boxer,
0,Brad,key
1,Brad,
0,Brahman,
1,Brahman,
0,Brahmin,impolite
1,Brahmin,rough
0,Brandy,
1,Brandy,
0,Bride,bridegroom
1,Bride,groom
0,Britain,
1,Britain,
0,Britannia,
1,Britannia,
0,Broadway,tragedy
1,Broadway,comedy
0,Brobdingnagian,
1,Brobdingnagian,
0,Brummagem,
1,Brummagem,
0,Brutus,
1,Brutus,
0,Bud,
1,Bud,
0,Burgundy,
1,Burgundy,
0,Bushman,
1,Bushman,
0,Butler,boss
1,Butler,master
0,Byzantine,
1,Byzantine,
0,C,health
1,C,wholesomeness
0,Cadet,
1,Cadet,
0,Caesar,
1,Caesar,
0,Caesarean,
1,Caesarean,
0,Caesarian,
1,Caesarian,
0,California,
1,California,
0,Calliope,
1,Calliope,
0,Calvary,comfort
1,Calvary,contentment
0,Cambric,
1,Cambric,
0,Came,
1,Came,
0,Canaan,hell
1,Canaan,misery
0,Canicula,
1,Canicula,
0,Cannabis,
1,Cannabis,
0,Canton,whole
1,Canton,
0,Cape,
1,Cape,
0,Capitol,
1,Capitol,
0,Capricorn,
1,Capricorn,
0,Capuchin,
1,Capuchin,
0,Carmine,
1,Carmine,
0,Carol,
1,Carol,
0,Caroling,be quiet
1,Caroling,
0,Carry,avoid
1,Carry,dodge
0,Cary,bulge
1,Cary,closure
0,Case,
1,Case,
0,Cashmere,
1,Cashmere,
0,Cassandra,
1,Cassandra,
0,Cat,
1,Cat,
0,Catalan,
1,Catalan,
0,Catty,kind
1,Catty,nice
0,Cayuse,
1,Cayuse,
0,Celluloid,
1,Celluloid,
0,Centrales,extreme
1,Centrales,
0,Cerberus,
1,Cerberus,
0,Cete,
1,Cete,
0,Chablis,
1,Chablis,
0,Charleston,
1,Charleston,
0,Chateau,
1,Chateau,
0,Chin,
1,Chin,
0,Chink,
1,Chink,
0,Chinook,
1,Chinook,
0,Chip,whole
1,Chip,
0,Choctaw,
1,Choctaw,
0,Chou,
1,Chou,
0,Christ,
1,Christ,
0,Christian,impious
1,Christian,irreligious
0,Christmas,
1,Christmas,
0,Christmastide,
1,Christmastide,
0,Chuck,allow
1,Chuck,approve
0,Ciceronianism,bad manners
1,Ciceronianism,crudeness
0,Cimmerian,bright
1,Cimmerian,cheerful
0,Clay,
1,Clay,
0,Clement,hard
1,Clement,hard-hearted
0,Cliff,
1,Cliff,
0,Cockaigne,
1,Cockaigne,
0,Cola,
1,Cola,
0,Cole,
1,Cole,
0,Coliseum,
1,Coliseum,
0,Cologne,odor
1,Cologne,stench
0,Colt,
1,Colt,
0,Columbia,
1,Columbia,
0,Concord,agitation
1,Concord,disagreement
0,Congreve,
1,Congreve,
0,Coos,
1,Coos,
0,Corey,enervation
1,Corey,exterior
0,Corinthian,
1,Corinthian,
0,Corybantic,calm
1,Corybantic,collected
0,Coventry,OK
1,Coventry,allowance
0,Credo,
1,Credo,
0,Creek,
1,Creek,
0,Crispin,
1,Crispin,
0,Croaker,
1,Croaker,
0,Curt,lengthy
1,Curt,long-winded
0,Curtana,
1,Curtana,
0,Cyclopean,
1,Cyclopean,
0,Cyclopes,
1,Cyclopes,
0,Cyclops,
1,Cyclops,
0,Cyprian,puritan
1,Cyprian,
0,Dactyl,
1,Dactyl,
0,Daedal,
1,Daedal,
0,Daedalean,easy
1,Daedalean,simple
0,Daedalian,
1,Daedalian,
0,Dahlia,
1,Dahlia,
0,Dale,
1,Dale,
0,Daltonism,
1,Daltonism,
0,Danish,
1,Danish,
0,Dares,
1,Dares,
0,Darwinism,
1,Darwinism,
0,Dawn,darkness
1,Dawn,sunset
0,Dean,pupil
1,Dean,student
0,Deb,
1,Deb,
0,Decalogue,
1,Decalogue,
0,Deepfreeze,
1,Deepfreeze,
0,Delicious,bad
1,Delicious,bland
0,Delilah,
1,Delilah,
0,Delphian,certain
1,Delphian,clear
0,Delta,debit
1,Delta,withdrawal
0,Demon,angel
1,Demon,god
0,Dene,
1,Dene,
0,Derrick,
1,Derrick,
0,Dexter,bad
1,Dexter,cancerous
0,Diaspora,
1,Diaspora,
0,Dick,
1,Dick,
0,Dido,
1,Dido,
0,Dike,
1,Dike,
0,Dirk,
1,Dirk,
0,discumber,attach
1,discumber,connect
0,disencumber,burden
1,disencumber,upset
0,Don,disrobe
1,Don,
0,Doric,complicated
1,Doric,modern
0,Dory,
1,Dory,
0,Dot,
1,Dot,
0,Dotty,
1,Dotty,
0,Douglas,
1,Douglas,
0,Downing,build
1,Downing,
0,Draconian,easy
1,Draconian,gentle
0,Drew,grow
1,Drew,plant
0,Duchess,
1,Duchess,
0,Duke,commoner
1,Duke,follower
0,Dunker,
1,Dunker,
0,Duns,aid
1,Duns,appease
0,Dutch,
1,Dutch,
0,Earl,commoner
1,Earl,follower
0,earl,commoner
1,earl,follower
0,Eddy,
1,Eddy,
0,Eden,hell
1,Eden,
0,Elysian,earthly
1,Elysian,hellish
0,Elysium,
1,Elysium,
0,Emerita,active
1,Emerita,employed
0,Emmanuel,
1,Emmanuel,
0,Empire,subservience
1,Empire,weakness
0,Ephemera,enemy
1,Ephemera,manager
0,Epicurean,
1,Epicurean,
0,Epicureanism,dissatisfaction
1,Epicureanism,sorrow
0,Epiphany,confusion
1,Epiphany,secret
0,Episcopal,
1,Episcopal,
0,Escalator,
1,Escalator,
0,Esperanto,
1,Esperanto,
0,Eucharist,
1,Eucharist,
0,Euglena,
1,Euglena,
0,Eve,middle
1,Eve,
0,Everyman,no one
1,Everyman,nobody
0,Exchequer,
1,Exchequer,
0,exchequer,
1,exchequer,
0,Fabianism,
1,Fabianism,
0,Fan,
1,Fan,
0,Fanfare,concealment
1,Fanfare,hiding
0,Fanny,
1,Fanny,
0,Fauna,
1,Fauna,
0,Fay,giant
1,Fay,
0,Federal,
1,Federal,
0,Fedora,
1,Fedora,
0,Fiber,
1,Fiber,
0,fiber,
1,fiber,
0,Fido,
1,Fido,
0,Fife,
1,Fife,
0,Fin,
1,Fin,
0,Fletcherism,
1,Fletcherism,
0,Flora,
1,Flora,
0,Foist,
1,Foist,
0,Foster,block
1,Foster,dampen
0,Frank,abnormal
1,Frank,ambiguous
0,Frankenstein,angel
1,Frankenstein,god
0,Fred,
1,Fred,
0,French,
1,French,
0,Fuchsia,
1,Fuchsia,
0,Fur,
1,Fur,
0,Furies,calm
1,Furies,calmness
0,G,
1,G,
0,Gad,
1,Gad,
0,Gaia,
1,Gaia,
0,Gale,
1,Gale,
0,Galleria,
1,Galleria,
0,Gargantua,
1,Gargantua,
0,Gargantuan,common
1,Gargantuan,dwarfed
0,Garret,
1,Garret,
0,Gascon,
1,Gascon,
0,Gaucho,
1,Gaucho,
0,Ge,
1,Ge,
0,Gee,
1,Gee,
0,Gehenna,comfort
1,Gehenna,contentment
0,Gemini,
1,Gemini,
0,Gene,
1,Gene,
0,Geopolitik,
1,Geopolitik,
0,Geranium,
1,Geranium,
0,Germinal,dying
1,Germinal,shrinking
0,Ges,
1,Ges,
0,Gestalt,disarrangement
1,Gestalt,
0,Gestapo,
1,Gestapo,
0,Gi,
1,Gi,
0,Gill,humbleness
1,Gill,meekness
0,Gladstone,
1,Gladstone,
0,Glen,
1,Glen,
0,Gnostic,idiotic
1,Gnostic,ignorant
0,God,Satan
1,God,devil
0,Godforsaken,
1,Godforsaken,
0,Godspeed,
1,Godspeed,
0,Gogo,heedless
1,Gogo,ignorant
0,Golconda,
1,Golconda,
0,Gold,
1,Gold,
0,Golgotha,
1,Golgotha,
0,Goliath,
1,Goliath,
0,Gongorism,conciseness
1,Gongorism,
0,Goop,solid
1,Goop,
0,Gordian,easy
1,Gordian,simple
0,Gorgon,
1,Gorgon,
0,Goshen,
1,Goshen,
0,Gothic,
1,Gothic,
0,Grace,bad manners
1,Grace,clumsiness
0,Gramophone,
1,Gramophone,
0,Grant,refusal
1,Grant,disadvantage
0,Graphophone,
1,Graphophone,
0,Grecian,complicated
1,Grecian,modern
0,Gulf,
1,Gulf,
0,Gum,
1,Gum,
0,Guy,enemy
1,Guy,girl
0,Gyps,
1,Gyps,give
0,Gypsy,
1,Gypsy,
0,H,depression
1,H,discouragement
0,Hades,
1,Hades,
0,Hallowday,
1,Hallowday,
0,Hank,line
1,Hank,
0,Harpy,
1,Harpy,
0,Harry,aid
1,Harry,appease
0,Hasidic,
1,Hasidic,
0,Havana,
1,Havana,
0,Hawkeye,
1,Hawkeye,
0,Hazel,
1,Hazel,
0,Heather,
1,Heather,
0,Hebrew,
1,Hebrew,
0,Hector,assuage
1,Hector,please
0,Heinie,
1,Heinie,
0,Hellenic,complicated
1,Hellenic,modern
0,Hellenism,bad manners
1,Hellenism,crudeness
0,Helot,master
1,Helot,
0,Herb,
1,Herb,
0,Herculean,
1,Herculean,
0,Hercules,
1,Hercules,
0,Hermetic,
1,Hermetic,
0,Hermit,
1,Hermit,
0,Heroin,
1,Heroin,
0,Hesper,morning star
1,Hesper,
0,Hesperus,morning star
1,Hesperus,
0,Hollywood,actual
1,Hollywood,authentic
0,Homer,failure
1,Homer,forfeit
0,Homeric,complicated
1,Homeric,modern
0,Hu,apathy
1,Hu,coldness
0,Hun,humanitarian
1,Hun,sophisticate
0,Hunker,face
1,Hunker,meet
0,Hunter,
1,Hunter,
0,Husky,soft
1,Husky,little
0,Hydra,advantage
1,Hydra,benefit
0,Hyla,
1,Hyla,
0,Hyperborean,hot
1,Hyperborean,mild
0,Incorruptible,bad
1,Incorruptible,corruptible
0,Indian,
1,Indian,
0,Ing,in reality
1,Ing,
0,Inverness,
1,Inverness,
0,Ionic,complicated
1,Ionic,modern
0,Ira,
1,Ira,
0,Italic,
1,Italic,
0,J,continue
1,J,dally
0,Jabberwocky,fact
1,Jabberwocky,sense
0,Jack,
1,Jack,
0,Jacky,
1,Jacky,
0,Jake,OK
1,Jake,unacceptable
0,Jam,advantage
1,Jam,benefit
0,Japan,dullness
1,Japan,
0,Jared,
1,Jared,
0,Java,
1,Java,
0,Jay,
1,Jay,
0,Jean,
1,Jean,
0,Jehovah,
1,Jehovah,
0,Jenny,
1,Jenny,
0,Jeroboam,
1,Jeroboam,
0,Jerry,
1,Jerry,
0,Jersey,
1,Jersey,
0,Jesuitic,concrete
1,Jesuitic,factual
0,Jesus,
1,Jesus,
0,Jewish,
1,Jewish,
0,Jezebel,
1,Jezebel,
0,Jimmy,close
1,Jimmy,
0,Job,avocation
1,Job,entertainment
0,jobber,
1,jobber,
0,Jock,
1,Jock,
0,Joe,
1,Joe,
0,John,
1,John,
0,Johnny,
1,Johnny,
0,Jonah,happy
1,Jonah,fortuitous
0,Jones,indifference
1,Jones,
0,Jordan,
1,Jordan,
0,Josephite,
1,Josephite,
0,Josh,
1,Josh,
0,Jovial,depressed
1,Jovial,disagreeable
0,Judaistic,
1,Judaistic,
0,Judas,
1,Judas,
0,Judge,
1,Judge,
0,Juggernaut,
1,Juggernaut,
0,Juliet,
1,Juliet,
0,Junker,
1,Junker,
0,Jupiter,
1,Jupiter,
0,Jura,
1,Jura,
0,Jute,
1,Jute,
0,kale,
1,kale,
0,kaolin,
1,kaolin,
0,karate,
1,karate,
0,karma,
1,karma,
0,kedge,release
1,kedge,
0,keg,
1,keg,
0,Kelly,
1,Kelly,
0,Ken,blindness
1,Ken,ignorance
0,ken,blindness
1,ken,ignorance
0,kennel,
1,kennel,
0,Kent,ignore
1,Kent,miss
0,kerf,
1,kerf,
0,khamsin,
1,khamsin,
0,khan,
1,khan,
0,Kidder,
1,Kidder,
0,Kids,
1,Kids,
0,kiln,
1,kiln,
0,kinswoman,
1,kinswoman,
0,kip,sense
1,kip,
0,Kirman,
1,Kirman,
0,Kit,
1,Kit,
0,kit,
1,kit,
0,Kitty,
1,Kitty,
0,kitty,
1,kitty,
0,Klondike,
1,Klondike,
0,knell,
1,knell,
0,knit,divide
1,knit,loosen
0,Ko,
1,Ko,
0,ko,
1,ko,
0,koala,
1,koala,
0,Kodak,
1,Kodak,
0,kodak,
1,kodak,
0,kowtow,ignore
1,kowtow,straighten
0,Kris,
1,Kris,
0,L,afraid
1,L,cautious
0,Laconic,long-winded
1,Laconic,wordy
0,lamber,aware
1,lamber,experienced
0,Lance,close
1,Lance,mend
0,Latin,complicated
1,Latin,modern
0,Laurel,criticism
1,Laurel,disadvantage
0,Lazarus,
1,Lazarus,
0,Lea,sky
1,Lea,
0,Lead,center
1,Lead,disadvantage
0,Leads,center
1,Leads,disadvantage
0,Lee,back
1,Lee,inside
0,Len,
1,Len,
0,Leninism,capitalism
1,Leninism,democracy
0,Leninist,capitalist
1,Leninist,conservative
0,Lent,
1,Lent,
0,Leo,
1,Leo,
0,Leonine,common
1,Leonine,inconspicuous
0,Lesbianism,
1,Lesbianism,
0,Lethe,attentiveness
1,Lethe,heed
0,Libra,
1,Libra,
0,Liebfraumilch,
1,Liebfraumilch,
0,Lilliputian,big
1,Lilliputian,giant
0,Limerick,
1,Limerick,
0,Lisle,
1,Lisle,
0,List,disorganization
1,List,
0,Lord,commoner
1,Lord,follower
0,Lot,whole
1,Lot,little
0,Lou,attractive
1,Lou,beautiful
0,Lucifer,
1,Lucifer,
0,Lug,hold
1,Lug,keep
0,Lulu,awful
1,Lulu,bad
0,Ma,
1,Ma,
0,Mac,
1,Mac,
0,mac,
1,mac,
0,Machetes,
1,Machetes,
0,Machiavellian,
1,Machiavellian,
0,Mackinaw,
1,Mackinaw,
0,Madonna,
1,Madonna,
0,Maelstrom,calm
1,Maelstrom,harmony
0,Magdalen,
1,Magdalen,
0,Magi,
1,Magi,
0,magma,
1,magma,
0,maiden,final
1,maiden,last
0,Major,humble
1,Major,inconsiderable
0,Male,female
1,Male,feminine
0,Mam,child
1,Mam,youngster
0,mangel,
1,mangel,
0,Manila,
1,Manila,
0,Manis,
1,Manis,
0,manna,
1,manna,
0,Mar,aid
1,Mar,assist
0,Marc,
1,Marc,
0,March,halt
1,March,retreat
0,Marconi,
1,Marconi,
0,marconi,
1,marconi,
0,Maria,
1,Maria,
0,maria,
1,maria,
0,Maritime,
1,Maritime,
0,Mark,blank
1,Mark,
0,marry,divide
1,marry,separate
0,Mars,
1,Mars,
0,Marsh,
1,Marsh,
0,Marshall,
1,Marshall,
0,Mart,
1,Mart,
0,mart,
1,mart,
0,Martian,
1,Martian,
0,Marxism,capitalism
1,Marxism,democracy
0,Marxist,capitalist
1,Marxist,conservative
0,Mary,
1,Mary,
0,Mason,wrecker
1,Mason,
0,Mass,whole
1,Mass,dissolution
0,masser,narrow
1,masser,incomplete
0,Mat,
1,Mat,
0,Mats,
1,Mats,
0,Matty,straight
1,Matty,
0,Maud,
1,Maud,
0,Max,least
1,Max,
0,May,
1,May,
0,maze,certainty
1,maze,line
0,Mecca,exterior
1,Mecca,exteriority
0,Media,
1,Media,
0,Medic,
1,Medic,
0,Medieval,current
1,Medieval,modern
0,Medusa,
1,Medusa,
0,Meg,
1,Meg,
0,melodia,silence
1,melodia,
0,Mendelianism,
1,Mendelianism,
0,Mendelism,
1,Mendelism,
0,Menorah,
1,Menorah,
0,Mephistopheles,angel
1,Mephistopheles,god
0,Mercury,
1,Mercury,
0,Meridional,northern
1,Meridional,
0,Merino,
1,Merino,
0,mesa,
1,mesa,
0,Messiah,
1,Messiah,
0,Messianic,corrupt
1,Messianic,irreligious
0,Methodize,
1,Methodize,
0,mice,
1,mice,
0,Mickey,
1,Mickey,
0,midiron,
1,midiron,
0,Miles,
1,Miles,
0,Mime,
1,Mime,
0,min,
1,min,
0,mindful,careless
1,mindful,heedless
0,Minimalist,embellished
1,Minimalist,lavish
0,Mister,
1,Mister,
0,mite,
1,mite,
0,Mo,
1,Mo,
0,mo,
1,mo,
0,Mocha,
1,Mocha,
0,Mod,old-fashioned
1,Mod,unfashionable
0,Modern,old
1,Modern,old-fashioned
0,Mogul,
1,Mogul,
0,Mohawk,
1,Mohawk,
0,Moira,plan
1,Moira,whole
0,Mojo,
1,Mojo,
0,Mole,
1,Mole,
0,Moll,
1,Moll,
0,moneygrubber,
1,moneygrubber,
0,Moor,let go
1,Moor,loose
0,Mosaic,
1,Mosaic,
0,mosaic,
1,mosaic,
0,Moselle,
1,Moselle,
0,mosey,hurry
1,mosey,leave
0,Mosquito,
1,Mosquito,
0,mot,
1,mot,
0,Mr,girl
1,Mr,female
0,Mrs,sir
1,Mrs,
0,Mucker,
1,Mucker,
0,Muse,disbelieve
1,Muse,discard
0,Muter,communicative
1,Muter,articulate
0,Myrmidon,enemy
1,Myrmidon,foe
0,N,
1,N,
0,Naiades,
1,Naiades,
0,Nanny,
1,Nanny,
0,Natal,auxiliary
1,Natal,minor
0,Nazi,democratic
1,Nazi,partial
0,Nazism,
1,Nazism,
0,Ned,be happy
1,Ned,compliment
0,Nemesis,advantage
1,Nemesis,associate
0,Nepenthes,
1,Nepenthes,
0,Neptune,
1,Neptune,
0,Neptunian,
1,Neptunian,
0,Nereid,
1,Nereid,
0,Nestor,
1,Nestor,
0,Niagara,
1,Niagara,
0,Nice,aloof
1,Nice,bad
0,Nick,compliment
1,Nick,praise
0,Nilometer,
1,Nilometer,
0,Nils,VIP
1,Nils,somebody
0,Ning,be happy
1,Ning,compliment
0,Ninja,
1,Ninja,
0,Nip,lot
1,Nip,
0,Noctiluca,
1,Noctiluca,
0,Noel,
1,Noel,
0,Norm,extreme
1,Norm,end
0,Nostradamus,
1,Nostradamus,
0,O,
1,O,
0,Od,
1,Od,
0,Odds,disadvantage
1,Odds,equality
0,Ods,
1,Ods,
0,Odyssey,
1,Odyssey,
0,Ok,abnormal
1,Ok,bad
0,Old,new
1,Old,young
0,Olive,
1,Olive,
0,Olympian,earthly
1,Olympian,hellish
0,Oman,
1,Oman,
0,Orang,
1,Orang,
0,Orca,
1,Orca,
0,Oriental,
1,Oriental,
0,Orphic,simple
1,Orphic,stupid
0,Orphism,
1,Orphism,
0,Orvieto,
1,Orvieto,
0,Os,
1,Os,
0,Oscines,
1,Oscines,
0,Ottoman,
1,Ottoman,
0,outnumber,
1,outnumber,
0,Ova,
1,Ova,
0,Oxford,
1,Oxford,
0,P,
1,P,
0,Pace,
1,Pace,
0,Page,inside
1,Page,middle
0,Pales,brighten
1,Pales,develop
0,Pan,
1,Pan,
0,Panacea,disease
1,Panacea,injury
0,Pandemonium,calm
1,Pandemonium,order
0,Panglossian,
1,Panglossian,
0,Panpipe,
1,Panpipe,
0,Paramecium,
1,Paramecium,
0,Parkinsonism,
1,Parkinsonism,
0,Part,whole
1,Part,agreement
0,Passe,current
1,Passe,modern
0,Passer,current
1,Passer,modern
0,Pat,imprecise
1,Pat,inexact
0,Patrician,common
1,Patrician,lower-class
0,Patsy,
1,Patsy,
0,Peg,detach
1,Peg,let go
0,Penny,
1,Penny,
0,Per,
1,Per,
0,Peripatetic,settled
1,Peripatetic,fixed
0,Peter,aid
1,Peter,ascend
0,Pharaoh,slave
1,Pharaoh,subject
0,Pharisaic,
1,Pharisaic,
0,Pharisaism,
1,Pharisaism,
0,Pharisee,
1,Pharisee,
0,Philander,
1,Philander,
0,Philippic,praise
1,Philippic,
0,Philistine,chaste
1,Philistine,clean
0,Philistinism,cognizance
1,Philistinism,understanding
0,Phoenix,
1,Phoenix,
0,Photostat,original
1,Photostat,difference
0,Pianola,
1,Pianola,
0,Pica,
1,Pica,
0,Pierce,close
1,Pierce,fix
0,Pierrot,
1,Pierrot,
0,Pietist,
1,Pietist,
0,Pigmy,giant
1,Pigmy,
0,Pilate,smooth
1,Pilate,
0,Pilot,
1,Pilot,
0,Pinna,
1,Pinna,
0,Plantae,
1,Plantae,
0,Plastic,hard
1,Plastic,inflexible
0,Plasticine,
1,Plasticine,
0,Platonic,physical
1,Platonic,
0,Platonist,pragmatist
1,Platonist,realist
0,Plenipotentiary,
1,Plenipotentiary,
0,Pluto,
1,Pluto,
0,Po,
1,Po,
0,Polaroid,
1,Polaroid,
0,Pole,
1,Pole,
0,Poll,
1,Poll,
0,Polly,
1,Polly,
0,Pollyanna,
1,Pollyanna,
0,Polypheme,dwarf
1,Polypheme,midget
0,Pompadour,
1,Pompadour,
0,Pop,
1,Pop,
0,Popish,
1,Popish,
0,Populist,
1,Populist,
0,Portuguese,
1,Portuguese,
0,Price,
1,Price,
0,Primates,
1,Primates,
0,Procrustean,gentle
1,Procrustean,merciful
0,Proteus,
1,Proteus,
0,Protozoa,
1,Protozoa,
0,Provencal,
1,Provencal,
0,Prudence,carelessness
1,Prudence,ignorance
0,Psyche,body
1,Psyche,physicality
0,Puritan,
1,Puritan,
0,Puritanism,
1,Puritanism,
0,Pygmy,giant
1,Pygmy,
0,Pyxis,back
1,Pyxis,
0,Quaker,perfection
1,Quaker,
0,quell,build up
1,quell,compliment
0,Raja,
1,Raja,
0,Rajah,
1,Rajah,
0,Ralph,take in
1,Ralph,
0,Ram,aid
1,Ram,assist
0,Ran,remain
1,Ran,stay
0,Randy,
1,Randy,
0,Ray,dullness
1,Ray,
0,Real,counterfeit
1,Real,dishonest
0,Recollect,calm
1,Recollect,forget
0,Red,
1,Red,
0,Renaissance,destruction
1,Renaissance,
0,Reuben,
1,Reuben,
0,Rex,commoner
1,Rex,
0,Rhadamanthine,immoral
1,Rhadamanthine,inadequate
0,Rich,destitute
1,Rich,impoverished
0,Rick,
1,Rick,
0,Riesling,
1,Riesling,
0,Riff,
1,Riff,
0,Rind,core
1,Rind,interior
0,Rob,give
1,Rob,help
0,Rockies,
1,Rockies,
0,Rod,
1,Rod,
0,Rodent,
1,Rodent,
0,Roger,
1,Roger,
0,Rogue,
1,Rogue,
0,Rolf,
1,Rolf,
0,Roman,complicated
1,Roman,modern
0,Romance,dislike
1,Romance,hate
0,Romanesque,usual
1,Romanesque,common
0,Romanism,
1,Romanism,
0,Romeo,
1,Romeo,
0,Root,effect
1,Root,end
0,Rotary,
1,Rotary,
0,Rube,
1,Rube,
0,Rubicon,
1,Rubicon,
0,Rugby,
1,Rugby,
0,Rum,common
1,Rum,normal
0,Ruman,
1,Ruman,
0,Rus,abhor
1,Rus,despise
0,Rusty,experienced
1,Rusty,practiced
0,Ruth,disdain
1,Ruth,happiness
0,Sabbath,
1,Sabbath,
0,Sabbatical,
1,Sabbatical,
0,Sabine,
1,Sabine,
0,Sac,
1,Sac,
0,Sagittarius,
1,Sagittarius,
0,Sahara,wetland
1,Sahara,
0,Saliva,
1,Saliva,
0,Sally,
1,Sally,
0,Salmon,
1,Salmon,
0,Salmonella,
1,Salmonella,
0,Samaritan,
1,Samaritan,
0,Samson,
1,Samson,
0,Sander,
1,Sander,
0,Sandy,
1,Sandy,
0,Sanity,ignorance
1,Sanity,inability
0,Santa,
1,Santa,
0,Sapphic,
1,Sapphic,
0,Satan,Archfiend
1,Satan,Christ
0,Satanism,
1,Satanism,
0,Satanist,
1,Satanist,
0,Saturday,
1,Saturday,
0,Saturn,
1,Saturn,
0,Saturnalia,
1,Saturnalia,
0,Saturnine,
1,Saturnine,
0,Savannah,
1,Savannah,
0,School,
1,School,
0,Scientist,
1,Scientist,
0,Scorpio,
1,Scorpio,
0,Scotch,
1,Scotch,
0,Scripture,
1,Scripture,
0,Sculptor,
1,Sculptor,
0,Seceder,
1,Seceder,
