,original,antonyms
0,abundancy,
1,abundancy,
0,abuse,good deed
1,abuse,kindness
0,abuser,
1,abuser,
0,abut,
1,abut,
0,abutment,
1,abutment,
0,academism,informality
1,academism,
0,accedence,denial
1,accedence,disagreement
0,accelerate,block
1,accelerate,cease
0,accelerator,
1,accelerator,
0,accent,triviality
1,accent,unimportance
0,accentuation,ignorance
1,accentuation,unimportance
0,acceptability,
1,acceptability,
0,acceptance,denial
1,acceptance,disagreement
0,acceptation,
1,acceptation,
0,acceptor,adversary
1,acceptor,agnostic
0,access,conclusion
1,access,egress
0,accessibility,
1,accessibility,
0,accessory,decrease
1,accessory,lessening
0,accidence,
1,accidence,
0,accident,blessing
1,accident,boon
0,accidentality,bad fortune
1,accidentality,misfortune
0,acclaim,blame
1,acclaim,censure
0,acclamation,criticism
1,acclamation,silence
0,acclamatory,
1,acclamatory,
0,acclimate,soften
1,acclimate,
0,acclimation,
1,acclimation,
0,acclimatization,
1,acclimatization,
0,acclivity,
1,acclivity,
0,accolade,
1,accolade,
0,accommodate,reject
1,accommodate,turn away
0,accommodativeness,disagreement
1,accommodativeness,disobedience
0,accompanist,
1,accompanist,
0,accomplice,antagonist
1,accomplice,enemy
0,accord,disagreement
1,accord,difference
0,accordance,disagreement
1,accordance,discord
0,accost,aid
1,accost,help
0,accouchement,
1,accouchement,
0,account,
1,account,
0,accountability,
1,accountability,
0,accountableness,disdain
1,accountableness,dishonesty
0,accounting,
1,accounting,
0,accouter,unclothe
1,accouter,
0,accouterment,
1,accouterment,
0,accredit,deny
1,accredit,disapprove
0,accreditation,disapproval
1,accreditation,refusal
0,accretion,decline
1,accretion,decrease
0,accroach,abstain
1,accroach,give
0,accruement,debt
1,accruement,loss
0,acculturate,
1,acculturate,
0,acculturation,
1,acculturation,
0,accumbency,
1,accumbency,standing
0,accumulation,decrease
1,accumulation,shrinkage
0,accumulator,
1,accumulator,
0,accuracy,inability
1,accuracy,erroneousness
0,accurse,
1,accurse,
0,accusation,approval
1,accusation,commendation
0,accuse,applaud
1,accuse,approve
0,accustom,
1,accustom,
0,ace,amateur
1,ace,unskilled
0,acedia,busyness
1,acedia,energy
0,acerate,
1,acerate,
0,acerb,
1,acerb,
0,acerbate,appease
1,acerbate,calm
0,acerbity,kindness
1,acerbity,mellowness
0,acervulus,
1,acervulus,
0,ache,comfort
1,ache,ease
0,achievement,defeat
1,achievement,failure
0,achromatopsia,
1,achromatopsia,
0,achy,
1,achy,
0,acid,bland
1,acid,dull
0,acidity,
1,acidity,
0,acidosis,
1,acidosis,
0,acidulate,
1,acidulate,
0,aciniform,
1,aciniform,
0,aciurgy,
1,aciurgy,
0,acme,base
1,acme,bottom
0,acne,
1,acne,
0,acolyte,
1,acolyte,
0,acquaintance,antagonist
1,acquaintance,detractor
0,acquaintanceship,aloofness
1,acquaintanceship,disagreement
0,acquiescence,disagreement
1,acquiescence,dissent
0,acquiescent,
1,acquiescent,
0,acquirer,loser
1,acquirer,owner
0,acquisition,loss
1,acquisition,failure
0,acquisitive,
1,acquisitive,
0,acquit,accuse
1,acquit,blame
0,acquittance,blame
1,acquittance,conviction
0,acre,
1,acre,
0,acreage,
1,acreage,
0,acridity,kindness
1,acridity,sweetness
0,acrimony,good will
1,acrimony,love
0,acrobat,clod
1,acrobat,
0,acropolis,
1,acropolis,
0,acrylic,
1,acrylic,
0,act,idleness
1,act,inaction
0,actinic,
1,actinic,
0,actinism,
1,actinism,
0,actinometer,
1,actinometer,
0,action,idleness
1,action,inaction
0,activate,check
1,activate,end
0,activation,boring
1,activation,depressing
0,activator,
1,activator,
0,activism,
1,activism,
0,activity,cessation
1,activity,idleness
0,acton,
1,acton,
0,actor,audience
1,actor,fan
0,actuality,failure
1,actuality,forfeit
0,actualization,
1,actualization,
0,actuation,concrete
1,actuation,discouragement
0,acuate,blunt
1,acuate,dull
0,acuity,ignorance
1,acuity,insensitivity
0,aculeate,bland
1,aculeate,blunt
0,acumination,
1,acumination,
0,acute,blunt
1,acute,calm
0,acuteness,
1,acuteness,
0,ad,
1,ad,
0,adage,
1,adage,
0,adamantine,
1,adamantine,
0,adapt,neglect
1,adapt,refuse
0,adaptability,
1,adaptability,
0,adaptation,
1,adaptation,
0,adapter,alienation
1,adapter,animosity
0,adaption,
1,adaption,
0,aday,
1,aday,
0,add,estimate
1,add,guess
0,addendum,decrease
1,addendum,lessening
0,adder,
1,adder,
0,addict,detractor
1,addict,
0,addiction,indifference
1,addiction,
0,addition,decrease
1,addition,deduction
0,additory,decreasing
1,additory,subtracting
0,addle,clarify
1,addle,clear up
0,addlebrain,brain
1,addlebrain,genius
0,addlepate,brain
1,addlepate,genius
0,adduce,hide
1,adduce,
0,adenoid,
1,adenoid,
0,adequacy,inadequacy
1,adequacy,inadequateness
0,adequation,difference
1,adequation,disagreement
0,adherent,antagonist
1,adherent,
0,adhesion,
1,adhesion,
0,adhesiveness,
1,adhesiveness,
0,adiposity,skinniness
1,adiposity,slimness
0,adit,conclusion
1,adit,departure
0,adjacency,openness
1,adjacency,
0,adjoin,disconnect
1,adjoin,divide
0,adjournment,continuation
1,adjournment,persistence
0,adjudge,defer
1,adjudge,hesitate
0,adjudicate,hesitate
1,adjudicate,defer
0,adjudication,beginning
1,adjudication,indecision
0,adjudicator,
1,adjudicator,
0,adjudicature,beginning
1,adjudicature,cause
0,adjure,answer
1,adjure,
0,adjuster,
1,adjuster,
0,adjustment,
1,adjustment,
0,adjuvant,necessary
1,adjuvant,needed
0,admeasure,collect
1,admeasure,gather
0,admeasurement,
1,admeasurement,
0,admensuration,extreme
1,admensuration,unimportance
0,administer,leave
1,administer,neglect
0,administrate,hold
1,administrate,keep
0,administration,disorganization
1,administration,disregard
0,admiration,criticism
1,admiration,dislike
0,admire,blame
1,admire,censure
0,admissibility,inability
1,admissibility,inadequacy
0,admission,conclusion
1,admission,prohibition
0,admit,abstain
1,admit,deny
0,admittance,conclusion
1,admittance,denial
0,admixture,division
1,admixture,separation
0,admonition,
1,admonition,
0,adnoun,
1,adnoun,
0,ado,aid
1,ado,calm
0,adobe,
1,adobe,
0,adolescence,adulthood
1,adolescence,infancy
0,adolescent,mature
1,adolescent,adult
0,adopt,deny
1,adopt,disagree
0,adoption,disapproval
1,adoption,opposition
0,adorableness,crudeness
1,adorableness,inelegance
0,adoration,disregard
1,adoration,disrespect
0,adorer,
1,adorer,
0,adrenaline,calm
1,adrenaline,relaxation
0,adrift,anchored
1,adrift,
0,adscription,disclaimer
1,adscription,dishonor
0,adulation,abuse
1,adulation,criticism
0,adulator,
1,adulator,
0,adulatory,unmannerly
1,adulatory,blaming
0,adult,adolescent
1,adult,infant
0,adulterate,aid
1,adulterate,approve
0,adulteration,
1,adulteration,
0,adulterator,
1,adulterator,
0,adulterer,
1,adulterer,
0,adulterine,faithful
1,adulterine,loyal
0,adulthood,childhood
1,adulthood,youth
0,adumbrate,illuminate
1,adumbrate,
0,adumbration,
1,adumbration,
0,adusk,bright
1,adusk,clear
0,advance,last
1,advance,later
0,advancement,decrease
1,advancement,failure
0,advantage,block
1,advantage,disadvantage
0,adventure,abstention
1,adventure,assurance
0,adventurer,
1,adventurer,
0,adversative,
1,adversative,
0,adversity,advantage
1,adversity,assistance
0,advert,disregard
1,advert,forget
0,advertence,
1,advertence,
0,advertent,careless
1,advertent,heedless
0,advertise,bottle up
1,advertise,conceal
0,advertisement,hiding
1,advertisement,
0,advertising,secret
1,advertising,
0,advice,blockage
1,advice,discouragement
0,advisability,inadvisability
1,advisability,
0,advise,disapprove
1,advise,discourage
0,advisement,
1,advisement,
0,adviser,
1,adviser,
0,advisor,pupil
1,advisor,student
0,advocacy,stop
1,advocacy,stoppage
0,advocator,
1,advocator,
0,adytum,advance
1,adytum,arrival
0,adz,
1,adz,
0,aegis,
1,aegis,
0,aerate,
1,aerate,
0,aerialist,clod
1,aerialist,
0,aerie,
1,aerie,
0,aeriform,ground
1,aeriform,
0,aerify,
1,aerify,
0,aerobic,
1,aerobic,
0,aeroembolism,
1,aeroembolism,
0,aerogram,
1,aerogram,
0,aerology,
1,aerology,
0,aeroplane,
1,aeroplane,
0,aerosol,
1,aerosol,
0,aery,
1,aery,
0,aestheticism,coarseness
1,aestheticism,crudeness
0,affability,aloofness
1,affability,coldness
0,affair,avocation
1,affair,entertainment
0,affect,continue
1,affect,hold
0,affectation,honesty
1,affectation,personality
0,affectibility,indifference
1,affectibility,insensibility
0,affectivity,
1,affectivity,
0,afferent,
1,afferent,
0,affiance,breach
1,affiance,break
0,affidavit,
1,affidavit,
0,affiliate,
1,affiliate,
0,affiliation,detachment
1,affiliation,dissolution
0,affinity,dislike
1,affinity,hate
0,affirm,deny
1,affirm,forget
0,affirmation,denial
1,affirmation,negation
0,afflatus,discouragement
1,afflatus,depression
0,afflict,aid
1,afflict,delight
0,affliction,advantage
1,affliction,benefit
0,afford,refuse
1,afford,reject
0,afforestation,
1,afforestation,
0,affranchise,detain
1,affranchise,hold
0,affray,agreement
1,affray,calm
0,affricate,
1,affricate,
0,affright,assist
1,affright,calm
0,affront,respect
1,affront,aid
0,aflame,dark
1,aflame,dim
0,aflutter,bold
1,aflutter,brave
0,afoot,completed
1,afoot,ended
0,aforethought,disregarded
1,aforethought,forgotten
0,aforetime,after
1,aforetime,afterward
0,afoul,good
1,afoul,right
0,aft,fore
1,aft,
0,afterlife,
1,afterlife,
0,aftermath,cause
1,aftermath,origin
0,aftermost,beginning
1,aftermost,middle
0,afternoon,
1,afternoon,
0,afterpiece,beginning
1,afterpiece,commencement
0,aftershock,
1,aftershock,
0,aftertaste,
1,aftertaste,
0,aftertime,past
1,aftertime,
0,afterward,earlier
1,afterward,beforehand
0,agape,
1,agape,
0,agate,
1,agate,
0,age,childhood
1,age,youth
0,agee,straight
1,agee,unbent
0,ageless,
1,ageless,
0,agency,
1,agency,
0,agenda,
1,agenda,
0,agendum,
1,agendum,
0,agent,
1,agent,
0,agglomerate,individual
1,agglomerate,one
0,agglomeration,
1,agglomeration,
0,agglutinate,coagulate
1,agglutinate,disconnect
0,agglutination,detachment
1,agglutination,disagreement
0,agglutinin,
1,agglutinin,
0,agglutinogen,
1,agglutinogen,
0,agglutinoid,
1,agglutinoid,
0,aggrandizement,
1,aggrandizement,
0,aggravate,aid
1,aggravate,delight
0,aggregation,
1,aggregation,
0,aggress,agree
1,aggress,make peace
0,aggression,
1,aggression,
0,aggressor,
1,aggressor,
0,aghast,unsurprised
1,aghast,
0,agile,apathetic
1,agile,depressed
0,agility,slowing
1,agility,slowness
0,agitate,calm
1,agitate,lull
0,agitator,moderate
1,agitator,
0,agitprop,truth
1,agitprop,
0,agname,unknown
1,agname,
0,agony,contentment
1,agony,happiness
0,agreeability,aloofness
1,agreeability,coldness
0,agreeableness,aloofness
1,agreeableness,coldness
0,agreement,denial
1,agreement,difference
0,agriculturalist,
1,agriculturalist,
0,agriculturist,
1,agriculturist,
0,ague,
1,ague,
0,ahoy,
1,ahoy,
0,aid,damage
1,aid,handicap
0,aide,boss
1,aide,leader
0,aider,
1,aider,
0,aigrette,bottom
1,aigrette,nadir
0,aiguille,base
1,aiguille,bottom
0,aileron,base
1,aileron,headquarters
0,ailment,health
1,ailment,
0,aimless,definite
1,aimless,methodical
0,air,
1,air,
0,aircraft,
1,aircraft,
0,airdrome,
1,airdrome,
0,airdrop,
1,airdrop,
0,airless,
1,airless,
0,airlift,
1,airlift,
0,airliner,
1,airliner,
0,airport,
1,airport,
0,airsickness,
1,airsickness,
0,airstrip,
1,airstrip,
0,airy,burdensome
1,airy,close
0,ajar,
1,ajar,
0,aka,name
1,aka,
0,akimbo,straight
1,akimbo,
0,ala,
1,ala,
0,alabaster,black
1,alabaster,dark
0,alabastrine,black
1,alabastrine,dark
0,alacrity,apathy
1,alacrity,coolness
0,alameda,
1,alameda,
0,alarm,assurance
1,alarm,calm
0,alarmable,calm
1,alarmable,cold
0,alarum,
1,alarum,
0,alate,lowly
1,alate,slow
0,albino,brunet
1,albino,brunette
0,alchemist,
1,alchemist,
0,alcohol,
1,alcohol,
0,alcoholism,
1,alcoholism,
0,aleatory,deliberate
1,aleatory,designed
0,alee,
1,alee,
0,alert,careless
1,alert,dull
0,alfresco,central
1,alfresco,interior
0,algae,
1,algae,
0,algebra,decrease
1,algebra,reduction
0,algidity,heat
1,algidity,warmth
0,algific,heated
1,algific,hot
0,algorithm,bad fortune
1,algorithm,loss
0,alias,
1,alias,
0,alibi,denial
1,alibi,question
0,alien,familiar
1,alien,normal
0,alienation,agreement
1,alienation,connection
0,align,disorganize
1,align,break
0,alimental,bad
1,alimental,insubstantial
0,alimentation,
1,alimentation,
0,alist,
1,alist,
0,aliveness,disregard
1,aliveness,ignorance
0,alkalescent,
1,alkalescent,
0,alky,
1,alky,
0,allay,aggravate
1,allay,agitate
0,allayment,aggravation
1,allayment,annoyance
0,allegation,exculpation
1,allegation,denial
0,allege,deny
1,allege,take back
0,allegiance,apathy
1,allegiance,dishonor
0,allegorist,
1,allegorist,
0,aller,incompletely
1,aller,none
0,allergen,
1,allergen,
0,alleviate,increase
1,alleviate,intensify
0,alleviator,
1,alleviator,
0,alley,
1,alley,
0,alliance,antagonism
1,alliance,detachment
0,alliteration,
1,alliteration,
0,allocation,whole
1,allocation,
0,allocution,listening
1,allocution,silence
0,allot,hold
1,allot,keep
0,allotment,whole
1,allotment,
0,allotrope,
1,allotrope,
0,allover,
1,allover,
0,alloy,division
1,alloy,separation
0,allude,
1,allude,
0,allure,repulsion
1,allure,
0,allurer,
1,allurer,
0,allusion,silence
1,allusion,reality
0,alluvion,
1,alluvion,
0,alluvium,debit
1,alluvium,withdrawal
0,aloof,compassionate
1,aloof,friendly
0,aloofness,sympathy
1,aloofness,
0,alopecia,
1,alopecia,
0,aloud,inaudibly
1,aloud,silently
0,alpenstock,
1,alpenstock,
0,alpha,
1,alpha,
0,alphabet,
1,alphabet,
0,alpine,
1,alpine,
0,alt,
1,alt,
0,altar,
1,altar,
0,alter,leave alone
1,alter,remain
0,alteration,agreement
1,alteration,sameness
0,altercate,agree
1,altercate,concur
0,altercation,agreement
1,altercation,calm
0,alterer,
1,alterer,
0,alterity,accord
1,alterity,agreement
0,alternate,necessary
1,alternate,
0,alternator,
1,alternator,
0,altiloquence,
1,altiloquence,
0,alto,
1,alto,
0,altruism,egoism
1,altruism,selfishness
0,alum,undergraduate
1,alum,
0,aluminum,
1,aluminum,
0,alumna,undergraduate
1,alumna,
0,alveolate,cramped
1,alveolate,little
0,alway,at no time
1,alway,never
0,amain,
1,amain,
0,amalgam,division
1,amalgam,separation
0,amalgamation,division
1,amalgamation,parting
0,amaranthine,
1,amaranthine,
0,amass,disperse
1,amass,divide
0,amassment,
1,amassment,
0,amateur,expert
1,amateur,professional
0,amatory,hateful
1,amatory,unfriendly
0,amaze,bore
1,amaze,calm
0,amazement,expectation
1,amazement,calmness
0,ambidexterity,forthrightness
1,ambidexterity,frankness
0,ambience,
1,ambience,
0,ambiguity,certainty
1,ambiguity,clarity
0,ambit,
1,ambit,
0,ambition,apathy
1,ambition,aversion
0,ambivalence,certainty
1,ambivalence,sureness
0,ambler,
1,ambler,
0,ambrosia,
1,ambrosia,
0,ambry,
1,ambry,
0,ambulance,
1,ambulance,
0,ambulate,run
1,ambulate,
0,ambulation,
1,ambulation,
0,ambulator,runner
1,ambulator,
0,ambulatory,settled
1,ambulatory,steady
0,ambush,
1,ambush,
0,ameliorate,aggravate
1,ameliorate,increase
0,amelioration,decline
1,amelioration,deterioration
0,amenability,disagreement
1,amenability,disobedience
0,amenableness,disagreement
1,amenableness,disobedience
0,amendatory,
1,amendatory,
0,amendment,damage
1,amendment,harm
0,amenity,hurt
1,amenity,injury
0,amentia,
1,amentia,
0,amerce,award
1,amerce,reward
0,amiability,aloofness
1,amiability,coldness
0,amiableness,aloofness
1,amiableness,
0,amicability,disagreement
1,amicability,dislike
0,amicableness,aloofness
1,amicableness,disagreement
0,amice,
1,amice,
0,amitosis,
1,amitosis,
0,ammo,
1,ammo,
0,ammunition,
1,ammunition,
0,amnesia,
1,amnesia,
0,amnesty,
1,amnesty,
0,amnia,
1,amnia,
0,amnion,
1,amnion,
0,amoeba,
1,amoeba,
0,amok,
1,amok,
0,amorist,
1,amorist,
0,amortization,debt
1,amortization,penalty
0,amount,
1,amount,
0,amphibiology,
1,amphibiology,
0,amphigory,sense
1,amphigory,truth
0,amphitheater,
1,amphitheater,
0,ample,cramped
1,ample,insignificant
0,amplification,abridgment
1,amplification,compression
0,amplifier,
1,amplifier,
0,ampoule,
1,ampoule,
0,ampulla,
1,ampulla,
0,amuck,
1,amuck,
0,amulet,
1,amulet,
0,amuse,annoy
1,amuse,depress
0,amusement,gloom
1,amusement,melancholy
0,ana,
1,ana,
0,anabasis,cessation
1,anabasis,decline
0,anabolism,
1,anabolism,
0,anaesthesia,
1,anaesthesia,
0,analgesia,
1,analgesia,
0,analogize,differ
1,analogize,imbalance
0,analogue,difference
1,analogue,
0,analogy,difference
1,analogy,dissimilarity
0,analyser,amateur
1,analyser,
0,analyst,
1,analyst,
0,analyzer,amateur
1,analyzer,
0,anamnesis,
1,anamnesis,
0,anamorphosis,grin
1,anamorphosis,smile
0,ananym,
1,ananym,
0,anarch,
1,anarch,
0,anarchy,calm
1,anarchy,harmony
0,anathema,love
1,anathema,
0,anathemize,
1,anathemize,
0,anatomization,connection
1,anatomization,joining
0,anatomy,connection
1,anatomy,
0,ancestor,descendant
1,ancestor,
0,ancestry,effect
1,ancestry,end
0,anchor,release
1,anchor,
0,anchorage,
1,anchorage,
0,ancilla,antagonist
1,ancilla,boss
0,ancon,line
1,ancon,
0,andiron,
1,andiron,
0,android,
1,android,
0,anemia,
1,anemia,
0,anemograph,
1,anemograph,
0,anemometer,
1,anemometer,
0,anemone,
1,anemone,
0,anent,
1,anent,
0,anesthesia,
1,anesthesia,
0,anew,
1,anew,
0,angel,demon
1,angel,devil
0,angelic,bad
1,angelic,earthly
0,angioma,
1,angioma,
0,angle,
1,angle,
0,angst,calmness
1,angst,confidence
0,anhedonia,cheer
1,anhedonia,delight
0,anility,strength
1,anility,adolescence
0,anima,body
1,anima,
0,animadversion,approval
1,animadversion,compliment
0,animadvert,approve
1,animadvert,commend
0,animalcula,
1,animalcula,
0,animalcule,
1,animalcule,
0,animalculum,
1,animalculum,
0,animalism,
1,animalism,
0,animality,
1,animality,
0,animate,dead
1,animate,inactive
0,animation,apathy
1,animation,calm
0,animator,
1,animator,
0,animosity,friendliness
1,animosity,friendship
0,anklebone,
1,anklebone,
0,anklet,
1,anklet,
0,anlace,
1,anlace,
0,anneal,flex
1,anneal,liquefy
0,annex,base
1,annex,lessening
0,annexation,decrease
1,annexation,loss
0,annihilation,building
1,annihilation,construction
0,annihilator,author
1,annihilator,creator
0,annotate,
1,annotate,confuse
0,annotation,heedlessness
1,annotation,neglect
0,annotator,
1,annotator,
0,announce,conceal
1,announce,hide
0,announcement,secret
1,announcement,concealment
0,announcer,
1,announcer,
0,annoy,aid
1,annoy,appease
0,annoyance,calmness
1,annoyance,happiness
0,annoyer,
1,annoyer,
0,annuity,debt
1,annuity,loss
0,annulate,
1,annulate,
0,annulment,approval
1,annulment,confirmation
0,annunciation,concealment
1,annunciation,
0,anodyne,
1,anodyne,
0,anoint,
1,anoint,
0,anomalism,regularity
1,anomalism,conformity
0,anon,
1,anon,
0,anonym,name
1,anonym,
0,anonymity,
1,anonymity,
0,anorak,
1,anorak,
0,anorexia,
1,anorexia,
0,answer,problem
1,answer,question
0,answerability,
1,answerability,
0,antacid,
1,antacid,
0,antagonism,agreement
1,antagonism,approval
0,antagonist,ally
1,antagonist,assistant
0,antagonizer,
1,antagonizer,
0,ante,
1,ante,
0,anteater,
1,anteater,
0,antecedence,
1,antecedence,
0,antecedency,
1,antecedency,
0,antedate,come after
1,antedate,follow
0,antelope,
1,antelope,
0,anteposition,subservience
1,anteposition,inferiority
0,anteriority,
1,anteriority,
0,anteroom,
1,anteroom,
0,anthem,
1,anthem,
0,anthesis,
1,anthesis,
0,anthill,depression
1,anthill,ditch
0,anthracosis,
1,anthracosis,
0,anthropogeny,
1,anthropogeny,
0,anthropography,
1,anthropography,
0,anthropoid,
1,anthropoid,
0,anthropology,
1,anthropology,
0,anthropophagi,
1,anthropophagi,
0,anthropophagite,
1,anthropophagite,
0,anti,consonant
1,anti,harmonious
0,antibody,
1,antibody,
0,antichrist,Archfiend
1,antichrist,Christ
0,anticipant,
1,anticipant,
0,anticipation,ignorance
1,anticipation,amazement
0,antidotal,damaging
1,antidotal,harmful
0,antidote,disease
1,antidote,
0,antigen,
1,antigen,
0,antihero,hero
1,antihero,heroine
0,antilogy,agreement
1,antilogy,same
0,antinomy,accord
1,antinomy,affection
0,antipathize,admire
1,antipathize,adore
0,antiphon,problem
1,antiphon,question
0,antipodal,agreeing
1,antipodal,like
0,antipode,same
1,antipode,
0,antiquarianism,
1,antiquarianism,
0,antiquate,
1,antiquate,
0,antique,young
1,antique,current
0,antiquity,convention
1,antiquity,modernity
0,antisepsis,
1,antisepsis,
0,antistrophe,
1,antistrophe,
0,antitoxin,
1,antitoxin,
0,antivenin,disease
1,antivenin,
0,antler,
1,antler,
0,antonym,same
1,antonym,synonym
0,antre,
1,antre,
0,antrorse,downward
1,antrorse,
0,antrum,solid
1,antrum,
0,anvil,
1,anvil,
0,anxiety,advantage
1,anxiety,belief
0,anybody,
1,anybody,
0,anyhow,
1,anyhow,
0,anyone,
1,anyone,
0,anyplace,
1,anyplace,
0,anything,
1,anything,
0,apace,
1,apace,
0,apartment,
1,apartment,
0,ape,
1,ape,
0,aperient,
1,aperient,
0,aperture,agreement
1,aperture,closing
0,apery,
1,apery,
0,apex,base
1,apex,bottom
0,aphid,
1,aphid,
0,aphonia,
1,aphonia,
0,aphrodisia,dislike
1,aphrodisia,hate
0,apiarist,
1,apiarist,
0,apiculturist,
1,apiculturist,
0,aplenty,meager
1,aplenty,scarce
0,apnea,continuation
1,apnea,persistence
0,apocalypse,good fortune
1,apocalypse,happiness
0,apogee,base
1,apogee,bottom
0,apologue,truth
1,apologue,
0,apology,denial
1,apology,refusal
0,apoplexy,consciousness
1,apoplexy,
0,aposiopesis,
1,aposiopesis,
0,aposteriori,
1,aposteriori,
0,apostrophe,accord
1,apostrophe,agreement
0,apothegm,
1,apothegm,
0,appall,assist
1,appall,assure
0,appanage,detriment
1,appanage,
0,apparatus,
1,apparatus,
0,apparel,
1,apparel,
0,apparent,unlikely
1,apparent,doubtful
0,apparition,certainty
1,apparition,fact
0,appeal,answer
1,appeal,reply
0,appealer,
1,appealer,
0,appearance,conclusion
1,appearance,departure
0,appeasement,difference
1,appeasement,disagreement
0,appeaser,agitator
1,appeaser,instigator
0,appellation,
1,appellation,
0,appendage,
1,appendage,
0,appendix,lessening
1,appendix,subtraction
0,apperception,ignorance
1,apperception,inability
0,apperceptive,careless
1,apperceptive,heedless
0,appertain,
1,appertain,
0,appetence,disgust
1,appetence,dislike
0,appetency,disgust
1,appetency,dislike
0,appetent,satisfied
1,appetent,apathetic
0,appetition,apathy
1,appetition,disinclination
0,appetizer,meal
1,appetizer,
0,applaud,blame
1,applaud,censure
0,apple,
1,apple,
0,appliance,
1,appliance,
0,applicability,
1,applicability,
0,application,misuse
1,application,
0,appoint,ignore
1,appoint,disallow
0,appointee,
1,appointee,
0,appointment,
1,appointment,
0,apportion,keep
1,apportion,withhold
0,apposite,inappropriate
1,apposite,
0,apposition,disagreement
1,apposition,discord
0,appraisal,
1,appraisal,
0,appraise,ignore
1,appraise,neglect
0,appraisement,
1,appraisement,
0,appraiser,
1,appraiser,
0,appreciate,
1,appreciate,criticize
0,appreciator,ignoramus
1,appreciator,
0,apprehend,free
1,apprehend,let go
0,apprehension,belief
1,apprehension,calm
0,apprentice,expert
1,apprentice,professional
0,apprenticeship,ignorance
1,apprenticeship,destruction
0,apprise,conceal
1,apprise,hide
0,approach,departure
1,approach,exit
0,approbate,contradict
1,approbate,deny
0,approbation,denial
1,approbation,disagreement
0,approbatory,
1,approbatory,
0,appropinquity,distance
1,appropinquity,remoteness
0,appropriation,bestowal
1,appropriation,giving
0,appropriator,loser
1,appropriator,owner
0,approval,ban
1,approval,condemnation
0,approximate,away
1,approximate,far
0,appurtenance,
1,appurtenance,
0,apriorism,denial
1,apriorism,reality
0,apriority,fact
1,apriority,proof
0,apse,bulge
1,apse,closure
0,aquaculture,
1,aquaculture,
0,aquamarine,
1,aquamarine,
0,aquarium,
1,aquarium,
0,aqueduct,
1,aqueduct,
0,aquiline,straight
1,aquiline,
0,aquiver,
1,aquiver,
0,arabesque,plainness
1,arabesque,eyesore
0,arachnid,
1,arachnid,
