,original,antonyms
1,expurgate,open
0,extemporize,plan
1,extemporize,prepare
0,exteriorize,keep
1,exteriorize,withhold
0,externalize,keep
1,externalize,withhold
0,familiarize,disarrange
1,familiarize,disorder
0,finance,
1,finance,
0,focalize,divide
1,focalize,separate
0,formalize,confuse
1,formalize,hesitate
0,fortify,harm
1,fortify,hurt
0,fraternize,disagree
1,fraternize,ignore
0,galvanize,bore
1,galvanize,calm
0,gelatinize,disperse
1,gelatinize,divide
0,generalize,ignore
1,generalize,miss
0,ghastliness,
1,ghastliness,
0,glorify,condemn
1,glorify,criticize
0,glowworm,
1,glowworm,
0,gormandize,abstain
1,gormandize,diet
0,grader,
1,grader,
0,grow,cease
1,grow,compress
0,happen,cease
1,happen,disappear
0,harmonize,conceal
1,harmonize,differ
0,homogenize,disarrange
1,homogenize,differ
0,homologize,disarrange
1,homologize,differ
0,hoove,
1,hoove,
0,humanize,
1,humanize,
0,humidify,collect
1,humidify,dehydrate
0,hybridize,clean
1,hybridize,disconnect
0,hyperbolize,abridge
1,hyperbolize,
0,hypnotize,disenchant
1,hypnotize,excite
0,hypostatize,conceal
1,hypostatize,cover
0,idealize,
1,idealize,
0,identify,confuse
1,identify,lose
0,idolize,abhor
1,idolize,condemn
0,illegalize,admit
1,illegalize,allow
0,immobilize,aid
1,immobilize,allow
0,immortalize,
1,immortalize,
0,immunize,
1,immunize,
0,improve,blow
1,improve,decline
0,incommensurate,
1,incommensurate,
0,inconsiderate,considerate
1,inconsiderate,generous
0,indefinite,bounded
1,indefinite,definite
0,indemnify,keep
1,indemnify,lose
0,individualize,allow
1,individualize,combine
0,induce,destroy
1,induce,discourage
0,industrialize,
1,industrialize,
0,initialize,
1,initialize,
0,institutionalize,disorder
1,institutionalize,disorganize
0,intellectualize,dismiss
1,intellectualize,disregard
0,intensify,decrease
1,intensify,diminish
0,internalize,detach
1,internalize,
0,interpose,erase
1,interpose,remove
0,interwove,untwine
1,interwove,untwist
0,irate,cheerful
1,irate,happy
0,itemize,conceal
1,itemize,estimate
0,keep,displace
1,keep,fail
0,keepsake,
1,keepsake,
0,kettledrum,
1,kettledrum,
0,kingfish,amateur
1,kingfish,greenhorn
0,kingmaker,
1,kingmaker,
0,kinkiness,conformity
1,kinkiness,normality
0,kirtle,
1,kirtle,
0,kith,
1,kith,
0,kittenish,lethargic
1,kittenish,stiff
0,knave,
1,knave,
0,knuckle,conquer
1,knuckle,decline
0,kudize,blame
1,kudize,censure
0,legalize,deny
1,legalize,disallow
0,legitimatize,deny
1,legitimatize,disallow
0,legitimize,disorganize
1,legitimize,deny
0,lionize,condemn
1,lionize,criticize
0,localize,expand
1,localize,free
0,logicalize,dismiss
1,logicalize,disregard
0,logomachize,agree
1,logomachize,approve
0,love,animosity
1,love,dislike
0,macadamize,dig up
1,macadamize,strip
0,magnetize,dissuade
1,magnetize,repel
0,magnify,compress
1,magnify,contract
0,martyrize,please
1,martyrize,soothe
0,materialize,disappear
1,materialize,hide
0,maximize,abridge
1,maximize,decrease
0,mechanize,
1,mechanize,
0,melodramatize,reduce
1,melodramatize,abandon
0,memorialize,abhor
1,memorialize,condemn
0,memorize,
1,memorize,forget
0,mesmerize,bore
1,mesmerize,tire
0,metastasize,dirty
1,metastasize,pour
0,metropolitanize,
1,metropolitanize,
0,mineralize,liquefy
1,mineralize,soften
0,minimize,develop
1,minimize,enlarge
0,misprize,accept
1,misprize,admire
0,mistake,accuracy
1,mistake,correction
0,modernize,damage
1,modernize,destroy
0,modify,disarrange
1,modify,disorder
0,mollify,aggravate
1,mollify,agitate
0,monetize,break
1,monetize,demolish
0,mongrelize,divide
1,mongrelize,part
0,monopolize,abstain
1,monopolize,fail
0,monumentalize,disregard
1,monumentalize,forget
0,moralize,praise
1,moralize,
0,motorize,
1,motorize,
0,mustache,
1,mustache,
0,nebula,
1,nebula,
0,needer,earn
1,needer,get
0,nib,
1,nib,
0,noose,
1,noose,
0,nut,
1,nut,
0,obtain,disperse
1,obtain,distribute
0,officialize,abstain
1,officialize,cease
0,ogreish,
1,ogreish,
0,optimize,weaken
1,optimize,worsen
0,opus,destruction
1,opus,ruin
0,organize,break
1,organize,destroy
0,ostracize,accept
1,ostracize,admit
0,outsize,dwarfed
1,outsize,insignificant
0,overseen,autonomous
1,overseen,capricious
0,oxidize,aid
1,oxidize,cool
0,palletize,uncover
1,palletize,detach
0,panegyrize,
1,panegyrize,
0,parallelize,differ
1,parallelize,disagree
0,participate,block
1,participate,direct
0,particularize,break
1,particularize,break off
0,pasteurize,adulterate
1,pasteurize,aid
0,patronize,hurt
1,patronize,antagonize
0,pauperize,enrich
1,pauperize,make rich
0,pen,open space
1,pen,pencil
0,penalize,compliment
1,penalize,aid
0,personalize,conceal
1,personalize,cover
0,personify,obscure
1,personify,
0,philosophize,disregard
1,philosophize,forget
0,phlebotomize,
1,phlebotomize,
0,plagiarize,give
1,plagiarize,
0,platinize,
1,platinize,
0,playbook,
1,playbook,
0,plunk,
1,plunk,
0,polarize,combine
1,polarize,connect
0,popularize,discredit
1,popularize,shun
0,portage,capture
1,portage,confinement
0,preachify,
1,preachify,
0,preconize,conceal
1,preconize,refrain
0,pressurize,allow
1,pressurize,encourage
0,proportionate,disproportionate
1,proportionate,dissimilar
0,propose,answer
1,propose,discourage
0,proselytize,attack
1,proselytize,deny
0,pulverize,lose
1,pulverize,surrender
0,quantify,guess
1,quantify,estimate
0,raciness,blandness
1,raciness,
0,rage,calm
1,rage,calmness
0,ratify,deny
1,ratify,destroy
0,rationalize,
1,rationalize,
0,realize,disbelieve
1,realize,forget
0,rectify,corrupt
1,rectify,harm
0,redraw,decrease
1,redraw,harm
0,reduce,compliment
1,reduce,develop
0,regularize,aid
1,regularize,assist
0,reify,conceal
1,reify,cover
0,rejoin,ask
1,rejoin,question
0,rekindle,kill
1,rekindle,
0,remove,accept
1,remove,add
0,rend,agree
1,rend,attach
0,reopen,finish
1,reopen,halt
0,reorganize,
1,reorganize,
0,replace,hold
1,replace,keep
0,replenish,damage
1,replenish,deplete
0,repose,action
1,repose,awakening
0,reprove,approve
1,reprove,compliment
0,resource,impotence
1,resource,inability
0,reunify,estrange
1,reunify,go separate ways
0,revitalize,break
1,revitalize,damage
0,revivify,agitate
1,revivify,annoy
0,revolutionize,
1,revolutionize,
0,ripply,even
1,ripply,level
0,ritualize,blame
1,ritualize,denounce
0,rivalize,neglect
1,rivalize,
0,roan,
1,roan,
0,roar,quiet
1,roar,silence
0,robber,law
1,robber,police
0,robotize,humanize
1,robotize,
0,rocklike,disloyal
1,rocklike,undependable
0,romanticize,
1,romanticize,
0,rove,
1,rove,
0,runny,inflexible
1,runny,solid
0,scandalize,compliment
1,scandalize,praise
0,schematize,confuse
1,schematize,destroy
0,scrutinize,forget
1,scrutinize,ignore
0,seer,
1,seer,
0,sell,buy
1,sell,conceal
0,sensitize,deaden
1,sensitize,
0,sentimentalize,
1,sentimentalize,
0,sermonize,praise
1,sermonize,
0,severalize,misinterpret
1,severalize,mistake
0,sheathe,free
1,sheathe,let go
0,shoulder,deny
1,shoulder,refuse
0,signify,conceal
1,signify,withhold
0,similize,dissociate
1,similize,abandon
0,simplify,grow
1,simplify,increase
0,singularize,condemn
1,singularize,confuse
0,skeletonize,
1,skeletonize,
0,skepticize,trust
1,skepticize,agree
0,slow,active
1,slow,complex
0,slumberland,action
1,slumberland,activity
0,snowflake,
1,snowflake,
0,soar,decline
1,soar,decrease
0,socialize,disagree
1,socialize,disassociate
0,solemnize,condemn
1,solemnize,denounce
0,solidify,dilute
1,solidify,dissolve
0,soliloquize,be quiet
1,soliloquize,conceal
0,solve,complicate
1,solve,confuse
0,specialize,stop
1,specialize,broaden
0,speechify,
1,speechify,be quiet
0,spermatize,
1,spermatize,
0,spiritualize,mislead
1,spiritualize,condemn
0,stabilize,destroy
1,stabilize,forget
0,standardize,disorder
1,standardize,disorganize
0,sterilize,adulterate
1,sterilize,aid
0,stigmatize,approve
1,stigmatize,commend
0,storify,
1,storify,tell the truth
0,strategize,
1,strategize,
0,stroboscope,
1,stroboscope,
0,stultify,excite
1,stultify,
0,stylize,refuse
1,stylize,
0,subsidize,disapprove
1,subsidize,hurt
0,substantialize,disappear
1,substantialize,hide
0,subtile,common
1,subtile,commonplace
0,subtilize,
1,subtilize,
0,succeed,fail
1,succeed,forfeit
0,summarize,add
1,summarize,enlarge
0,swabber,
1,swabber,
0,switch,stagnation
1,switch,inactivity
0,symbolize,hide
1,symbolize,
0,symmetrize,disproportion
1,symmetrize,imbalance
0,sympathize,scorn
1,sympathize,disapprove
0,synchronize,
1,synchronize,
0,synthesize,disorganize
1,synthesize,disperse
0,systematize,confuse
1,systematize,destroy
0,systemize,confuse
1,systemize,destroy
0,tabularize,confuse
1,tabularize,disarrange
0,tackle,
1,tackle,
0,take,debt
1,take,loss
0,tantalize,aid
1,tantalize,assist
0,terrorize,aid
1,terrorize,assist
0,testify,conceal
1,testify,deny
0,theatricalize,
1,theatricalize,
0,theorize,calculate
1,theorize,disbelieve
0,totalize,estimate
1,totalize,guess
0,track,
1,track,
0,tragedize,reduce
1,tragedize,abandon
0,tranquilize,agitate
1,tranquilize,anger
0,transmogrify,increase
1,transmogrify,keep
0,traumatize,calm
1,traumatize,compliment
0,trivialize,
1,trivialize,
0,twitch,steady
1,twitch,aid
0,typify,
1,typify,
0,tyrannize,follow
1,tyrannize,submit
0,undersize,big
1,undersize,enormous
0,winebibber,abstainer
1,winebibber,ascetic
0,womanize,
1,womanize,
