,original,antonyms
1,exegeses,
0,fenestra,
1,fenestra,
0,forfeits,award
1,forfeits,reward
0,fouler,clean
1,fouler,decent
0,gallows,
1,gallows,
0,gill,humbleness
1,gill,meekness
0,god,Satan
1,god,devil
0,goes,apathy
1,goes,discouragement
0,Graves,agitated
1,Graves,boisterous
0,halteres,
1,halteres,
0,halves,
1,halves,
0,hatchet,
1,hatchet,
0,headfirst,
1,headfirst,
0,heavens,
1,heavens,
0,herald,
1,herald,
0,hermaphrodite,
1,hermaphrodite,
0,herpes,
1,herpes,
0,hidden,aboveboard
1,hidden,apparent
0,hives,
1,hives,
0,hora,
1,hora,
0,housewares,
1,housewares,
0,huh,
1,huh,
0,hypnoses,analeptic
1,hypnoses,stimulant
0,impasse,solution
1,impasse,boon
0,impetuosity,calm
1,impetuosity,cautiousness
0,incongruity,
1,incongruity,
0,intersperse,collect
1,intersperse,gather
0,is,cease
1,is,depart
0,jeans,
1,jeans,
0,josh,
1,josh,
0,kipe,give
1,kipe,let go
0,labia,center
1,labia,interior
0,lachryma,
1,lachryma,
0,lapel,
1,lapel,
0,larva,
1,larva,
0,larynges,
1,larynges,
0,leaves,
1,leaves,
0,lee,back
1,lee,inside
0,lees,
1,lees,
0,lens,
1,lens,
0,lethargy,action
1,lethargy,awakening
0,letup,continuation
1,letup,continuity
0,lewd,chaste
1,lewd,clean
0,libra,
1,libra,
0,lilac,
1,lilac,
0,limes,
1,limes,
0,lisle,
1,lisle,
0,litotes,
1,litotes,
0,lofty,below
1,lofty,beneath
0,loin,
1,loin,
0,loll,straighten
1,loll,achieve
0,longs,low
1,longs,short
0,lop,lengthen
1,lop,
0,lotto,
1,lotto,
0,lugsail,
1,lugsail,
0,lumpy,
1,lumpy,
0,lunes,
1,lunes,
0,meiosis,
1,meiosis,
0,melodic,discordant
1,melodic,
0,mesdames,
1,mesdames,
0,messieurs,
1,messieurs,
0,mew,exclude
1,mew,face
0,misshapen,
1,misshapen,
0,mizzle,collect
1,mizzle,gather
0,mollycoddle,ignore
1,mollycoddle,
0,molten,
1,molten,
0,morn,darkness
1,morn,night
0,nares,
1,nares,
0,needs,
1,needs,
0,o,
1,o,
0,oodles,lack
1,oodles,
0,orc,
1,orc,
0,orchestra,
1,orchestra,
0,outfront,depressed
1,outfront,discouraged
0,panhandle,
1,panhandle,
0,paralyses,calm
1,paralyses,increase
0,parentheses,accord
1,parentheses,agreement
0,periphrases,conciseness
1,periphrases,directness
0,pharynges,
1,pharynges,
0,phonograph,
1,phonograph,
0,phrase,silence
1,phrase,
0,pinna,
1,pinna,
0,plethora,lack
1,plethora,scarcity
0,propitiatory,happy
1,propitiatory,unrepentant
0,psychosis,
1,psychosis,
0,pursue,aid
1,pursue,assist
0,rachides,
1,rachides,
0,ralph,take in
1,ralph,
0,rampart,depression
1,rampart,ditch
0,randy,
1,randy,
0,rang,free
1,rang,let go
0,raptorial,
1,raptorial,
0,ratty,
1,ratty,
0,receivables,
1,receivables,
0,rectangle,
1,rectangle,
0,redeemer,
1,redeemer,
0,reins,
1,reins,
0,remains,base
1,remains,core
0,riata,
1,riata,
0,rich,destitute
1,rich,impoverished
0,riches,lack
1,riches,poverty
0,riffle,arrange
1,riffle,calm
0,ropes,breach
1,ropes,break
0,royal,ignoble
1,royal,lowly
0,rue,be happy
1,rue,delight
0,sandy,
1,sandy,
0,sauerkraut,
1,sauerkraut,
0,shears,
1,shears,
0,shrunk,elevated
1,shrunk,enlarged
0,shuffle,rush
1,shuffle,run
0,shyly,
1,shyly,
0,sideburns,
1,sideburns,
0,sizes,
1,sizes,
0,slantingways,
1,slantingways,
0,slob,
1,slob,
0,slows,active
1,slows,complex
0,smithereens,lot
1,smithereens,whole
0,snuffles,
1,snuffles,fix
0,soapsuds,calm
1,soapsuds,peace
0,soles,ceiling
1,soles,top
0,somewheres,nowhere
1,somewheres,
0,sportsmanship,dishonesty
1,sportsmanship,
0,spry,inactive
1,spry,lazy
0,stab,
1,stab,
0,stoa,
1,stoa,
0,stoic,caring
1,stoic,concerned
0,sullen,agreeable
1,sullen,bright
0,swab,dirty
1,swab,
0,swipes,praise
1,swipes,
0,synopses,expansion
1,synopses,
0,syphilis,
1,syphilis,
0,testes,
1,testes,
0,theirs,
1,theirs,
0,thereabouts,rarely
1,thereabouts,sometimes
0,toe,
1,toe,
0,ton,
1,ton,
0,topnotch,bad
1,topnotch,inferior
0,tops,
1,tops,
0,train,individual
1,train,
0,trey,
1,trey,
0,turns,failure
1,turns,inability
0,twelfth,
1,twelfth,
0,vein,blandness
1,vein,dullness
0,vortices,
1,vortices,
0,whereabouts,
1,whereabouts,
0,whitecap,
1,whitecap,
0,whites,
1,whites,
0,wipe,dirty
1,wipe,
0,wirepull,
1,wirepull,
0,wiz,imbecile
1,wiz,amateur
0,works,
1,works,
