,original,antonyms
1,farrago,
0,fauces,
1,fauces,
0,feces,
1,feces,
0,filings,
1,filings,
0,fils,daughter
1,fils,
0,firedog,
1,firedog,
0,fitters,
1,fitters,
0,fives,
1,fives,
0,flannels,
1,flannels,
0,fleecy,
1,fleecy,
0,floristics,
1,floristics,
0,footings,top
1,footings,
0,footlights,tragedy
1,footlights,comedy
0,foramen,mountain
1,foramen,closing
0,forceps,
1,forceps,
0,forcipes,
1,forcipes,
0,forwards,behind
1,forwards,
0,funds,debt
1,funds,loss
0,fungus,cleanliness
1,fungus,goodness
0,funnel,fail
1,funnel,lose
0,gadfly,
1,gadfly,
0,gains,debt
1,gains,loss
0,gantries,
1,gantries,
0,gapes,ignore
1,gapes,close
0,garnets,
1,garnets,
0,gashes,closing
1,gashes,closure
0,genetics,connection
1,genetics,
0,genitals,
1,genitals,
0,geopolitics,
1,geopolitics,
0,geoponics,destruction
1,geoponics,
0,geriatrics,adolescence
1,geriatrics,childhood
0,ghetti,
1,ghetti,
0,giblets,
1,giblets,
0,glasses,
1,glasses,
0,goods,
1,goods,
0,graphics,
1,graphics,
0,grapnel,release
1,grapnel,
0,gravamen,
1,gravamen,
0,graveclothes,brightness
1,graveclothes,light
0,grits,deprivation
1,grits,starvation
0,groovy,
1,groovy,
0,grounds,sky
1,grounds,
0,grouts,
1,grouts,
0,grovelings,generosity
1,grovelings,nobility
0,grubs,
1,grubs,
0,gunnies,
1,gunnies,
0,gymnastics,
1,gymnastics,
0,gynics,masculinity
1,gynics,
0,halieutics,
1,halieutics,
0,harmonics,disagreement
1,harmonics,discord
0,harpings,
1,harpings,
0,haruspices,
1,haruspices,
0,heaps,little
1,heaps,
0,hearts,animosity
1,hearts,apathy
0,heavies,center
1,heavies,disadvantage
0,helices,line
1,helices,
0,hemen,
1,hemen,
0,hermeneutics,
1,hermeneutics,
0,hers,
1,hers,
0,hookers,
1,hookers,
0,hoppers,idleness
1,hoppers,inaction
0,housefurnishings,
1,housefurnishings,
0,hunkers,face
1,hunkers,meet
0,hunks,whole
1,hunks,individual
0,hydroponics,destruction
1,hydroponics,
0,hygienics,dirtiness
1,hygienics,filth
0,hypotheses,fact
1,hypotheses,proof
0,hysterics,calm
1,hysterics,calmness
0,imagines,break
1,imagines,destroy
0,indecorum,correction
1,indecorum,decency
0,indices,
1,indices,
0,indoors,
1,indoors,
0,inks,
1,inks,
0,internals,exterior
1,internals,exteriority
0,irenics,
1,irenics,
0,italics,
1,italics,
0,jackanapes,angel
1,jackanapes,
0,jakes,OK
1,jakes,unacceptable
0,jiggers,
1,jiggers,
0,jitters,calmness
1,jitters,
0,jodhpurs,
1,jodhpurs,
0,kelpie,living being
1,kelpie,
0,kinesics,
1,kinesics,
0,kinetics,idleness
1,kinetics,stagnation
0,kleptomaniac,
1,kleptomaniac,
0,knickers,
1,knickers,
0,kudos,condemnation
1,kudos,denunciation
0,ladies,
1,ladies,
0,lances,close
1,lances,mend
0,latices,
1,latices,
0,lazybones,hard worker
1,lazybones,
0,leeches,
1,leeches,
0,lemmata,
1,lemmata,
0,levers,
1,levers,
0,linguistics,
1,linguistics,
0,links,
1,links,
0,lodgings,office
1,lodgings,
0,logistics,
1,logistics,
0,longways,head-on
1,longways,lengthwise
0,lots,little
1,lots,
0,macrocosmos,
1,macrocosmos,
0,mains,auxiliary
1,mains,common
0,manes,living being
1,manes,
0,manners,bad manners
1,manners,crudeness
0,marbles,disbelief
1,marbles,ignorance
0,marginalia,silence
1,marginalia,
0,mathematics,decrease
1,mathematics,reduction
0,matrices,disorganization
1,matrices,effect
0,mechanics,
1,mechanics,
0,media,
1,media,
0,melodramatics,
1,melodramatics,
0,men,individual
1,men,one
0,mends,break
1,mends,damage
0,menses,
1,menses,
0,metamorphoses,continue
1,metamorphoses,keep
0,metaphysics,
1,metaphysics,
0,metempsychoses,destruction
1,metempsychoses,
0,metrics,prose
1,metrics,
0,miasmata,perfume
1,miasmata,sweetness
0,mids,extreme
1,mids,
0,millions,
1,millions,
0,mines,end
1,mines,lack
0,misbegotten,lawful
1,misbegotten,legal
0,misogyny,misandry
1,misogyny,
0,mitre,
1,mitre,
0,mnemonics,concrete
1,mnemonics,reality
0,molasses,
1,molasses,
0,moneybags,communist
1,moneybags,
0,monopoly,distribution
1,monopoly,
0,moors,let go
1,moors,loose
0,morals,corruption
1,morals,dishonesty
0,mores,bad manners
1,mores,
0,mornings,darkness
1,mornings,sunset
0,muffin,
1,muffin,
0,munitions,
1,munitions,
0,nautics,
1,nautics,
0,needles,advantage
1,needles,belief
0,nemeses,advantage
1,nemeses,associate
0,nepenthes,
1,nepenthes,
0,neuroses,balance
1,neuroses,conformity
0,newt,
1,newt,
0,nightcaps,aperitif
1,nightcaps,
0,nights,
1,nights,
0,nineholes,
1,nineholes,
0,ninepins,
1,ninepins,
0,nippers,
1,nippers,
0,nitroglycerin,
1,nitroglycerin,
0,nones,some
1,nones,
0,notify,conceal
1,notify,hide
0,nowadays,late
1,nowadays,old
0,nowheres,certainty
1,nowheres,certitude
0,nucleonics,
1,nucleonics,
0,numbles,
1,numbles,
0,numen,failing
1,numen,shortcoming
0,nuptials,divorce
1,nuptials,
0,nutmeg,
1,nutmeg,
0,oases,
1,oases,
0,oddments,base
1,oddments,core
0,odds,disadvantage
1,odds,equality
0,oes,
1,oes,
0,oftentimes,rarely
1,oftentimes,seldom
0,ofttimes,rarely
1,ofttimes,seldom
0,omen,
1,omen,
0,onomasticon,
1,onomasticon,
0,ons,precede
1,ons,retreat
0,onwards,backward
1,onwards,backwards
0,optics,
1,optics,
0,outdoors,indoors
1,outdoors,
0,overalls,
1,overalls,
0,overclothes,
1,overclothes,
0,overeaten,abstain
1,overeaten,fast
0,pancreas,
1,pancreas,
0,pantaloons,
1,pantaloons,
0,panties,
1,panties,
0,pants,
1,pants,
0,paradisaic,
1,paradisaic,
0,pedagogics,confusion
1,pedagogics,destruction
0,pelves,
1,pelves,
0,penetralia,exterior
1,penetralia,exteriority
0,people,animals
1,people,plants
0,personnel,
1,personnel,
0,pes,
1,pes,
0,phalanges,foot
1,phalanges,
0,pharmaceutics,disease
1,pharmaceutics,
0,phases,whole
1,phases,
0,phenomena,
1,phenomena,
0,phonemics,
1,phonemics,
0,phonetics,
1,phonetics,
0,physics,
1,physics,
0,pickings,
1,pickings,
0,piles,few
1,piles,
0,pincers,
1,pincers,
0,Pisces,
1,Pisces,
0,plastics,
1,plastics,
0,plies,disregard
1,plies,ignore
0,pliers,
1,pliers,
0,plumps,
1,plumps,
0,polemics,
1,polemics,
0,police,
1,police,
0,politics,
1,politics,
0,pontifices,
1,pontifices,
0,posteriors,front
1,posteriors,anterior
0,potatoes,
1,potatoes,
0,pragmatics,
1,pragmatics,
0,prefixed,detach
1,prefixed,disconnect
0,pricks,
1,pricks,
0,proceeds,debt
1,proceeds,cause
0,props,
1,props,
0,prosthetics,
1,prosthetics,
0,psychics,end
1,psychics,
0,psychoses,
1,psychoses,
0,pyrotechnics,
1,pyrotechnics,
0,pyxides,back
1,pyxides,
0,quarters,office
1,quarters,unemployment
0,quits,allow
1,quits,begin
0,quoits,
1,quoits,
0,radices,effect
1,radices,end
0,radiodynamics,
1,radiodynamics,
0,radionics,
1,radionics,
0,raspings,
1,raspings,
0,rattles,appease
1,rattles,placate
0,ravens,gift
1,ravens,
0,reales,illegitimate
1,reales,
0,rearwards,
1,rearwards,
0,reges,commoner
1,reges,
0,regimen,
1,regimen,
0,regimentals,
1,regimentals,
0,reps,disapproval
1,reps,disbelief
0,ribaldry,blessing
1,ribaldry,cleanliness
0,roosters,
1,roosters,
0,rubbers,
1,rubbers,
0,rumen,
1,rumen,
0,sans,full
1,sans,complete
0,sawbones,patient
1,sawbones,
0,scabies,
1,scabies,
0,scads,little
1,scads,
0,scales,
1,scales,
0,scatterbrains,brain
1,scatterbrains,genius
0,schemata,being
1,schemata,disorganization
0,scissors,
1,scissors,
0,scoria,
1,scoria,
0,scorn,flattery
1,scorn,praise
0,scourings,base
1,scourings,core
0,scratches,
1,scratches,
0,scurvy,
1,scurvy,
0,semantics,
1,semantics,
0,semen,being
1,semen,concrete
0,sentinel,
1,sentinel,
0,separates,agree
1,separates,attach
0,sessions,
1,sessions,
0,settlings,debit
1,settlings,withdrawal
0,shakers,
1,shakers,
0,shallows,
1,shallows,
0,shavings,
1,shavings,
0,shies,face
1,shies,meet
0,shingles,
1,shingles,
0,shorewards,asea
1,shorewards,
0,shorts,
1,shorts,
0,shrapnel,
1,shrapnel,
0,shucks,
1,shucks,
0,sib,
1,sib,
0,sides,quiet
1,sides,silence
0,sidewards,
1,sidewards,
0,significs,
1,significs,
0,sinewy,skinny
1,sinewy,weak
0,singles,groom
1,singles,husband
0,skies,earth
1,skies,
0,skittles,
1,skittles,
0,skivvies,
1,skivvies,
0,slithers,
1,slithers,
0,slobbers,pour
1,slobbers,
0,slogan,
1,slogan,
0,slops,assets
1,slops,possessions
0,smallclothes,
1,smallclothes,
0,smalls,adequate
1,smalls,big
0,snaffles,
1,snaffles,
0,snails,
1,snails,
0,snaps,
1,snaps,
0,snuffers,
1,snuffers,
0,sons,daughter
1,sons,
0,spaghetti,
1,spaghetti,
0,sparks,
1,sparks,
0,species,whole
1,species,
0,specimen,whole
1,specimen,
0,speckle,
1,speckle,
0,specks,blank
1,specks,lot
0,spectacles,
1,spectacles,
0,sphinges,
1,sphinges,
0,spoken,suppressed
1,spoken,heard
0,sports,work
1,sports,entertainment
0,spurrings,slowing
1,spurrings,deceleration
0,staggers,carry on
1,staggers,continue
0,stamen,
1,stamen,
0,starets,
1,starets,
0,stases,difference
1,stases,disagreement
0,statics,agreement
1,statics,harmony
0,statistics,
1,statistics,
0,stays,
1,stays,
0,stemmata,
1,stemmata,
0,stickers,
1,stickers,
0,sticks,
1,sticks,
0,stocks,
1,stocks,
0,stomata,
1,stomata,
0,strangles,free
1,strangles,start
0,streets,
1,streets,
0,summons,
1,summons,
0,sundries,base
1,sundries,cleanliness
0,superficies,core
1,superficies,interior
0,superstrata,core
1,superstrata,interior
0,surroundings,
1,surroundings,
0,suspenders,
1,suspenders,
0,sweepings,cleanliness
1,sweepings,possessions
0,syllogistics,
1,syllogistics,
0,syntactics,
1,syntactics,
0,syntheses,division
1,syntheses,separation
0,tabes,
1,tabes,
0,tables,
1,tables,
0,tactics,
1,tactics,
0,tailings,
1,tailings,
0,takings,
1,takings,
0,talaria,
1,talaria,
0,tales,
1,tales,truth
0,tangs,apathy
1,tangs,blandness
0,taps,
1,taps,
0,tars,
1,tars,
0,technics,disorganization
1,technics,break
0,teem,retreat
1,teem,fail
0,teems,retreat
1,teems,fail
0,teens,adulthood
1,teens,infancy
0,telemechanics,
1,telemechanics,
0,tenderloin,
1,tenderloin,
0,tenues,
1,tenues,
0,thanks,condemnation
1,thanks,disapproval
0,theatricals,
1,theatricals,
0,theatrics,
1,theatrics,
0,therapeutics,
1,therapeutics,
0,theses,fact
1,theses,proof
0,thoraces,back
1,thoraces,
0,threaten,assist
1,threaten,help
0,thrustings,hesitation
1,thrustings,idleness
0,tidings,ignorance
1,tidings,quiet
0,tights,
1,tights,
0,times,debt
1,times,poorness
0,timpani,
1,timpani,
0,togs,
1,togs,
0,tongs,
1,tongs,
0,torques,stagnation
1,torques,
0,towards,
1,towards,
0,traps,
1,traps,
0,triceps,leg
1,triceps,body
0,trollops,
1,trollops,
0,trousers,
1,trousers,
0,trucks,
1,trucks,
0,turbines,
1,turbines,
0,twinkles,darken
1,twinkles,dull
0,unawares,consciously
1,unawares,knowingly
0,underclothes,
1,underclothes,
0,underpants,
1,underpants,
0,undies,
1,undies,
0,ungues,
1,ungues,
0,unmentionables,
1,unmentionables,
0,uppers,block
1,uppers,discouragement
0,uprights,
1,uprights,
0,upwards,downward
1,upwards,
0,usings,fun
1,usings,unemployment
0,velours,
1,velours,
0,vertices,base
1,vertices,bottom
0,vertigo,
1,vertigo,
0,vespers,
1,vespers,
0,victuals,
1,victuals,
0,vim,apathy
1,vim,dullness
0,virtuosi,amateur
1,virtuosi,ignoramus
0,vitals,exterior
1,vitals,exteriority
0,wages,bills
1,wages,debt
0,wakes,
1,wakes,
0,ways,approachable
1,ways,mingling
0,whereas,
1,whereas,
0,whiles,
1,whiles,
0,whits,lot
1,whits,whole
0,whoops,
1,whoops,
0,willies,advantage
1,willies,belief
0,winnings,debt
1,winnings,loss
0,wireworks,
1,wireworks,
0,withers,build
1,withers,develop
0,withindoors,exterior
1,withindoors,outside
0,womenfolks,
1,womenfolks,
0,workfolks,
1,workfolks,
0,wounds,happiness
1,wounds,advantage
0,yaws,stay
1,yaws,straighten
0,yellows,brave
1,yellows,bold
0,yes,disagreed
1,yes,
0,yours,
1,yours,
