Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
14,amazing,VBG,"  (감탄스럽도록) 놀라운 (=astounding, incredible)  ","(감탄스럽도록) 놀라운 (=astounding, incredible)  ","(감탄스럽도록) 놀라운 (=astounding, incredible)  ",,"(감탄스럽도록) 놀라운 (=astounding, incredible)  ",,believable,,fascinating
15,ambling,VBG,  느린 걸음걸이의  ,느린 걸음걸이의  ,느린 걸음걸이의  ,,느린 걸음걸이의  ,느린 걸음걸이의,run,느린 걸음걸이의,loiter
16,amusing,VBG,"  재미있는, 즐거운  ","재미있는, 즐거운  ","재미있는, 즐거운  ",,"재미있는, 즐거운  ","재미있는, 즐거운",boring,"재미있는, 즐거운",charming
17,animating,VBG,"  생기를 주는, 고무하는  ","생기를 주는, 고무하는  ","생기를 주는, 고무하는  ",,"생기를 주는, 고무하는  ","생기를 주는, 고무하는",depressing,"생기를 주는, 고무하는",exhilarating
18,annoying,VBG,  짜증스러운 (=irritating)  ,짜증스러운 (=irritating)  ,짜증스러운 (=irritating)  ,,짜증스러운 (=irritating)  ,짜증스러운 ,agreeable,짜증스러운 ,bothersome
19,antidumping,VBG,  덤핑 방지의  ,덤핑 방지의  ,덤핑 방지의  ,,덤핑 방지의  ,덤핑 방지의,,덤핑 방지의,NaN
20,antifoaming,VBG,"  감포(減泡)의, 거품 방지의.  ","감포(減泡)의, 거품 방지의.  ","감포(減泡)의, 거품 방지의.  ",,"감포(減泡)의, 거품 방지의.  ","감포의, 거품 방지의.",,"감포의, 거품 방지의.",NaN
21,antifreezing,VBG,"  부동의, 항동결(抗凍結)의, 내한(耐寒)의.  ","부동의, 항동결(抗凍結)의, 내한(耐寒)의.  ","부동의, 항동결(抗凍結)의, 내한(耐寒)의.  ",,"부동의, 항동결(抗凍結)의, 내한(耐寒)의.  ","부동의, 항동결의.",,"부동의, 항동결의.",NaN
22,antilynching,VBG,  폭력적인 사적 제재에 반대하는  ,폭력적인 사적 제재에 반대하는  ,폭력적인 사적 제재에 반대하는  ,,폭력적인 사적 제재에 반대하는  ,폭력적인 사적 제재에 반대하는,,폭력적인 사적 제재에 반대하는,NaN
23,antishipping,VBG,  어떤 커플이 사귀는 것에 반대하는  ,어떤 커플이 사귀는 것에 반대하는  ,어떤 커플이 사귀는 것에 반대하는  ,,어떤 커플이 사귀는 것에 반대하는  ,어떤 커플이 사귀는 것에 반대하는,,어떤 커플이 사귀는 것에 반대하는,NaN
24,aping,VBG,[英 못마땅함]  (무엇을 제대로 하지 못하고) 겨우 흉내만 내다 (=imitate)      3.    ,  (무엇을 제대로 하지 못하고) 겨우 흉내만 내다 (=imitate)      3,  (무엇을 제대로 하지 못하고) 겨우 흉내만 내다 (=imitate)      3,,  (무엇을 제대로 하지 못하고) 겨우 흉내만 내다 (=imitate)      3, 3,, 3,parody
25,appraising,VBG,  평가하는 (듯한)  ,평가하는 (듯한)  ,평가하는 (듯한)  ,,평가하는 (듯한)  ,평가하는 ,neglect,평가하는 ,audit
26,arching,VBG,  아치를 이루는  ,아치를 이루는  ,아치를 이루는  ,,아치를 이루는  ,아치를 이루는,,아치를 이루는,bending
27,archking,VBG,  아치를 이루는  ,아치를 이루는  ,아치를 이루는  ,,아치를 이루는  ,아치를 이루는,,아치를 이루는,NaN
28,arcking,VBG,arc의 현재분사.  ,arc의 현재분사.  ,arc의 현재분사.  ,,arc의 현재분사.  ,arc의 현재분사.,concentrate,arc의 현재분사.,bend
29,arresting,VBG,"[격식]  시선을 사로잡는, 아주 매력적인  ","  시선을 사로잡는, 아주 매력적인  ","  시선을 사로잡는, 아주 매력적인  ",,"  시선을 사로잡는, 아주 매력적인  ","시선을 사로잡는, 아주 매력적인",normal,"시선을 사로잡는, 아주 매력적인",eye-catching
30,assenting,VBG,[격식]  찬성하다  ,  찬성하다  ,  찬성하다  ,,  찬성하다  ,찬성하다,disagreeable,찬성하다,benign
31,astonishing,VBG,"  정말 놀라운, 믿기 힘든 (=amazing)  ","정말 놀라운, 믿기 힘든 (=amazing)  ","정말 놀라운, 믿기 힘든 (=amazing)  ",,"정말 놀라운, 믿기 힘든 (=amazing)  ","정말 놀라운, 믿기 힘든 ",insignificant,"정말 놀라운, 믿기 힘든 ",astounding
32,astounding,VBG,"  경악스러운, 믿기 어려운 (=astonishing)  ","경악스러운, 믿기 어려운 (=astonishing)  ","경악스러운, 믿기 어려운 (=astonishing)  ",,"경악스러운, 믿기 어려운 (=astonishing)  ","경악스러운, 믿기 어려운 ",,"경악스러운, 믿기 어려운 ",breathtaking
33,avenging,VBG,"  복수의, 보복의  ","복수의, 보복의  ","복수의, 보복의  ",,"복수의, 보복의  ","복수의, 보복의",friendly,"복수의, 보복의",hostile
34,awing,VBG,[격식]  온통 경외심을 갖게 하다  ,  온통 경외심을 갖게 하다  ,  온통 경외심을 갖게 하다  ,,  온통 경외심을 갖게 하다  ,온통 경외심을 갖게 하다,expectation,온통 경외심을 갖게 하다,apprehension
35,backbreaking,VBG,  몹시 힘든[고된]  ,몹시 힘든[고된]  ,몹시 힘든[고된]  ,,몹시 힘든[고된]  ,몹시 힘든,facile,몹시 힘든,exhausting
36,baffling,VBG,"  저해하는, 당황하게 하는, 이해할 수 없는  ","저해하는, 당황하게 하는, 이해할 수 없는  ","저해하는, 당황하게 하는, 이해할 수 없는  ",,"저해하는, 당황하게 하는, 이해할 수 없는  ","저해하는, 당황하게 하는, 이해할 수 없는",comprehensible,"저해하는, 당황하게 하는, 이해할 수 없는",confusing
37,baking,VBG,  타는 듯이 더운  ,타는 듯이 더운  ,타는 듯이 더운  ,,타는 듯이 더운  ,타는 듯이 더운,,타는 듯이 더운,boiling
38,bangling,VBG,"  ...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ",,"...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 하다",,"...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 하다",NaN
39,barking,VBG,"  (잘) 짖는, 정신이 이상한      2.    [명사]  [U] 짖는 소리, 심한 기침, [구어] 호통  ",Longer,Longer,,Longer,Longer,,Longer,growl
40,barnstorming,VBG,  (공연·스포츠 경기 등이) 활기 넘치는[아주 재미있는]  ,(공연·스포츠 경기 등이) 활기 넘치는[아주 재미있는]  ,(공연·스포츠 경기 등이) 활기 넘치는[아주 재미있는]  ,,(공연·스포츠 경기 등이) 활기 넘치는[아주 재미있는]  , 활기 넘치는,, 활기 넘치는,campaign
41,begging,VBG,  구걸하는  ,구걸하는  ,구걸하는  ,,구걸하는  ,구걸하는,,구걸하는,imploring
42,beguiling,VBG,[격식]  묘한 매력이 있는  ,  묘한 매력이 있는  ,  묘한 매력이 있는  ,,  묘한 매력이 있는  ,묘한 매력이 있는,,묘한 매력이 있는,charming
43,beholding,VBG,[옛글투 또는 문예체]  (바라)보다  ,  (바라)보다  ,  (바라)보다  ,,  (바라)보다  ,보다,ignorance,보다,cognizance
44,believing,VBG,  믿음[신앙심]을 가진  ,믿음[신앙심]을 가진  ,믿음[신앙심]을 가진  ,,믿음[신앙심]을 가진  ,믿음을 가진,doubtful,믿음을 가진,assuming
45,bellying,VBG,"  부푸는, 불룩해지는.  ","부푸는, 불룩해지는.  ","부푸는, 불룩해지는.  ",,"부푸는, 불룩해지는.  ","부푸는, 불룩해지는.",compress,"부푸는, 불룩해지는.",expand
46,belying,VBG,  BELIE의 현재분사  ,BELIE의 현재분사  ,BELIE의 현재분사  ,,BELIE의 현재분사  ,BELIE의 현재분사,affirm,BELIE의 현재분사,negate
47,bemoaning,VBG,[격식]  한탄하다  ,  한탄하다  ,  한탄하다  ,,  한탄하다  ,한탄하다,easygoing,한탄하다,cantankerous
48,beseeching,VBG,"[격식]  애원조의, 애원하는 듯한  ","  애원조의, 애원하는 듯한  ","  애원조의, 애원하는 듯한  ",,"  애원조의, 애원하는 듯한  ","애원조의, 애원하는 듯한",,"애원조의, 애원하는 듯한",tempting
49,beseeming,VBG,  어울리는.  ,어울리는.  ,어울리는.  ,,어울리는.  ,어울리는.,improper,어울리는.,
50,besetting,VBG,  끊임없이 붙어 다니는[습격하는]  ,끊임없이 붙어 다니는[습격하는]  ,끊임없이 붙어 다니는[습격하는]  ,,끊임없이 붙어 다니는[습격하는]  ,끊임없이 붙어 다니는,indifferent,끊임없이 붙어 다니는,irresistible
51,bewildering,VBG,  어리둥절하게[갈피를 못 잡게] 만드는 (=confusing)  ,어리둥절하게[갈피를 못 잡게] 만드는 (=confusing)  ,어리둥절하게[갈피를 못 잡게] 만드는 (=confusing)  ,,어리둥절하게[갈피를 못 잡게] 만드는 (=confusing)  ,어리둥절하게 만드는 ,insignificant,어리둥절하게 만드는 ,astounding
52,bewitching,VBG,"  넋을 빼놓는, 황홀한  ","넋을 빼놓는, 황홀한  ","넋을 빼놓는, 황홀한  ",,"넋을 빼놓는, 황홀한  ","넋을 빼놓는, 황홀한",,"넋을 빼놓는, 황홀한",captivating
53,billeting,VBG,  (전시에 군인을 민간의) 임시 숙소로 보내다  ,(전시에 군인을 민간의) 임시 숙소로 보내다  ,(전시에 군인을 민간의) 임시 숙소로 보내다  ,,(전시에 군인을 민간의) 임시 숙소로 보내다  , 임시 숙소로 보내다,, 임시 숙소로 보내다,take in
54,binding,VBG,  법적 구속력이 있는      2.    [명사]  (제본용) 표지      3.    [명사]  (천의) 가장자리 장식[가장자리에 덧댄 것]  ,Longer,Longer,,Longer,Longer,inessential,Longer,irrevocable
55,binning,VBG,[英 비격식]  버리다  ,  버리다  ,  버리다  ,,  버리다  ,버리다,spend,버리다,bury
56,birching,VBG,"[속어]  굉장한, 아주 좋은  ","  굉장한, 아주 좋은  ","  굉장한, 아주 좋은  ",,"  굉장한, 아주 좋은  ","굉장한, 아주 좋은",inspirit,"굉장한, 아주 좋은",clobber
57,blaming,VBG,"  …을 탓하다, … 책임[때문]으로 보다      2.    [명사]  책임, 탓 (→credit n. (7))  ",Longer,Longer,,Longer,Longer,acquit,Longer,charge
58,bleaching,VBG,"  표백[마전]하는, 표백성의  ","표백[마전]하는, 표백성의  ","표백[마전]하는, 표백성의  ",,"표백[마전]하는, 표백성의  ","표백하는, 표백성의",darken,"표백하는, 표백성의",achromatize
59,bleeding,VBG,[英  속어]  (=bloody)      2.    [명사]  출혈  ,  (=bloody)      2,  (=bloody)      2,,  (=bloody)      2, 2,cool, 2,charitable
60,blighting,VBG,"  망치다, 엉망으로 만들다      2.    [명사]  (곡식의) 병충해      3.    [명사]  어두운 그림자(를 드리우는 것)  ",Longer,Longer,,Longer,Longer,mild,Longer,bleak
61,blithering,VBG,"[구식  英  비격식]  순전한, 완벽한  ","  순전한, 완벽한  ","  순전한, 완벽한  ",,"  순전한, 완벽한  ","순전한, 완벽한",,"순전한, 완벽한",blathering
62,bloodcurdling,VBG,"  [A] 소름이 끼치는, 등골이 오싹해지는  ","[A] 소름이 끼치는, 등골이 오싹해지는  ","[A] 소름이 끼치는, 등골이 오싹해지는  ",,"[A] 소름이 끼치는, 등골이 오싹해지는  "," 소름이 끼치는, 등골이 오싹해지는",," 소름이 끼치는, 등골이 오싹해지는",atrocious
63,blooping,VBG,[미·속어]  술에 취한(looped)  ,  술에 취한(looped)  ,  술에 취한(looped)  ,,  술에 취한(looped)  ,술에 취한,,술에 취한,NaN
64,blundering,VBG,"  실수하는, 어색한, 서투른  ","실수하는, 어색한, 서투른  ","실수하는, 어색한, 서투른  ",,"실수하는, 어색한, 서투른  ","실수하는, 어색한, 서투른",artful,"실수하는, 어색한, 서투른",rude
65,blushing,VBG,"  얼굴이 빨개진, 부끄럼을 잘 타는; 조심성 있는      2.    [명사]  얼굴을 붉힘, 부끄러워함  ",Longer,Longer,,Longer,Longer,bold,Longer,flushed
66,boasting,VBG,  자랑하는  ,자랑하는  ,자랑하는  ,,자랑하는  ,자랑하는,,자랑하는,gasconade
67,boiling,VBG,"  몹시 더운, 푹푹 찌는 (=baking)  ","몹시 더운, 푹푹 찌는 (=baking)  ","몹시 더운, 푹푹 찌는 (=baking)  ",,"몹시 더운, 푹푹 찌는 (=baking)  ","몹시 더운, 푹푹 찌는 ",cool,"몹시 더운, 푹푹 찌는 ",fiery
68,boring,VBG,"  재미없는, 지루한  ","재미없는, 지루한  ","재미없는, 지루한  ",,"재미없는, 지루한  ","재미없는, 지루한",current,"재미없는, 지루한",humdrum
69,bouncing,VBG,"  건강한, 활발한  ","건강한, 활발한  ","건강한, 활발한  ",,"건강한, 활발한  ","건강한, 활발한",,"건강한, 활발한",bulgy
70,bowing,VBG,"  인사를 하는, 절을 하는  ","인사를 하는, 절을 하는  ","인사를 하는, 절을 하는  ",,"인사를 하는, 절을 하는  ","인사를 하는, 절을 하는",unbent,"인사를 하는, 절을 하는",curving
71,bracing,VBG,  (차가우면서) 상쾌한  ,(차가우면서) 상쾌한  ,(차가우면서) 상쾌한  ,,(차가우면서) 상쾌한  , 상쾌한,hot, 상쾌한,refreshing
72,branching,VBG,"  가지를 내뻗은, 분기한  ","가지를 내뻗은, 분기한  ","가지를 내뻗은, 분기한  ",,"가지를 내뻗은, 분기한  ","가지를 내뻗은, 분기한",,"가지를 내뻗은, 분기한",bifurcate
73,brawling,VBG,"  시끄러운, 떠들썩한, 요란한  ","시끄러운, 떠들썩한, 요란한  ","시끄러운, 떠들썩한, 요란한  ",,"시끄러운, 떠들썩한, 요란한  ","시끄러운, 떠들썩한, 요란한",low,"시끄러운, 떠들썩한, 요란한",loud
74,broking,VBG,"  중개(업)의, 거간(업)의  ","중개(업)의, 거간(업)의  ","중개(업)의, 거간(업)의  ",,"중개(업)의, 거간(업)의  ",중개의,,중개의,NaN
75,brooding,VBG,[문예체]  음울한  ,  음울한  ,  음울한  ,,  음울한  ,음울한,cheerful,음울한,forlorn
76,bruising,VBG,  (마음이) 힘든[불편한]  ,(마음이) 힘든[불편한]  ,(마음이) 힘든[불편한]  ,,(마음이) 힘든[불편한]  , 힘든,frail, 힘든,athletic
77,brushing,VBG,"  휙 스쳐 가는; 민활한, 빠른      2.    [명사]  [U] 솔질, 솔로 칠함, [pl.] 쓸어 모은 것  ",Longer,Longer,,Longer,Longer,,Longer,sanitation
78,bubbling,VBG,"  졸졸 흐르는, 부글부글 거품이 이는.  ","졸졸 흐르는, 부글부글 거품이 이는.  ","졸졸 흐르는, 부글부글 거품이 이는.  ",,"졸졸 흐르는, 부글부글 거품이 이는.  ","졸졸 흐르는, 부글부글 거품이 이는.",,"졸졸 흐르는, 부글부글 거품이 이는.",ebullient
79,budding,VBG,"  싹트기 시작하는, 신예의  ","싹트기 시작하는, 신예의  ","싹트기 시작하는, 신예의  ",,"싹트기 시작하는, 신예의  ","싹트기 시작하는, 신예의",shrinking,"싹트기 시작하는, 신예의",fledgling
80,bustling,VBG,"  부산한, 북적거리는  ","부산한, 북적거리는  ","부산한, 북적거리는  ",,"부산한, 북적거리는  ","부산한, 북적거리는",inoperative,"부산한, 북적거리는",effective
81,buzzing,VBG,"  윙윙거리는, 와글와글거리는  ","윙윙거리는, 와글와글거리는  ","윙윙거리는, 와글와글거리는  ",,"윙윙거리는, 와글와글거리는  ","윙윙거리는, 와글와글거리는",,"윙윙거리는, 와글와글거리는",bustling
82,cajoling,VBG,"  꼬드기다, 회유하다 (=coax)  ","꼬드기다, 회유하다 (=coax)  ","꼬드기다, 회유하다 (=coax)  ",,"꼬드기다, 회유하다 (=coax)  ","꼬드기다, 회유하다 ",,"꼬드기다, 회유하다 ",flattering
83,calculating,VBG,"[못마땅함]  타산적인, 계산적인  ","  타산적인, 계산적인  ","  타산적인, 계산적인  ",,"  타산적인, 계산적인  ","타산적인, 계산적인",honest,"타산적인, 계산적인",considerate
84,canting,VBG,"  독실한 체하는, 위선적인  ","독실한 체하는, 위선적인  ","독실한 체하는, 위선적인  ",,"독실한 체하는, 위선적인  ","독실한 체하는, 위선적인",,"독실한 체하는, 위선적인",insincere
85,captivating,VBG,"  매혹적인, 마음을 사로잡는 (=enchanting)  ","매혹적인, 마음을 사로잡는 (=enchanting)  ","매혹적인, 마음을 사로잡는 (=enchanting)  ",,"매혹적인, 마음을 사로잡는 (=enchanting)  ","매혹적인, 마음을 사로잡는 ",repulsive,"매혹적인, 마음을 사로잡는 ",engrossing
86,careering,VBG,  (제멋대로) 달리다 (=hurtle)  ,(제멋대로) 달리다 (=hurtle)  ,(제멋대로) 달리다 (=hurtle)  ,,(제멋대로) 달리다 (=hurtle)  ,,slow,,batter
87,carousing,VBG,[문예체]  술을 마시며 흥청거리다  ,  술을 마시며 흥청거리다  ,  술을 마시며 흥청거리다  ,,  술을 마시며 흥청거리다  ,술을 마시며 흥청거리다,task,술을 마시며 흥청거리다,dinner
88,carrying,VBG,"  [A] 운송[적재]의; <목소리가> 잘 들리는; [미·속어] 마약을 가진, 총을 가진  ","[A] 운송[적재]의; <목소리가> 잘 들리는; [미·속어] 마약을 가진, 총을 가진  ","[A] 운송[적재]의; <목소리가> 잘 들리는; [미·속어] 마약을 가진, 총을 가진  ",,"[A] 운송[적재]의; <목소리가> 잘 들리는; [미·속어] 마약을 가진, 총을 가진  "," 마약을 가진, 총을 가진",," 마약을 가진, 총을 가진",expectant
89,caterwauling,VBG,  (고양이 소리같이) 새된 소리를 내다  ,(고양이 소리같이) 새된 소리를 내다  ,(고양이 소리같이) 새된 소리를 내다  ,,(고양이 소리같이) 새된 소리를 내다  , 새된 소리를 내다,bright, 새된 소리를 내다,bleak
90,causing,VBG,  …을 야기하다[초래하다]  ,…을 야기하다[초래하다]  ,…을 야기하다[초래하다]  ,,…을 야기하다[초래하다]  ,…을 야기하다,,…을 야기하다,concerning the circumstances
91,chainmaking,VBG,  줄담배를 피우다  ,줄담배를 피우다  ,줄담배를 피우다  ,,줄담배를 피우다  ,줄담배를 피우다,,줄담배를 피우다,NaN
92,charting,VBG,  도표 작성  ,도표 작성  ,도표 작성  ,,도표 작성  ,도표 작성,,도표 작성,banding
93,cheeseparing,VBG,  인색한(stingy)  ,인색한(stingy)  ,인색한(stingy)  ,,인색한(stingy)  ,인색한,,인색한,NaN
94,chiding,VBG,"[격식]  꾸짖다, 책망하다 (=rebuke)  ","  꾸짖다, 책망하다 (=rebuke)  ","  꾸짖다, 책망하다 (=rebuke)  ",,"  꾸짖다, 책망하다 (=rebuke)  ","꾸짖다, 책망하다 ",encouraging,"꾸짖다, 책망하다 ",captious
95,childing,VBG,"  [고어] 아이를 낳는, 임신한  ","[고어] 아이를 낳는, 임신한  ","[고어] 아이를 낳는, 임신한  ",,"[고어] 아이를 낳는, 임신한  "," 아이를 낳는, 임신한",impotent," 아이를 낳는, 임신한",arable
96,chilling,VBG,  으스스한  ,으스스한  ,으스스한  ,,으스스한  ,으스스한,,으스스한,horrifying
97,clanking,VBG,  철커덕하는 소리가 나다[소리를 내다]  ,철커덕하는 소리가 나다[소리를 내다]  ,철커덕하는 소리가 나다[소리를 내다]  ,,철커덕하는 소리가 나다[소리를 내다]  ,철커덕하는 소리가 나다,,철커덕하는 소리가 나다,bong
98,clasping,VBG,"  잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경(抱莖)의.  ","잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경(抱莖)의.  ","잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경(抱莖)의.  ",,"잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경(抱莖)의.  ","잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경의.",loosen,"잎이 줄기의 일부 또는 전부를 감싸고 있는, 포경의.",clutch
99,clodhopping,VBG,"  퉁명스러운, 본데없는  ","퉁명스러운, 본데없는  ","퉁명스러운, 본데없는  ",,"퉁명스러운, 본데없는  ","퉁명스러운, 본데없는",gentle,"퉁명스러운, 본데없는",churlish
100,coasting,VBG,"  연안 항행의, 타성으로 나아가는      2.    [명사]  연안 항행[무역]      3.    [명사]  해안선의 지형, 해안선도(圖)  ",Longer,Longer,,Longer,Longer,,Longer,drift
101,comforting,VBG,  위로가 되는  ,위로가 되는  ,위로가 되는  ,,위로가 되는  ,위로가 되는,depressing,위로가 되는,reassuring
102,coming,VBG,"  다가오는, 다음의  ","다가오는, 다음의  ","다가오는, 다음의  ",,"다가오는, 다음의  ","다가오는, 다음의",away,"다가오는, 다음의",expected
103,compromising,VBG,"  낯 뜨거운, 남부끄러운  ","낯 뜨거운, 남부끄러운  ","낯 뜨거운, 남부끄러운  ",,"낯 뜨거운, 남부끄러운  ","낯 뜨거운, 남부끄러운",easy,"낯 뜨거운, 남부끄러운",difficult
104,conciliating,VBG,"[격식]  달래다, 회유하다 (=pacify)  ","  달래다, 회유하다 (=pacify)  ","  달래다, 회유하다 (=pacify)  ",,"  달래다, 회유하다 (=pacify)  ","달래다, 회유하다 ",irritate,"달래다, 회유하다 ",pacify
105,concluding,VBG,"  종결의, 최후의, 끝맺는  ","종결의, 최후의, 끝맺는  ","종결의, 최후의, 끝맺는  ",,"종결의, 최후의, 끝맺는  ","종결의, 최후의, 끝맺는",,"종결의, 최후의, 끝맺는",terminating
106,concurring,VBG,"[격식]  동의하다, 의견 일치를 보다  ","  동의하다, 의견 일치를 보다  ","  동의하다, 의견 일치를 보다  ",,"  동의하다, 의견 일치를 보다  ","동의하다, 의견 일치를 보다",negative,"동의하다, 의견 일치를 보다",approving
107,condescending,VBG,"  거들먹거리는, 잘난 체하는  ","거들먹거리는, 잘난 체하는  ","거들먹거리는, 잘난 체하는  ",,"거들먹거리는, 잘난 체하는  ","거들먹거리는, 잘난 체하는",friendly,"거들먹거리는, 잘난 체하는",highfalutin
108,confiding,VBG,"  신뢰를 나타내는, 은밀한  ","신뢰를 나타내는, 은밀한  ","신뢰를 나타내는, 은밀한  ",,"신뢰를 나타내는, 은밀한  ","신뢰를 나타내는, 은밀한",cold,"신뢰를 나타내는, 은밀한",ardent
109,conflicting,VBG,"  서로 싸우는, 모순되는, 상충[상반]되는  ","서로 싸우는, 모순되는, 상충[상반]되는  ","서로 싸우는, 모순되는, 상충[상반]되는  ",,"서로 싸우는, 모순되는, 상충[상반]되는  ","서로 싸우는, 모순되는, 상충되는",harmonious,"서로 싸우는, 모순되는, 상충되는",antagonistic
110,conquering,VBG,  정복[극복]하는.  ,정복[극복]하는.  ,정복[극복]하는.  ,,정복[극복]하는.  ,정복하는.,,정복하는.,winning
111,consenting,VBG,  동의[승낙]하는.  ,동의[승낙]하는.  ,동의[승낙]하는.  ,,동의[승낙]하는.  ,동의하는.,,동의하는.,biddable
112,consoling,VBG,  위안이 되는  ,위안이 되는  ,위안이 되는  ,,위안이 되는  ,위안이 되는,depressing,위안이 되는,reassuring
113,consulting,VBG,"  [A] 상담역의, 자문의, 고문(자격)의; 진찰 전문의; 진찰을 위한      2.    [명사]  자문, 조언; 진찰  ",Longer,Longer,,Longer,Longer,,Longer,advising
114,contending,VBG,[격식]  (특히 언쟁 중에) 주장하다 (=maintain)      2.    ,  (특히 언쟁 중에) 주장하다 (=maintain)      2,  (특히 언쟁 중에) 주장하다 (=maintain)      2,,  (특히 언쟁 중에) 주장하다 (=maintain)      2, 2,cooperating, 2,belligerent
115,cooking,VBG,  요리용의  ,요리용의  ,요리용의  ,,요리용의  ,요리용의,,요리용의,boiling
116,corresponding,VBG,  (~에) 해당[상응]하는 (=equivalent)  ,(~에) 해당[상응]하는 (=equivalent)  ,(~에) 해당[상응]하는 (=equivalent)  ,,(~에) 해당[상응]하는 (=equivalent)  ,,unalike,,comparable
117,corroding,VBG,"  부식시키다, 좀먹다  ","부식시키다, 좀먹다  ","부식시키다, 좀먹다  ",,"부식시키다, 좀먹다  ","부식시키다, 좀먹다",nice,"부식시키다, 좀먹다",acrid
118,counteracting,VBG,  (무엇의 악영향에) 대응하다 (=counter)  ,(무엇의 악영향에) 대응하다 (=counter)  ,(무엇의 악영향에) 대응하다 (=counter)  ,,(무엇의 악영향에) 대응하다 (=counter)  ,,harmful,,disciplinary
119,coveting,VBG,"[격식]  (특히 남의 물건을) 탐내다, 갈망하다  ","  (특히 남의 물건을) 탐내다, 갈망하다  ","  (특히 남의 물건을) 탐내다, 갈망하다  ",,"  (특히 남의 물건을) 탐내다, 갈망하다  "," 탐내다, 갈망하다",content," 탐내다, 갈망하다",greedy
